peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_group	Space_code
8.471532	1.0	1.0	0.0	2.724461	1.0	5.0	1.0	3.142711	3.0	1.0	0.0	2.540919	2.0	0.0	-2.0	3.40191	1.0	3.0	1.0	2.610256	0.0	6.0	1.0	C2m	1
8.473006	1.0	1.0	0.0	2.72491	1.0	5.0	1.0	3.143306	3.0	1.0	0.0	2.540736	2.0	0.0	-2.0	3.402574	1.0	3.0	1.0	2.61053	0.0	6.0	1.0	C2m	1
8.472129	1.0	1.0	0.0	2.724123	1.0	5.0	1.0	3.143232	3.0	1.0	0.0	2.53966	2.0	0.0	-2.0	3.401879	1.0	3.0	1.0	2.609486	0.0	6.0	1.0	C2m	1
8.464917	1.0	1.0	0.0	2.721733	1.0	5.0	1.0	3.140784	3.0	1.0	0.0	2.541616	2.0	0.0	-2.0	3.39942	1.0	3.0	1.0	2.607391	0.0	6.0	1.0	C2m	1
8.476428	1.0	1.0	0.0	2.72454	1.0	5.0	1.0	3.144961	3.0	1.0	0.0	2.54319	2.0	0.0	-2.0	3.402062	1.0	3.0	1.0	2.610455	0.0	6.0	1.0	C2m	1
8.465694	1.0	1.0	0.0	2.724125	1.0	5.0	1.0	3.140399	3.0	1.0	0.0	2.543468	2.0	0.0	-2.0	3.402196	1.0	3.0	1.0	2.609973	0.0	6.0	1.0	C2m	1
8.469621	1.0	1.0	0.0	2.725152	1.0	5.0	1.0	3.141997	3.0	1.0	0.0	2.545553	2.0	0.0	-2.0	3.403673	1.0	3.0	1.0	2.610953	0.0	6.0	1.0	C2m	1
8.485022	1.0	1.0	0.0	2.727306	1.0	5.0	1.0	3.148086	3.0	1.0	0.0	2.543871	2.0	0.0	-2.0	3.405357	1.0	3.0	1.0	2.612959	0.0	6.0	1.0	C2m	1
8.47945	1.0	1.0	0.0	2.725604	1.0	5.0	1.0	3.145814	3.0	1.0	0.0	2.543415	2.0	0.0	-2.0	3.402776	1.0	3.0	1.0	2.611805	0.0	6.0	1.0	C2m	1
2.984302	2.0	2.0	-1.0	2.899907	3.0	1.0	0.0	2.525598	0.0	0.0	2.0	2.471312	2.0	2.0	1.0	6.362319	1.0	1.0	0.0	2.54446	1.0	3.0	-1.0	C2c	2
2.991003	2.0	2.0	-1.0	2.907483	3.0	1.0	0.0	2.528748	0.0	0.0	2.0	2.478508	2.0	2.0	1.0	6.382646	1.0	1.0	0.0	2.552222	1.0	3.0	-1.0	C2c	2
2.998215	2.0	2.0	-1.0	2.914446	3.0	1.0	0.0	2.533182	0.0	0.0	2.0	2.484414	2.0	2.0	1.0	6.399561	1.0	1.0	0.0	4.441867	1.0	1.0	-1.0	C2c	2
3.002963	2.0	2.0	-1.0	2.918834	3.0	1.0	0.0	2.488747	2.0	2.0	1.0	2.535982	0.0	0.0	2.0	6.411767	1.0	1.0	0.0	4.447392	1.0	1.0	-1.0	C2c	2
2.994898	2.0	2.0	-1.0	2.510709	2.0	2.0	1.0	2.942788	3.0	1.0	0.0	2.533753	0.0	0.0	2.0	2.565051	1.0	3.0	-1.0	6.450854	1.0	1.0	0.0	C2c	2
2.992193	2.0	2.0	-1.0	2.500509	2.0	2.0	1.0	2.931235	3.0	1.0	0.0	2.532233	0.0	0.0	2.0	6.427409	1.0	1.0	0.0	2.559859	1.0	3.0	-1.0	C2c	2
2.988131	2.0	2.0	-1.0	0.770387	5.0	3.0	5.0	2.924101	3.0	1.0	0.0	2.494535	2.0	2.0	1.0	2.530107	0.0	0.0	2.0	6.41187	1.0	1.0	0.0	C2c	2
2.988459	2.0	2.0	-1.0	2.920787	3.0	1.0	0.0	2.49121	2.0	2.0	1.0	2.530297	0.0	0.0	2.0	6.405021	1.0	1.0	0.0	2.554079	1.0	3.0	-1.0	C2c	2
2.985377	2.0	2.0	-1.0	2.914875	3.0	1.0	0.0	2.48609	2.0	2.0	1.0	2.527779	0.0	0.0	2.0	6.392904	1.0	1.0	0.0	2.550599	1.0	3.0	-1.0	C2c	2
2.982278	2.0	2.0	-1.0	2.908937	3.0	1.0	0.0	2.480957	2.0	2.0	1.0	2.525207	0.0	0.0	2.0	6.380789	1.0	1.0	0.0	2.547125	1.0	3.0	-1.0	C2c	2
2.984813	2.0	2.0	-1.0	2.90591	3.0	1.0	0.0	2.527544	0.0	0.0	2.0	2.477593	2.0	2.0	1.0	6.374376	1.0	1.0	0.0	0.770439	1.0	7.0	5.0	C2c	2
2.983091	2.0	2.0	-1.0	2.901019	3.0	1.0	0.0	2.525287	0.0	0.0	2.0	2.473225	2.0	2.0	1.0	6.365239	1.0	1.0	0.0	2.544788	1.0	3.0	-1.0	C2c	2
2.98387	2.0	2.0	-1.0	2.899558	3.0	1.0	0.0	2.526025	0.0	0.0	2.0	2.471597	2.0	2.0	1.0	6.361976	1.0	1.0	0.0	2.544442	1.0	3.0	-1.0	C2c	2
2.98387	2.0	2.0	-1.0	2.899558	3.0	1.0	0.0	2.526025	0.0	0.0	2.0	2.471597	2.0	2.0	1.0	6.361976	1.0	1.0	0.0	2.544442	1.0	3.0	-1.0	C2c	2
2.960477	2.0	2.0	-1.0	2.869568	3.0	1.0	0.0	2.51323	0.0	0.0	2.0	2.447965	2.0	2.0	1.0	6.296097	1.0	1.0	0.0	2.522091	1.0	3.0	-1.0	C2c	2
2.98732	2.0	2.0	-1.0	2.898975	3.0	1.0	0.0	2.524151	0.0	0.0	2.0	2.4692	2.0	2.0	1.0	6.362906	1.0	1.0	0.0	2.546141	1.0	3.0	-1.0	C2c	2
2.983669	2.0	2.0	-1.0	2.898504	3.0	1.0	0.0	2.525138	0.0	0.0	2.0	2.470337	2.0	2.0	1.0	6.359932	1.0	1.0	0.0	2.543932	1.0	3.0	-1.0	C2c	2
2.967605	2.0	2.0	-1.0	2.886839	3.0	1.0	0.0	2.462156	2.0	2.0	1.0	2.516273	0.0	0.0	2.0	6.331875	1.0	1.0	0.0	2.531342	1.0	3.0	-1.0	C2c	2
2.95353	2.0	2.0	-1.0	2.877041	3.0	1.0	0.0	2.455132	2.0	2.0	1.0	2.508259	0.0	0.0	2.0	6.307822	1.0	1.0	0.0	2.520266	1.0	3.0	-1.0	C2c	2
2.933453	2.0	2.0	-1.0	2.864527	3.0	1.0	0.0	2.44578	2.0	2.0	1.0	2.49745	0.0	0.0	2.0	6.274269	1.0	1.0	0.0	2.503954	1.0	3.0	-1.0	C2c	2
2.915809	2.0	2.0	-1.0	2.853811	3.0	1.0	0.0	2.437221	2.0	2.0	1.0	2.487138	0.0	0.0	2.0	6.244826	1.0	1.0	0.0	2.489359	1.0	3.0	-1.0	C2c	2
0.77035	3.0	5.0	-6.0	2.903982	2.0	2.0	-1.0	2.846908	3.0	1.0	0.0	2.431771	2.0	2.0	1.0	2.480697	0.0	0.0	2.0	6.225206	1.0	1.0	0.0	C2c	2
2.895192	2.0	2.0	-1.0	2.841921	3.0	1.0	0.0	2.427599	2.0	2.0	1.0	2.475254	0.0	0.0	2.0	6.211002	1.0	1.0	0.0	2.472215	1.0	3.0	-1.0	C2c	2
2.886547	2.0	2.0	-1.0	2.837568	3.0	1.0	0.0	2.423762	2.0	2.0	1.0	2.470373	0.0	0.0	2.0	6.197116	1.0	1.0	0.0	2.464779	1.0	3.0	-1.0	C2c	2
2.995678	2.0	2.0	-1.0	2.943576	3.0	1.0	0.0	2.511281	2.0	2.0	1.0	2.534422	0.0	0.0	2.0	6.45235	1.0	1.0	0.0	2.565614	1.0	3.0	-1.0	C2c	2
2.993525	2.0	2.0	-1.0	2.930756	3.0	1.0	0.0	2.499612	2.0	2.0	1.0	2.531675	0.0	0.0	2.0	2.560682	1.0	3.0	-1.0	6.427724	1.0	1.0	0.0	C2c	2
2.989047	2.0	2.0	-1.0	2.921709	3.0	1.0	0.0	2.492019	2.0	2.0	1.0	2.530709	0.0	0.0	2.0	6.407046	1.0	1.0	0.0	2.554726	1.0	3.0	-1.0	C2c	2
2.985924	2.0	2.0	-1.0	2.907792	3.0	1.0	0.0	2.479244	2.0	2.0	1.0	2.528417	0.0	0.0	2.0	6.378367	1.0	1.0	0.0	2.548208	1.0	3.0	-1.0	C2c	2
2.983671	2.0	2.0	-1.0	2.899434	3.0	1.0	0.0	2.525862	0.0	0.0	2.0	2.471486	2.0	2.0	1.0	6.361663	1.0	1.0	0.0	2.544282	1.0	3.0	-1.0	C2c	2
2.984801	2.0	2.0	-1.0	2.900813	3.0	1.0	0.0	2.474159	2.0	2.0	1.0	2.527175	0.0	0.0	2.0	6.367418	1.0	1.0	0.0	2.546814	1.0	3.0	-1.0	C2c	2
2.985341	2.0	2.0	-1.0	2.914266	3.0	1.0	0.0	2.484779	2.0	2.0	1.0	2.523795	0.0	0.0	2.0	2.551096	1.0	3.0	-1.0	2.122095	3.0	3.0	-1.0	C2c	2
2.991399	2.0	2.0	-1.0	2.908745	3.0	1.0	0.0	2.530116	0.0	0.0	2.0	2.479779	2.0	2.0	1.0	6.384465	1.0	1.0	0.0	2.552597	1.0	3.0	-1.0	C2c	2
6.117634	1.0	1.0	-1.0	5.813724	1.0	1.0	1.0	3.402039	1.0	1.0	3.0	6.088704	0.0	0.0	2.0	5.103137	2.0	0.0	0.0	2.672669	1.0	3.0	-2.0	C2c	2
6.114885	1.0	1.0	-1.0	5.810521	1.0	1.0	1.0	3.400501	1.0	1.0	3.0	5.099571	2.0	0.0	0.0	2.671564	1.0	3.0	-2.0	6.086617	0.0	0.0	2.0	C2c	2
6.111457	1.0	1.0	-1.0	5.807941	1.0	1.0	1.0	3.398185	1.0	1.0	3.0	6.081253	0.0	0.0	2.0	5.098671	2.0	0.0	0.0	2.66994	1.0	3.0	-2.0	C2c	2
2.482644	3.0	1.0	1.0	1.455579	4.0	4.0	0.0	2.0585	4.0	0.0	0.0	0.840379	8.0	4.0	4.0	4.753902	1.0	1.0	1.0	1.584634	5.0	1.0	1.0	Fd3m	3
2.483247	3.0	1.0	1.0	1.455933	4.0	4.0	0.0	2.059	4.0	0.0	0.0	4.755057	1.0	1.0	1.0	0.840583	8.0	4.0	4.0	1.585019	5.0	1.0	1.0	Fd3m	3
2.48367	3.0	1.0	1.0	1.45618	4.0	4.0	0.0	2.05935	4.0	0.0	0.0	4.755865	1.0	1.0	1.0	0.840726	8.0	4.0	4.0	1.585288	5.0	1.0	1.0	Fd3m	3
2.487861	3.0	1.0	1.0	2.062825	4.0	0.0	0.0	1.458638	4.0	4.0	0.0	4.76389	1.0	1.0	1.0	0.842145	8.0	4.0	4.0	1.587963	5.0	1.0	1.0	Fd3m	3
2.49181	3.0	1.0	1.0	2.0661	4.0	0.0	0.0	1.460953	4.0	4.0	0.0	4.771453	1.0	1.0	1.0	1.590484	5.0	1.0	1.0	0.843482	8.0	4.0	4.0	Fd3m	3
2.505982	3.0	1.0	1.0	2.07785	4.0	0.0	0.0	1.469262	4.0	4.0	0.0	4.798589	1.0	1.0	1.0	1.59953	5.0	1.0	1.0	2.938524	2.0	2.0	0.0	Fd3m	3
2.514544	3.0	1.0	1.0	2.08495	4.0	0.0	0.0	1.474282	4.0	4.0	0.0	4.814986	1.0	1.0	1.0	1.604995	5.0	1.0	1.0	2.948565	2.0	2.0	0.0	Fd3m	3
2.48367	3.0	1.0	1.0	1.45618	4.0	4.0	0.0	2.05935	4.0	0.0	0.0	0.840726	8.0	4.0	4.0	4.755865	1.0	1.0	1.0	1.585288	5.0	1.0	1.0	Fd3m	3
2.61225	2.0	0.0	0.0	1.84714	2.0	2.0	0.0	0.787623	6.0	2.0	2.0	1.168234	4.0	2.0	0.0	0.826066	6.0	2.0	0.0	1.508183	2.0	2.0	2.0	Fm3m	4
2.591	2.0	0.0	0.0	1.832114	2.0	2.0	0.0	0.781216	6.0	2.0	2.0	0.819346	6.0	2.0	0.0	1.15873	4.0	2.0	0.0	1.495915	2.0	2.0	2.0	Fm3m	4
2.584	2.0	0.0	0.0	1.827164	2.0	2.0	0.0	0.779105	6.0	2.0	2.0	0.817133	6.0	2.0	0.0	1.1556	4.0	2.0	0.0	0.861333	4.0	4.0	2.0	Fm3m	4
2.5785	2.0	0.0	0.0	0.777447	6.0	2.0	2.0	1.823275	2.0	2.0	0.0	0.815393	6.0	2.0	0.0	1.15314	4.0	2.0	0.0	0.8595	4.0	4.0	2.0	Fm3m	4
2.574	2.0	0.0	0.0	0.77609	6.0	2.0	2.0	1.820093	2.0	2.0	0.0	0.81397	6.0	2.0	0.0	1.151128	4.0	2.0	0.0	0.858	4.0	4.0	2.0	Fm3m	4
2.5515	2.0	0.0	0.0	1.804183	2.0	2.0	0.0	0.806855	6.0	2.0	0.0	1.141066	4.0	2.0	0.0	0.8505	4.0	4.0	2.0	1.041646	4.0	2.0	2.0	Fm3m	4
2.539	2.0	0.0	0.0	1.795344	2.0	2.0	0.0	0.802902	6.0	2.0	0.0	1.135475	4.0	2.0	0.0	0.846333	4.0	4.0	2.0	1.036542	4.0	2.0	2.0	Fm3m	4
2.5255	2.0	0.0	0.0	1.785798	2.0	2.0	0.0	0.798633	6.0	2.0	0.0	1.129438	4.0	2.0	0.0	0.841833	4.0	4.0	2.0	1.031031	4.0	2.0	2.0	Fm3m	4
2.5335	2.0	0.0	0.0	1.791455	2.0	2.0	0.0	0.801163	6.0	2.0	0.0	1.133016	4.0	2.0	0.0	0.8445	4.0	4.0	2.0	1.034297	4.0	2.0	2.0	Fm3m	4
2.511	2.0	0.0	0.0	1.775545	2.0	2.0	0.0	0.794048	6.0	2.0	0.0	1.122953	4.0	2.0	0.0	0.837	4.0	4.0	2.0	1.025111	4.0	2.0	2.0	Fm3m	4
2.5045	2.0	0.0	0.0	1.770949	2.0	2.0	0.0	0.791992	6.0	2.0	0.0	0.834833	4.0	4.0	2.0	1.120046	4.0	2.0	0.0	1.022458	4.0	2.0	2.0	Fm3m	4
2.504	2.0	0.0	0.0	1.770595	2.0	2.0	0.0	0.791834	6.0	2.0	0.0	0.834667	4.0	4.0	2.0	1.119823	4.0	2.0	0.0	1.022254	4.0	2.0	2.0	Fm3m	4
2.4885	2.0	0.0	0.0	1.759635	2.0	2.0	0.0	0.786933	6.0	2.0	0.0	0.8295	4.0	4.0	2.0	1.112891	4.0	2.0	0.0	1.015926	4.0	2.0	2.0	Fm3m	4
2.4755	2.0	0.0	0.0	1.750443	2.0	2.0	0.0	0.782822	6.0	2.0	0.0	0.825167	4.0	4.0	2.0	1.107077	4.0	2.0	0.0	1.010619	4.0	2.0	2.0	Fm3m	4
2.452	2.0	0.0	0.0	0.77539	6.0	2.0	0.0	1.733826	2.0	2.0	0.0	0.817333	4.0	4.0	2.0	1.096568	4.0	2.0	0.0	1.001025	4.0	2.0	2.0	Fm3m	4
0.773967	6.0	2.0	0.0	2.4475	2.0	0.0	0.0	1.730644	2.0	2.0	0.0	0.815833	4.0	4.0	2.0	1.094555	4.0	2.0	0.0	0.999188	4.0	2.0	2.0	Fm3m	4
2.6118	2.0	0.0	0.0	1.846821	2.0	2.0	0.0	0.787487	6.0	2.0	2.0	1.168032	4.0	2.0	0.0	0.825924	6.0	2.0	0.0	1.507923	2.0	2.0	2.0	Fm3m	4
2.62	2.0	0.0	0.0	1.85262	2.0	2.0	0.0	0.78996	6.0	2.0	2.0	1.1717	4.0	2.0	0.0	0.828517	6.0	2.0	0.0	1.512658	2.0	2.0	2.0	Fm3m	4
4.161949	2.0	0.0	-1.0	3.277401	0.0	0.0	2.0	3.30643	2.0	0.0	-2.0	3.308067	0.0	4.0	0.0	3.9003	1.0	-3.0	0.0	4.034839	1.0	-1.0	1.0	C1	5
4.120338	2.0	0.0	-1.0	3.247682	0.0	0.0	2.0	3.275148	2.0	0.0	-2.0	3.276996	0.0	4.0	0.0	3.853812	1.0	-3.0	0.0	3.8077	1.0	1.0	1.0	C1	5
4.122389	2.0	0.0	-1.0	3.244274	0.0	0.0	2.0	3.273403	2.0	0.0	-2.0	3.276241	0.0	4.0	0.0	3.850703	1.0	-3.0	0.0	0.770302	-2.0	10.0	7.0	C1	5
4.035594	2.0	0.0	-1.0	3.17332	0.0	0.0	2.0	3.206004	2.0	0.0	-2.0	3.209236	0.0	4.0	0.0	3.749663	1.0	-3.0	0.0	3.22086	2.0	-2.0	0.0	C1	5
4.048454	2.0	0.0	-1.0	3.183731	0.0	0.0	2.0	3.21258	2.0	0.0	-2.0	3.217718	0.0	4.0	0.0	3.751441	1.0	-3.0	0.0	3.225957	2.0	-2.0	0.0	C1	5
4.06029	2.0	0.0	-1.0	3.191851	0.0	0.0	2.0	3.218653	2.0	0.0	-2.0	3.225599	0.0	4.0	0.0	3.752424	1.0	-3.0	0.0	3.229507	2.0	-2.0	0.0	C1	5
4.069175	2.0	0.0	-1.0	3.198003	0.0	0.0	2.0	3.223311	2.0	0.0	-2.0	3.230972	0.0	4.0	0.0	3.750659	1.0	-3.0	0.0	3.230247	2.0	-2.0	0.0	C1	5
4.078471	2.0	0.0	-1.0	3.20462	0.0	0.0	2.0	3.227999	2.0	0.0	-2.0	3.236381	0.0	4.0	0.0	3.745495	1.0	-3.0	0.0	3.711297	1.0	3.0	0.0	C1	5
4.089288	2.0	0.0	-1.0	3.209001	0.0	0.0	2.0	3.231633	2.0	0.0	-2.0	3.23982	0.0	4.0	0.0	3.735794	1.0	-3.0	0.0	3.733861	1.0	3.0	0.0	C1	5
4.090068	2.0	0.0	-1.0	3.208648	0.0	0.0	2.0	3.231527	2.0	0.0	-2.0	3.239798	0.0	4.0	0.0	3.735759	1.0	-3.0	0.0	3.734395	1.0	3.0	0.0	C1	5
4.057256	2.0	0.0	-1.0	3.205273	0.0	0.0	2.0	3.225508	2.0	0.0	-2.0	3.196278	0.0	4.0	0.0	3.670554	1.0	-3.0	0.0	3.807556	1.0	1.0	1.0	C1	5
4.072682	2.0	0.0	-1.0	3.212353	0.0	0.0	2.0	3.23172	2.0	0.0	-2.0	3.203205	0.0	4.0	0.0	3.673998	1.0	-3.0	0.0	3.829691	1.0	1.0	1.0	C1	5
4.087867	2.0	0.0	-1.0	3.218544	0.0	0.0	2.0	3.237566	2.0	0.0	-2.0	3.209127	0.0	4.0	0.0	3.678226	1.0	-3.0	0.0	3.851039	1.0	1.0	1.0	C1	5
3.199256	0.0	0.0	2.0	4.034888	2.0	0.0	-1.0	3.22278	2.0	0.0	-2.0	3.244253	0.0	4.0	0.0	3.756275	1.0	-3.0	0.0	3.206317	2.0	-2.0	0.0	C1	5
4.039137	2.0	0.0	-1.0	3.174598	0.0	0.0	2.0	3.207957	2.0	0.0	-2.0	3.210631	0.0	4.0	0.0	3.751312	1.0	-3.0	0.0	3.223075	2.0	-2.0	0.0	C1	5
4.059551	2.0	0.0	-1.0	3.194719	0.0	0.0	2.0	3.219263	2.0	0.0	-2.0	3.229019	0.0	4.0	0.0	3.757569	1.0	-3.0	0.0	3.232244	2.0	-2.0	0.0	C1	5
4.07093	2.0	0.0	-1.0	3.202895	0.0	0.0	2.0	3.224933	2.0	0.0	-2.0	3.236233	0.0	4.0	0.0	3.756209	1.0	-3.0	0.0	3.234107	2.0	-2.0	0.0	C1	5
4.081896	2.0	0.0	-1.0	3.21051	0.0	0.0	2.0	3.230435	2.0	0.0	-2.0	3.243358	0.0	4.0	0.0	3.746978	1.0	-3.0	0.0	3.724737	1.0	3.0	0.0	C1	5
4.086485	2.0	0.0	-1.0	3.213592	0.0	0.0	2.0	3.232188	2.0	0.0	-2.0	3.244474	0.0	4.0	0.0	3.740243	1.0	-3.0	0.0	3.736667	1.0	3.0	0.0	C1	5
4.088513	2.0	0.0	-1.0	3.206931	0.0	0.0	2.0	3.741083	1.0	3.0	0.0	3.231283	2.0	0.0	-2.0	3.224288	2.0	2.0	0.0	3.24775	0.0	4.0	0.0	C2m	1
4.097547	2.0	0.0	-1.0	3.210219	0.0	0.0	2.0	3.745327	1.0	3.0	0.0	3.233713	2.0	2.0	0.0	3.232594	2.0	0.0	-2.0	3.2485	0.0	4.0	0.0	C2m	1
3.194289	0.0	0.0	2.0	4.029648	2.0	0.0	-1.0	3.216089	2.0	0.0	-2.0	3.187587	0.0	4.0	0.0	3.778286	1.0	1.0	1.0	3.656493	1.0	-3.0	0.0	C1	5
3.194289	0.0	0.0	2.0	3.216089	2.0	0.0	-2.0	4.029648	2.0	0.0	-1.0	3.149036	2.0	-2.0	0.0	3.172706	2.0	2.0	0.0	3.656493	1.0	-3.0	0.0	C1	5
3.194289	0.0	0.0	2.0	4.029648	2.0	0.0	-1.0	3.216089	2.0	0.0	-2.0	3.187587	0.0	4.0	0.0	3.778286	1.0	1.0	1.0	3.656493	1.0	-3.0	0.0	C1	5
3.194289	0.0	0.0	2.0	3.216089	2.0	0.0	-2.0	4.029648	2.0	0.0	-1.0	3.149036	2.0	-2.0	0.0	3.172706	2.0	2.0	0.0	3.656493	1.0	-3.0	0.0	C1	5
3.188108	0.0	0.0	2.0	4.01914	2.0	0.0	-1.0	3.214808	2.0	0.0	-2.0	3.181789	0.0	4.0	0.0	3.761752	1.0	1.0	1.0	3.648461	1.0	-3.0	0.0	C1	5
3.193931	0.0	0.0	2.0	4.027322	2.0	0.0	-1.0	3.214839	2.0	0.0	-2.0	3.18733	0.0	4.0	0.0	3.657665	1.0	-3.0	0.0	3.775648	1.0	1.0	1.0	C1	5
3.193274	0.0	0.0	2.0	4.027725	2.0	0.0	-1.0	3.214933	2.0	0.0	-2.0	3.187928	0.0	4.0	0.0	3.773689	1.0	1.0	1.0	3.66104	1.0	-3.0	0.0	C1	5
3.193274	0.0	0.0	2.0	4.027725	2.0	0.0	-1.0	3.214933	2.0	0.0	-2.0	3.187928	0.0	4.0	0.0	3.66104	1.0	-3.0	0.0	3.773689	1.0	1.0	1.0	C1	5
3.187399	0.0	0.0	2.0	4.01577	2.0	0.0	-1.0	3.209402	2.0	0.0	-2.0	3.183953	0.0	4.0	0.0	3.654965	1.0	-3.0	0.0	3.762301	1.0	1.0	1.0	C1	5
3.17327	0.0	0.0	2.0	3.988885	2.0	0.0	-1.0	3.195756	2.0	0.0	-2.0	3.174619	0.0	4.0	0.0	3.736545	1.0	1.0	1.0	3.641794	1.0	-3.0	0.0	C1	5
3.152028	0.0	0.0	2.0	3.946332	2.0	0.0	-1.0	3.175408	2.0	0.0	-2.0	3.161017	0.0	4.0	0.0	3.696666	1.0	1.0	1.0	3.620946	1.0	-3.0	0.0	C1	5
3.139482	0.0	0.0	2.0	3.916824	2.0	0.0	-1.0	3.160664	2.0	0.0	-2.0	3.151606	0.0	4.0	0.0	3.67236	1.0	1.0	1.0	3.607439	1.0	-3.0	0.0	C1	5
3.193227	0.0	0.0	2.0	4.025945	2.0	0.0	-1.0	3.215194	2.0	0.0	-2.0	3.184461	0.0	4.0	0.0	3.654401	1.0	-3.0	0.0	3.773218	1.0	1.0	1.0	C1	5
0.866878	7.0	-9.0	-1.0	6.381547	0.0	2.0	0.0	0.883011	9.0	1.0	-2.0	0.881	-2.0	14.0	1.0	0.881043	3.0	13.0	-4.0	0.88134	6.0	10.0	0.0	C1	5
3.189285	0.0	0.0	2.0	4.042066	2.0	0.0	-1.0	3.215694	2.0	0.0	-2.0	3.195717	0.0	4.0	0.0	3.674373	1.0	-3.0	0.0	3.16691	2.0	-2.0	0.0	C1	5
3.183805	0.0	0.0	2.0	4.029031	2.0	0.0	-1.0	3.209118	2.0	0.0	-2.0	3.190163	0.0	4.0	0.0	3.679771	1.0	-3.0	0.0	3.168226	2.0	-2.0	0.0	C1	5
3.186763	0.0	0.0	2.0	4.029019	2.0	0.0	-1.0	3.209337	2.0	0.0	-2.0	3.187711	0.0	4.0	0.0	3.668593	1.0	-3.0	0.0	3.772339	1.0	1.0	1.0	C1	5
4.035293	2.0	0.0	-1.0	3.182935	0.0	0.0	2.0	3.210704	2.0	0.0	-2.0	3.191411	0.0	4.0	0.0	3.681256	1.0	-3.0	0.0	3.171631	2.0	-2.0	0.0	C1	5
3.186828	0.0	0.0	2.0	4.037263	2.0	0.0	-1.0	3.210281	2.0	0.0	-2.0	3.193714	0.0	4.0	0.0	3.68749	1.0	-3.0	0.0	3.178656	2.0	-2.0	0.0	C1	5
4.035305	2.0	0.0	-1.0	3.174209	0.0	0.0	2.0	3.207146	2.0	0.0	-2.0	3.200926	0.0	4.0	0.0	3.723706	1.0	-3.0	0.0	3.202414	2.0	-2.0	0.0	C1	5
3.112821	0.0	0.0	2.0	3.119685	2.0	0.0	-2.0	3.834705	2.0	0.0	-1.0	3.13229	0.0	4.0	0.0	3.621396	1.0	1.0	1.0	3.566239	1.0	-3.0	0.0	C1	5
3.088361	0.0	0.0	2.0	3.087824	2.0	0.0	-2.0	3.122047	0.0	4.0	0.0	3.765136	2.0	0.0	-1.0	3.515574	1.0	-3.0	0.0	3.58225	1.0	1.0	1.0	C1	5
3.069073	0.0	0.0	2.0	3.073823	2.0	0.0	-2.0	3.114897	0.0	4.0	0.0	3.731706	2.0	0.0	-1.0	3.477527	1.0	-3.0	0.0	3.556221	1.0	1.0	1.0	C1	5
3.204174	0.0	0.0	2.0	4.097821	2.0	0.0	-1.0	3.238316	2.0	0.0	-2.0	3.240542	0.0	4.0	0.0	3.241359	2.0	-2.0	0.0	3.205445	2.0	2.0	0.0	C1	5
4.122128	2.0	0.0	-1.0	3.213883	0.0	0.0	2.0	3.245757	2.0	2.0	0.0	3.747294	1.0	3.0	0.0	3.245634	2.0	0.0	-2.0	3.245	0.0	4.0	0.0	C2m	1
3.1965	0.0	0.0	2.0	4.080259	2.0	0.0	-1.0	3.228927	2.0	0.0	-2.0	3.230988	0.0	4.0	0.0	3.759357	1.0	-3.0	0.0	3.24076	2.0	-2.0	0.0	C1	5
3.209487	0.0	0.0	2.0	4.106721	2.0	0.0	-1.0	3.234795	2.0	2.0	0.0	3.74172	1.0	3.0	0.0	3.238839	2.0	0.0	-2.0	3.24325	0.0	4.0	0.0	C2m	1
3.188102	0.0	0.0	2.0	4.064178	2.0	0.0	-1.0	3.220329	2.0	0.0	-2.0	3.224111	0.0	4.0	0.0	3.758915	1.0	-3.0	0.0	3.235957	2.0	-2.0	0.0	C1	5
4.108852	2.0	0.0	-1.0	3.210921	0.0	0.0	2.0	3.742328	1.0	3.0	0.0	3.238358	2.0	2.0	0.0	3.237845	2.0	0.0	-2.0	3.24225	0.0	4.0	0.0	C2m	1
3.182805	0.0	0.0	2.0	3.20715	2.0	0.0	-2.0	4.044985	2.0	0.0	-1.0	3.212332	0.0	4.0	0.0	3.232452	2.0	-2.0	0.0	3.138968	2.0	2.0	0.0	C1	5
3.182805	0.0	0.0	2.0	3.20715	2.0	0.0	-2.0	4.044985	2.0	0.0	-1.0	3.212332	0.0	4.0	0.0	3.232452	2.0	-2.0	0.0	3.138968	2.0	2.0	0.0	C1	5
1.980039	1.0	0.0	1.0	2.113	0.0	0.0	2.0	2.241274	1.0	0.0	0.0	0.830599	2.0	1.0	1.0	0.790836	1.0	0.0	5.0	1.103514	1.0	1.0	2.0	P6_3mmc	0
0.770359	2.0	0.0	4.0	1.98267	1.0	0.0	1.0	2.12	0.0	0.0	2.0	2.243006	1.0	0.0	0.0	0.831322	2.0	1.0	1.0	0.793205	1.0	0.0	5.0	P6_3mmc	0
2.718307	2.0	4.0	0.0	6.2665	0.0	2.0	0.0	3.065411	1.0	1.0	-2.0	2.732962	4.0	0.0	0.0	5.465923	2.0	0.0	0.0	3.499053	3.0	1.0	0.0	C2c	2
5.483197	2.0	0.0	0.0	2.73804	2.0	4.0	0.0	3.075635	1.0	1.0	-2.0	6.3205	0.0	2.0	0.0	3.511588	3.0	1.0	0.0	2.741598	4.0	0.0	0.0	C2c	2
