peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_group	Space_code
0.770317	5.0	15.0	1.0	5.504347	2.0	0.0	0.0	2.75773	2.0	4.0	0.0	3.094318	1.0	1.0	-2.0	6.373	0.0	2.0	0.0	0.770416	4.0	16.0	-1.0	C2c	2
5.533478	2.0	0.0	0.0	2.777432	2.0	4.0	0.0	3.109644	1.0	1.0	-2.0	6.4225	0.0	2.0	0.0	2.565786	1.0	3.0	-2.0	3.21125	0.0	4.0	0.0	C2c	2
5.533478	2.0	0.0	0.0	2.777432	2.0	4.0	0.0	3.109644	1.0	1.0	-2.0	6.4225	0.0	2.0	0.0	2.565786	1.0	3.0	-2.0	3.21125	0.0	4.0	0.0	C2c	2
2.734094	2.0	4.0	0.0	6.3145	0.0	2.0	0.0	2.7336	4.0	0.0	0.0	2.556	1.0	3.0	-2.0	3.1173	1.0	1.0	-2.0	2.905574	3.0	1.0	-2.0	C2c	2
2.726978	2.0	4.0	0.0	6.298	0.0	2.0	0.0	3.107557	1.0	1.0	-2.0	2.726572	4.0	0.0	0.0	2.54844	1.0	3.0	-2.0	2.897598	3.0	1.0	-2.0	C2c	2
2.718667	2.0	4.0	0.0	6.28	0.0	2.0	0.0	3.101215	1.0	1.0	-2.0	2.542557	1.0	3.0	-2.0	2.716712	4.0	0.0	0.0	2.887952	3.0	1.0	-2.0	C2c	2
2.712082	2.0	4.0	0.0	6.268	0.0	2.0	0.0	3.097434	1.0	1.0	-2.0	2.53888	1.0	3.0	-2.0	2.705985	4.0	0.0	0.0	2.880912	3.0	1.0	-2.0	C2c	2
2.70987	2.0	4.0	0.0	6.2695	0.0	2.0	0.0	3.104865	1.0	1.0	-2.0	2.543168	1.0	3.0	-2.0	2.695318	4.0	0.0	0.0	2.881991	3.0	1.0	-2.0	C2c	2
6.4795	0.0	2.0	0.0	2.812352	2.0	4.0	0.0	4.279599	1.0	1.0	1.0	2.83258	4.0	0.0	0.0	3.139257	1.0	1.0	-2.0	5.66516	2.0	0.0	0.0	C2c	2
2.740626	2.0	4.0	0.0	2.729934	4.0	0.0	0.0	2.913032	3.0	1.0	-2.0	8.272972	1.0	1.0	0.0	3.498512	3.0	1.0	0.0	2.884984	2.0	2.0	-2.0	C2c	2
2.717302	2.0	4.0	0.0	6.2628	0.0	2.0	0.0	3.063456	1.0	1.0	-2.0	2.733791	4.0	0.0	0.0	3.499871	3.0	1.0	0.0	2.863857	3.0	1.0	-2.0	C2c	2
2.73448	2.0	4.0	0.0	6.3115	0.0	2.0	0.0	2.739057	4.0	0.0	0.0	3.115058	1.0	1.0	-2.0	2.554366	1.0	3.0	-2.0	3.508198	3.0	1.0	0.0	C2c	2
2.57841	4.0	2.0	0.0	1.540895	6.0	4.0	2.0	2.88275	4.0	0.0	0.0	1.599062	6.0	4.0	0.0	0.784585	14.0	4.0	2.0	2.353756	4.0	2.0	2.0	Ia3d	6
2.571925	4.0	2.0	0.0	1.537019	6.0	4.0	2.0	2.8755	4.0	0.0	0.0	1.59504	6.0	4.0	0.0	0.782612	14.0	4.0	2.0	2.347836	4.0	2.0	2.0	Ia3d	6
2.574161	4.0	2.0	0.0	1.538356	6.0	4.0	2.0	2.878	4.0	0.0	0.0	1.596427	6.0	4.0	0.0	0.783292	14.0	4.0	2.0	2.349877	4.0	2.0	2.0	Ia3d	6
2.575056	4.0	2.0	0.0	1.53889	6.0	4.0	2.0	2.879	4.0	0.0	0.0	1.596982	6.0	4.0	0.0	0.783565	14.0	4.0	2.0	2.350694	4.0	2.0	2.0	Ia3d	6
2.577068	4.0	2.0	0.0	1.540093	6.0	4.0	2.0	2.88125	4.0	0.0	0.0	1.59823	6.0	4.0	0.0	0.784177	14.0	4.0	2.0	2.352531	4.0	2.0	2.0	Ia3d	6
2.574161	4.0	2.0	0.0	1.538356	6.0	4.0	2.0	2.878	4.0	0.0	0.0	1.596427	6.0	4.0	0.0	0.783292	14.0	4.0	2.0	2.349877	4.0	2.0	2.0	Ia3d	6
2.577068	4.0	2.0	0.0	1.540093	6.0	4.0	2.0	2.88125	4.0	0.0	0.0	1.59823	6.0	4.0	0.0	0.784177	14.0	4.0	2.0	2.352531	4.0	2.0	2.0	Ia3d	6
2.577068	4.0	2.0	0.0	1.540093	6.0	4.0	2.0	2.88125	4.0	0.0	0.0	1.59823	6.0	4.0	0.0	0.784177	14.0	4.0	2.0	2.352531	4.0	2.0	2.0	Ia3d	6
2.579975	4.0	2.0	0.0	1.54183	6.0	4.0	2.0	2.8845	4.0	0.0	0.0	1.600033	6.0	4.0	0.0	2.355184	4.0	2.0	2.0	0.785061	14.0	4.0	2.0	Ia3d	6
2.581764	4.0	2.0	0.0	1.542899	6.0	4.0	2.0	2.8865	4.0	0.0	0.0	1.601142	6.0	4.0	0.0	2.356817	4.0	2.0	2.0	0.785606	14.0	4.0	2.0	Ia3d	6
2.583687	4.0	2.0	0.0	1.544048	6.0	4.0	2.0	2.88865	4.0	0.0	0.0	1.602335	6.0	4.0	0.0	2.358573	4.0	2.0	2.0	0.786191	14.0	4.0	2.0	Ia3d	6
2.631025	4.0	2.0	0.0	1.572338	6.0	4.0	2.0	2.401786	4.0	2.0	2.0	2.941575	4.0	0.0	0.0	1.631692	6.0	4.0	0.0	0.800595	14.0	4.0	2.0	Ia3d	6
2.638605	4.0	2.0	0.0	1.576868	6.0	4.0	2.0	2.408706	4.0	2.0	2.0	2.95005	4.0	0.0	0.0	1.636393	6.0	4.0	0.0	0.802902	14.0	4.0	2.0	Ia3d	6
2.651261	4.0	2.0	0.0	1.584432	6.0	4.0	2.0	2.420259	4.0	2.0	2.0	2.9642	4.0	0.0	0.0	1.644242	6.0	4.0	0.0	0.806753	14.0	4.0	2.0	Ia3d	6
2.578857	4.0	2.0	0.0	1.541162	6.0	4.0	2.0	2.88325	4.0	0.0	0.0	1.599339	6.0	4.0	0.0	0.784721	14.0	4.0	2.0	2.354164	4.0	2.0	2.0	Ia3d	6
2.586013	4.0	2.0	0.0	1.545438	6.0	4.0	2.0	2.89125	4.0	0.0	0.0	1.603777	6.0	4.0	0.0	0.786899	14.0	4.0	2.0	2.360696	4.0	2.0	2.0	Ia3d	6
2.587354	4.0	2.0	0.0	1.54624	6.0	4.0	2.0	2.89275	4.0	0.0	0.0	1.604609	6.0	4.0	0.0	0.787307	14.0	4.0	2.0	2.361921	4.0	2.0	2.0	Ia3d	6
2.609044	4.0	2.0	0.0	1.559202	6.0	4.0	2.0	2.917	4.0	0.0	0.0	1.618061	6.0	4.0	0.0	2.381721	4.0	2.0	2.0	0.793907	14.0	4.0	2.0	Ia3d	6
3.17	2.0	0.0	0.0	2.241529	2.0	2.0	0.0	1.417667	4.0	2.0	0.0	0.847218	6.0	4.0	2.0	1.8302	2.0	2.0	2.0	1.294147	4.0	2.0	2.0	Fm3m	4
3.2192	2.0	0.0	0.0	2.276318	2.0	2.0	0.0	1.43967	4.0	2.0	0.0	0.780771	8.0	2.0	0.0	0.780771	6.0	4.0	4.0	1.858606	2.0	2.0	2.0	Fm3m	4
3.22705	2.0	0.0	0.0	2.281869	2.0	2.0	0.0	1.443181	4.0	2.0	0.0	1.863138	2.0	2.0	2.0	1.317438	4.0	2.0	2.0	0.782675	8.0	2.0	0.0	Fm3m	4
3.227	2.0	0.0	0.0	2.281834	2.0	2.0	0.0	0.782662	8.0	2.0	0.0	0.782662	6.0	4.0	4.0	1.443158	4.0	2.0	0.0	0.862452	6.0	4.0	2.0	Fm3m	4
8.155	0.0	2.0	0.0	3.05078	1.0	3.0	2.0	2.827146	2.0	4.0	1.0	3.023699	3.0	1.0	-2.0	2.886469	2.0	0.0	-3.0	2.901255	3.0	3.0	-1.0	C2m	1
8.1665	0.0	2.0	0.0	3.053907	1.0	3.0	2.0	2.831976	2.0	4.0	1.0	3.043202	3.0	1.0	-2.0	2.900593	2.0	0.0	-3.0	2.91529	3.0	3.0	-1.0	C2m	1
8.1285	0.0	2.0	0.0	3.037483	1.0	3.0	2.0	2.816226	2.0	4.0	1.0	3.017662	3.0	1.0	-2.0	2.893864	3.0	3.0	-1.0	2.878673	2.0	0.0	-3.0	C2m	1
2.338026	1.0	1.0	1.0	0.779342	5.0	1.0	1.0	2.02479	2.0	0.0	0.0	1.220994	3.0	1.0	1.0	1.431743	2.0	2.0	0.0	0.826617	4.0	2.0	2.0	Fm3m	4
2.333332	1.0	1.0	1.0	0.777777	5.0	1.0	1.0	2.020725	2.0	0.0	0.0	1.218543	3.0	1.0	1.0	1.428868	2.0	2.0	0.0	0.824958	4.0	2.0	2.0	Fm3m	4
2.333246	1.0	1.0	1.0	0.777749	5.0	1.0	1.0	2.02065	2.0	0.0	0.0	1.218498	3.0	1.0	1.0	1.428815	2.0	2.0	0.0	0.824927	4.0	2.0	2.0	Fm3m	4
2.332841	1.0	1.0	1.0	0.777614	5.0	1.0	1.0	2.0203	2.0	0.0	0.0	1.218287	3.0	1.0	1.0	1.428568	2.0	2.0	0.0	0.824784	4.0	2.0	2.0	Fm3m	4
3.627714	1.0	1.0	-2.0	3.06581	1.0	1.0	2.0	4.5041	0.0	2.0	0.0	2.567679	1.0	3.0	-1.0	2.665169	0.0	2.0	3.0	3.334164	0.0	2.0	2.0	C2m	1
3.619389	1.0	1.0	-2.0	3.072713	1.0	1.0	2.0	4.50975	0.0	2.0	0.0	2.569639	1.0	3.0	-1.0	2.66272	0.0	2.0	3.0	2.593846	1.0	3.0	0.0	C2m	1
2.338026	1.0	1.0	1.0	0.779342	5.0	1.0	1.0	2.02479	2.0	0.0	0.0	1.220994	3.0	1.0	1.0	1.431743	2.0	2.0	0.0	0.826617	4.0	2.0	2.0	Fm3m	4
2.333332	1.0	1.0	1.0	0.777777	5.0	1.0	1.0	2.020725	2.0	0.0	0.0	1.218543	3.0	1.0	1.0	1.428868	2.0	2.0	0.0	0.824958	4.0	2.0	2.0	Fm3m	4
2.333246	1.0	1.0	1.0	0.777749	5.0	1.0	1.0	2.02065	2.0	0.0	0.0	1.218498	3.0	1.0	1.0	1.428815	2.0	2.0	0.0	0.824927	4.0	2.0	2.0	Fm3m	4
2.332841	1.0	1.0	1.0	0.777614	5.0	1.0	1.0	2.0203	2.0	0.0	0.0	1.218287	3.0	1.0	1.0	1.428568	2.0	2.0	0.0	0.824784	4.0	2.0	2.0	Fm3m	4
2.335959	1.0	1.0	1.0	0.778653	5.0	1.0	1.0	2.023	2.0	0.0	0.0	1.219915	3.0	1.0	1.0	1.430477	2.0	2.0	0.0	0.825886	4.0	2.0	2.0	Fm3m	4
2.981798	1.0	1.0	3.0	1.74	2.0	2.0	0.0	0.771309	3.0	5.0	10.0	2.29233	1.0	0.0	7.0	2.969305	0.0	2.0	1.0	1.897909	0.0	3.0	3.0	R3m	7
2.984308	2.0	1.0	0.0	1.739907	2.0	0.0	-2.0	2.298831	3.0	2.0	2.0	2.969438	1.0	1.0	-1.0	1.898495	2.0	2.0	-1.0	0.771781	7.0	4.0	-1.0	R3m	7
2.978812	1.0	1.0	3.0	4.941667	0.0	1.0	2.0	2.274866	1.0	0.0	7.0	1.89942	0.0	3.0	3.0	0.771134	3.0	5.0	10.0	2.974326	0.0	2.0	1.0	R3m	7
2.994645	1.0	1.0	3.0	4.966539	0.0	1.0	2.0	2.280728	1.0	0.0	7.0	1.910942	0.0	3.0	3.0	3.51	1.0	1.0	0.0	1.755	2.0	2.0	0.0	R3m	7
2.970813	1.0	1.0	3.0	4.930359	0.0	1.0	2.0	2.27761	1.0	0.0	7.0	1.892317	0.0	3.0	3.0	3.4715	1.0	1.0	0.0	2.961645	0.0	2.0	1.0	R3m	7
4.953841	0.0	1.0	2.0	2.984871	1.0	1.0	3.0	2.975297	0.0	2.0	1.0	1.901117	0.0	3.0	3.0	2.289077	1.0	0.0	7.0	1.743725	2.0	2.0	0.0	R3m	7
4.959099	0.0	1.0	2.0	2.987631	1.0	1.0	3.0	2.976436	0.0	2.0	1.0	1.902186	0.0	3.0	3.0	2.294273	1.0	0.0	7.0	1.744275	2.0	2.0	0.0	R3m	7
4.966818	0.0	1.0	2.0	2.991702	1.0	1.0	3.0	2.978211	0.0	2.0	1.0	1.903804	0.0	3.0	3.0	1.74515	2.0	2.0	0.0	2.301786	1.0	0.0	7.0	R3m	7
4.974541	0.0	1.0	2.0	2.995917	1.0	1.0	3.0	2.980685	0.0	2.0	1.0	1.90575	0.0	3.0	3.0	2.308362	1.0	0.0	7.0	1.746475	2.0	2.0	0.0	R3m	7
4.984906	0.0	1.0	2.0	3.001309	1.0	1.0	3.0	2.982718	0.0	2.0	1.0	1.907754	0.0	3.0	3.0	1.747425	2.0	2.0	0.0	2.319028	1.0	0.0	7.0	R3m	7
4.990106	0.0	1.0	2.0	3.004013	1.0	1.0	3.0	2.983734	0.0	2.0	1.0	1.908757	0.0	3.0	3.0	2.32441	1.0	0.0	7.0	1.7479	-2.0	-2.0	0.0	R3m	7
4.992752	0.0	1.0	2.0	3.005462	1.0	1.0	3.0	2.984614	0.0	2.0	1.0	1.909439	0.0	3.0	3.0	1.748375	-2.0	-2.0	0.0	2.326639	1.0	0.0	7.0	R3m	7
2.94773	2.0	0.0	0.0	3.1468	-1.0	1.0	2.0	4.613381	1.0	1.0	-1.0	3.156884	1.0	1.0	-2.0	3.297428	0.0	2.0	-1.0	3.245037	0.0	2.0	1.0	C1	5
2.954946	2.0	0.0	0.0	3.146794	-1.0	1.0	2.0	4.632942	1.0	1.0	-1.0	3.177363	1.0	1.0	-2.0	3.306238	0.0	2.0	-1.0	3.221636	0.0	2.0	1.0	C1	5
2.95454	2.0	0.0	0.0	3.148533	-1.0	1.0	2.0	4.633247	1.0	1.0	-1.0	3.177144	1.0	1.0	-2.0	3.306478	0.0	2.0	-1.0	3.224605	0.0	2.0	1.0	C1	5
2.955966	2.0	0.0	0.0	3.150333	-1.0	1.0	2.0	4.63467	1.0	1.0	-1.0	3.178222	1.0	1.0	-2.0	3.306706	0.0	2.0	-1.0	3.226175	0.0	2.0	1.0	C1	5
2.958589	2.0	0.0	0.0	3.151517	-1.0	1.0	2.0	4.635371	1.0	1.0	-1.0	3.178694	1.0	1.0	-2.0	3.308832	0.0	2.0	-1.0	3.229577	0.0	2.0	1.0	C1	5
3.145889	-1.0	1.0	2.0	4.631417	1.0	1.0	-1.0	3.166229	1.0	1.0	-2.0	2.95663	2.0	0.0	0.0	4.657593	-1.0	1.0	1.0	3.16842	1.0	1.0	1.0	C1	5
2.825552	1.0	1.0	1.0	0.773809	6.0	2.0	0.0	2.447	2.0	0.0	0.0	0.827237	5.0	3.0	1.0	1.475597	3.0	1.0	1.0	1.73029	2.0	2.0	0.0	Fm3m	4
2.652942	1.0	0.0	2.0	2.906436	1.0	0.0	1.0	2.8125	0.0	0.0	4.0	1.477867	1.0	1.0	4.0	0.776356	1.0	0.0	14.0	1.737	1.0	1.0	0.0	P6_3mmc	0
7.033393	0.0	0.0	2.0	7.033393	0.0	0.0	-2.0	3.516697	0.0	0.0	-4.0	3.516697	0.0	0.0	4.0	2.486965	-2.0	0.0	2.0	2.486965	2.0	0.0	-2.0	C1	5
7.04021	0.0	0.0	2.0	7.04021	0.0	0.0	-2.0	3.520105	0.0	0.0	-4.0	3.520105	0.0	0.0	4.0	2.480969	2.0	0.0	2.0	2.480969	-2.0	0.0	-2.0	C1	5
7.0249	0.0	0.0	2.0	7.0249	0.0	0.0	-2.0	3.51245	0.0	0.0	-4.0	3.51245	0.0	0.0	4.0	2.474736	2.0	0.0	2.0	2.483308	-2.0	0.0	2.0	C1	5
3.426625	4.0	0.0	0.0	5.595655	2.0	1.0	1.0	2.922236	3.0	3.0	2.0	2.502453	5.0	2.0	1.0	2.688066	4.0	3.0	1.0	4.84598	2.0	2.0	0.0	Ia3d	6
3.424975	4.0	0.0	0.0	5.592961	2.0	1.0	1.0	2.920828	3.0	3.0	2.0	2.686771	4.0	3.0	1.0	1.739889	7.0	3.0	2.0	2.501248	5.0	2.0	1.0	Ia3d	6
5.563934	2.0	1.0	1.0	3.4072	4.0	0.0	0.0	2.90567	3.0	3.0	2.0	2.488267	5.0	2.0	1.0	1.730859	7.0	3.0	2.0	2.409254	4.0	4.0	0.0	Ia3d	6
3.4325	4.0	0.0	0.0	5.605249	2.0	1.0	1.0	2.927246	3.0	3.0	2.0	1.743712	7.0	3.0	2.0	1.904008	6.0	4.0	0.0	2.692674	4.0	3.0	1.0	Ia3d	6
3.182805	0.0	0.0	2.0	3.20715	2.0	0.0	-2.0	4.044985	2.0	0.0	-1.0	3.212332	0.0	4.0	0.0	3.232452	2.0	-2.0	0.0	3.138968	2.0	2.0	0.0	C1	5
3.182805	0.0	0.0	2.0	3.20715	2.0	0.0	-2.0	4.044985	2.0	0.0	-1.0	3.212332	0.0	4.0	0.0	3.232452	2.0	-2.0	0.0	3.138968	2.0	2.0	0.0	C1	5
2.696251	4.0	2.0	0.0	1.611318	6.0	4.0	2.0	3.0145	4.0	0.0	0.0	2.461329	4.0	2.0	2.0	0.771934	12.0	8.0	6.0	1.672144	6.0	4.0	0.0	Ia3d	6
2.690213	4.0	2.0	0.0	1.60771	6.0	4.0	2.0	3.00775	4.0	0.0	0.0	2.455818	4.0	2.0	2.0	1.6684	6.0	4.0	0.0	4.253601	2.0	2.0	0.0	Ia3d	6
2.681493	4.0	2.0	0.0	1.602498	6.0	4.0	2.0	2.998	4.0	0.0	0.0	2.447857	4.0	2.0	2.0	1.662991	6.0	4.0	0.0	0.815952	14.0	4.0	2.0	Ia3d	6
2.67313	4.0	2.0	0.0	1.597501	6.0	4.0	2.0	2.440223	4.0	2.0	2.0	2.98865	4.0	0.0	0.0	1.657805	6.0	4.0	0.0	0.813408	14.0	4.0	2.0	Ia3d	6
2.664275	4.0	2.0	0.0	1.592209	6.0	4.0	2.0	2.432139	4.0	2.0	2.0	2.97875	4.0	0.0	0.0	1.652313	6.0	4.0	0.0	0.810713	14.0	4.0	2.0	Ia3d	6
2.635206	4.0	2.0	0.0	1.574837	6.0	4.0	2.0	2.405603	4.0	2.0	2.0	2.94625	4.0	0.0	0.0	1.634285	6.0	4.0	0.0	0.801868	14.0	4.0	2.0	Ia3d	6
2.609268	4.0	2.0	0.0	1.559336	6.0	4.0	2.0	2.91725	4.0	0.0	0.0	2.381925	4.0	2.0	2.0	1.618199	6.0	4.0	0.0	0.793975	14.0	4.0	2.0	Ia3d	6
2.696027	4.0	2.0	0.0	1.611184	6.0	4.0	2.0	0.77187	12.0	8.0	6.0	3.01425	4.0	0.0	0.0	2.461125	4.0	2.0	2.0	1.672005	6.0	4.0	0.0	Ia3d	6
2.702288	4.0	2.0	0.0	1.614926	6.0	4.0	2.0	3.02125	4.0	0.0	0.0	2.46684	4.0	2.0	2.0	0.773663	12.0	8.0	6.0	1.675888	6.0	4.0	0.0	Ia3d	6
2.706984	4.0	2.0	0.0	1.617732	6.0	4.0	2.0	3.0265	4.0	0.0	0.0	2.471127	4.0	2.0	2.0	0.775007	12.0	8.0	6.0	1.6788	6.0	4.0	0.0	Ia3d	6
2.757295	4.0	2.0	0.0	1.647799	6.0	4.0	2.0	2.517055	4.0	2.0	2.0	3.08275	4.0	0.0	0.0	0.770688	16.0	0.0	0.0	1.710002	6.0	4.0	0.0	Ia3d	6
2.696206	4.0	2.0	0.0	1.611291	6.0	4.0	2.0	2.461288	4.0	2.0	2.0	3.01445	4.0	0.0	0.0	0.771922	12.0	8.0	6.0	1.672116	6.0	4.0	0.0	Ia3d	6
2.700007	4.0	2.0	0.0	1.613563	6.0	4.0	2.0	3.0187	4.0	0.0	0.0	2.464758	4.0	2.0	2.0	0.77301	12.0	8.0	6.0	1.674473	6.0	4.0	0.0	Ia3d	6
2.704256	4.0	2.0	0.0	1.616102	6.0	4.0	2.0	3.02345	4.0	0.0	0.0	2.468637	4.0	2.0	2.0	0.774226	12.0	8.0	6.0	1.677108	6.0	4.0	0.0	Ia3d	6
2.708504	4.0	2.0	0.0	1.618641	6.0	4.0	2.0	3.0282	4.0	0.0	0.0	2.472515	4.0	2.0	2.0	0.775443	12.0	8.0	6.0	1.679743	6.0	4.0	0.0	Ia3d	6
2.716666	4.0	2.0	0.0	0.771481	12.0	10.0	2.0	1.623518	6.0	4.0	2.0	0.771481	14.0	6.0	4.0	3.037325	4.0	0.0	0.0	2.479965	4.0	2.0	2.0	Ia3d	6
2.694685	4.0	2.0	0.0	0.771486	12.0	8.0	6.0	1.610383	6.0	4.0	2.0	2.4599	4.0	2.0	2.0	3.01275	4.0	0.0	0.0	0.771486	12.0	10.0	0.0	Ia3d	6
2.695803	4.0	2.0	0.0	1.611051	6.0	4.0	2.0	0.771806	12.0	8.0	6.0	2.460921	4.0	2.0	2.0	3.014	4.0	0.0	0.0	0.771806	12.0	10.0	0.0	Ia3d	6
2.697369	4.0	2.0	0.0	1.611986	6.0	4.0	2.0	2.46235	4.0	2.0	2.0	3.01575	4.0	0.0	0.0	0.772254	12.0	8.0	6.0	1.672837	6.0	4.0	0.0	Ia3d	6
2.698487	4.0	2.0	0.0	1.612654	6.0	4.0	2.0	2.46337	4.0	2.0	2.0	3.017	4.0	0.0	0.0	0.772575	12.0	8.0	6.0	1.67353	6.0	4.0	0.0	Ia3d	6
2.701394	4.0	2.0	0.0	1.614392	6.0	4.0	2.0	2.466024	4.0	2.0	2.0	3.02025	4.0	0.0	0.0	0.773407	12.0	8.0	6.0	1.675333	6.0	4.0	0.0	Ia3d	6
2.759308	4.0	2.0	0.0	1.649002	6.0	4.0	2.0	3.085	4.0	0.0	0.0	2.518892	4.0	2.0	2.0	4.362849	2.0	2.0	0.0	1.71125	6.0	4.0	0.0	Ia3d	6
2.710562	4.0	2.0	0.0	1.61987	6.0	4.0	2.0	3.0305	4.0	0.0	0.0	2.474393	4.0	2.0	2.0	1.681019	6.0	4.0	0.0	0.776032	12.0	8.0	6.0	Ia3d	6
2.710562	4.0	2.0	0.0	1.61987	6.0	4.0	2.0	3.0305	4.0	0.0	0.0	2.474393	4.0	2.0	2.0	1.681019	6.0	4.0	0.0	0.776032	12.0	8.0	6.0	Ia3d	6
2.70676	4.0	2.0	0.0	1.617599	6.0	4.0	2.0	3.02625	4.0	0.0	0.0	2.470923	4.0	2.0	2.0	0.774943	12.0	8.0	6.0	1.678661	6.0	4.0	0.0	Ia3d	6
2.696698	4.0	2.0	0.0	1.611585	6.0	4.0	2.0	3.015	4.0	0.0	0.0	2.461737	4.0	2.0	2.0	0.772062	12.0	8.0	6.0	1.672421	6.0	4.0	0.0	Ia3d	6
0.770654	12.0	8.0	6.0	2.691779	4.0	2.0	0.0	1.608645	6.0	4.0	2.0	3.0095	4.0	0.0	0.0	0.770654	12.0	10.0	0.0	2.457246	4.0	2.0	2.0	Ia3d	6
2.63051	4.0	2.0	0.0	1.572031	6.0	4.0	2.0	2.941	4.0	0.0	0.0	1.631373	6.0	4.0	0.0	2.401316	4.0	2.0	2.0	0.800439	14.0	4.0	2.0	Ia3d	6
2.685518	4.0	2.0	0.0	1.604904	6.0	4.0	2.0	3.0025	4.0	0.0	0.0	2.451531	4.0	2.0	2.0	1.665487	6.0	4.0	0.0	1.310398	8.0	4.0	2.0	Ia3d	6
2.686412	4.0	2.0	0.0	1.605438	6.0	4.0	2.0	3.0035	4.0	0.0	0.0	2.452347	4.0	2.0	2.0	1.666042	6.0	4.0	0.0	1.310835	8.0	4.0	2.0	Ia3d	6
2.684847	4.0	2.0	0.0	1.604503	6.0	4.0	2.0	3.00175	4.0	0.0	0.0	2.450919	4.0	2.0	2.0	1.665071	6.0	4.0	0.0	1.310071	8.0	4.0	2.0	Ia3d	6
2.617899	4.0	2.0	0.0	1.564494	6.0	4.0	2.0	2.389804	4.0	2.0	2.0	2.9269	4.0	0.0	0.0	1.623552	6.0	4.0	0.0	0.796601	14.0	4.0	2.0	Ia3d	6
2.664275	4.0	2.0	0.0	1.592209	6.0	4.0	2.0	2.432139	4.0	2.0	2.0	2.97875	4.0	0.0	0.0	1.652313	6.0	4.0	0.0	0.810713	14.0	4.0	2.0	Ia3d	6
2.672168	4.0	2.0	0.0	1.596926	6.0	4.0	2.0	2.439345	4.0	2.0	2.0	2.987575	4.0	0.0	0.0	1.657208	6.0	4.0	0.0	1.303885	8.0	4.0	2.0	Ia3d	6
2.697659	4.0	2.0	0.0	1.61216	6.0	4.0	2.0	2.462615	4.0	2.0	2.0	3.016075	4.0	0.0	0.0	0.772338	12.0	8.0	6.0	1.673017	6.0	4.0	0.0	Ia3d	6
3.002944	0.0	1.0	2.0	2.107	1.0	1.0	0.0	2.140193	1.0	0.0	4.0	1.724788	2.0	0.0	2.0	1.334639	1.0	2.0	2.0	0.796371	4.0	1.0	0.0	R3m	7
2.997428	0.0	1.0	2.0	2.105	1.0	1.0	0.0	2.134307	1.0	0.0	4.0	1.722645	2.0	0.0	2.0	1.333138	1.0	2.0	2.0	0.795615	4.0	1.0	0.0	R3m	7
2.987499	0.0	1.0	2.0	2.099	1.0	1.0	0.0	2.126225	1.0	0.0	4.0	1.717472	2.0	0.0	2.0	0.793347	4.0	1.0	0.0	1.329216	1.0	2.0	2.0	R3m	7
2.983757	0.0	1.0	2.0	2.098	1.0	1.0	0.0	2.121872	1.0	0.0	4.0	1.716213	2.0	0.0	2.0	0.792969	4.0	1.0	0.0	1.328379	1.0	2.0	2.0	R3m	7
3.061536	0.0	1.0	2.0	2.13435	1.0	1.0	0.0	2.19666	1.0	0.0	4.0	1.750869	2.0	0.0	2.0	1.353672	1.0	2.0	2.0	1.530768	0.0	2.0	4.0	R3m	7
3.11125	1.0	1.0	0.0	2.1541	1.0	0.0	-1.0	2.248935	2.0	1.0	1.0	1.771042	2.0	0.0	0.0	1.368031	2.0	1.0	-1.0	1.415995	3.0	2.0	1.0	R3m	7
3.103101	0.0	1.0	2.0	2.15035	1.0	1.0	0.0	2.240897	1.0	0.0	4.0	1.767455	2.0	0.0	2.0	1.365417	1.0	2.0	2.0	1.411213	1.0	1.0	6.0	R3m	7
3.104196	0.0	1.0	2.0	2.1506	-1.0	-1.0	0.0	2.242265	1.0	0.0	4.0	1.767796	2.0	0.0	2.0	1.365639	1.0	2.0	2.0	1.411999	1.0	1.0	6.0	R3m	7
3.111347	0.0	1.0	2.0	2.1542	1.0	1.0	0.0	2.248968	1.0	0.0	4.0	1.771116	2.0	0.0	2.0	1.368091	1.0	2.0	2.0	1.41602	1.0	1.0	6.0	R3m	7
3.534938	1.0	0.0	1.0	5.62575	0.0	0.0	2.0	2.642398	1.0	0.0	3.0	2.008129	1.0	1.0	2.0	3.104986	1.0	0.0	2.0	0.780614	4.0	1.0	4.0	P6_3mmc	0
0.779232	5.0	3.0	1.0	2.661585	1.0	1.0	1.0	2.305	2.0	0.0	0.0	1.389967	3.0	1.0	1.0	1.629881	2.0	2.0	0.0	1.057607	3.0	3.0	1.0	Fm3m	4
2.525385	1.0	0.0	1.0	0.772241	1.0	1.0	6.0	0.774494	3.0	0.0	4.0	0.790648	3.0	1.0	1.0	2.615	0.0	0.0	2.0	2.883865	1.0	0.0	0.0	P6_3mmc	0
0.779232	5.0	3.0	1.0	2.661585	1.0	1.0	1.0	2.305	2.0	0.0	0.0	1.389967	3.0	1.0	1.0	1.629881	2.0	2.0	0.0	1.057607	3.0	3.0	1.0	Fm3m	4
2.525385	1.0	0.0	1.0	0.772241	1.0	1.0	6.0	0.774494	3.0	0.0	4.0	0.790648	3.0	1.0	1.0	2.615	0.0	0.0	2.0	2.883865	1.0	0.0	0.0	P6_3mmc	0
