peak_1	h_1	k_1	l_1	peak_2	h_2	k_2	l_2	peak_3	h_3	k_3	l_3	peak_4	h_4	k_4	l_4	peak_5	h_5	k_5	l_5	peak_6	h_6	k_6	l_6	space_code
9.948613	0.0	0.0	2.0	2.617909	1.0	3.0	1.0	3.316204	0.0	0.0	6.0	3.25163	1.0	1.0	4.0	2.429027	1.0	3.0	3.0	3.511261	1.0	1.0	-4.0	2
10.058647	0.0	0.0	2.0	2.628982	1.0	3.0	1.0	0.770651	6.0	6.0	-2.0	3.352882	0.0	0.0	6.0	2.441564	1.0	3.0	3.0	2.628709	2.0	0.0	-2.0	2
10.048971	0.0	0.0	2.0	3.349657	0.0	0.0	6.0	2.438534	1.0	3.0	3.0	2.176106	1.0	3.0	5.0	2.626428	1.0	3.0	1.0	2.441699	2.0	0.0	-4.0	2
2.504178	1.0	3.0	1.0	3.170595	0.0	0.0	6.0	1.468658	3.0	3.0	-1.0	2.506373	2.0	0.0	-2.0	3.101539	1.0	1.0	4.0	2.880567	0.0	2.0	5.0	2
2.494744	1.0	3.0	1.0	0.770314	5.0	1.0	14.0	3.155224	0.0	0.0	6.0	1.461566	3.0	3.0	-1.0	3.086135	1.0	1.0	4.0	2.493035	2.0	0.0	-2.0	2
2.937145	7.0	1.0	-4.0	2.936475	5.0	1.0	4.0	3.877585	1.0	1.0	4.0	3.878099	3.0	1.0	-4.0	2.842	2.0	0.0	-8.0	2.9177	0.0	2.0	0.0	2
16.751649	0.0	0.0	2.0	10.219148	2.0	0.0	0.0	5.172814	1.0	1.0	0.0	5.062752	1.0	1.0	1.0	5.163205	1.0	1.0	-1.0	5.583883	0.0	0.0	6.0	2
6.9815	0.0	4.0	0.0	7.979374	0.0	2.0	1.0	3.011918	1.0	1.0	-3.0	2.412972	1.0	9.0	-2.0	2.930586	1.0	1.0	2.0	2.555904	1.0	9.0	0.0	2
5.745113	1.0	1.0	-1.0	2.872557	2.0	2.0	-2.0	2.985634	2.0	2.0	1.0	3.059835	3.0	1.0	0.0	3.917019	1.0	1.0	-2.0	4.960081	1.0	1.0	1.0	2
5.744242	1.0	1.0	-1.0	3.006752	2.0	2.0	1.0	2.872121	2.0	2.0	-2.0	5.009976	1.0	1.0	1.0	3.051148	3.0	1.0	0.0	3.929719	1.0	1.0	-2.0	2
5.752332	1.0	1.0	-1.0	3.01417	2.0	2.0	1.0	2.876166	2.0	2.0	-2.0	5.031549	1.0	1.0	1.0	3.041611	3.0	1.0	0.0	3.945639	1.0	1.0	-2.0	2
5.766404	1.0	1.0	-1.0	2.883202	2.0	2.0	-2.0	2.995889	2.0	2.0	1.0	3.063321	3.0	1.0	0.0	4.98956	1.0	1.0	1.0	3.94707	1.0	1.0	-2.0	2
5.773609	1.0	1.0	-1.0	3.024255	2.0	2.0	1.0	2.886804	2.0	2.0	-2.0	5.059791	1.0	1.0	1.0	3.051049	3.0	1.0	0.0	3.97427	1.0	1.0	-2.0	2
5.789777	1.0	1.0	-1.0	3.029238	2.0	2.0	1.0	2.894889	2.0	2.0	-2.0	5.070731	1.0	1.0	1.0	3.057023	3.0	1.0	0.0	3.246644	0.0	2.0	2.0	2
5.751087	1.0	1.0	-1.0	3.003116	2.0	2.0	1.0	2.875544	2.0	2.0	-2.0	3.063503	3.0	1.0	0.0	3.927143	1.0	1.0	-2.0	4.996619	1.0	1.0	1.0	2
5.753431	1.0	1.0	-1.0	2.876715	2.0	2.0	-2.0	2.991475	2.0	2.0	1.0	3.061363	3.0	1.0	0.0	3.924889	1.0	1.0	-2.0	4.971838	1.0	1.0	1.0	2
5.767972	1.0	1.0	-1.0	2.883986	2.0	2.0	-2.0	2.996447	2.0	2.0	1.0	3.064389	3.0	1.0	0.0	3.937626	1.0	1.0	-2.0	4.981934	1.0	1.0	1.0	2
5.744073	1.0	1.0	-1.0	4.099196	0.0	2.0	1.0	2.872037	2.0	2.0	-2.0	3.059393	3.0	1.0	0.0	3.917148	1.0	1.0	-2.0	4.960514	1.0	1.0	1.0	2
2.563662	3.0	3.0	-2.0	4.847852	0.0	2.0	1.0	2.830325	1.0	3.0	2.0	5.69415	2.0	0.0	0.0	2.576268	1.0	1.0	4.0	2.969016	2.0	0.0	-4.0	2
4.854518	0.0	2.0	1.0	2.564148	3.0	3.0	-2.0	5.679524	2.0	0.0	0.0	2.831876	1.0	3.0	2.0	2.573121	1.0	1.0	4.0	3.940256	0.0	2.0	2.0	2
2.558293	3.0	3.0	-2.0	4.828081	0.0	2.0	1.0	2.820091	1.0	3.0	2.0	5.688836	2.0	0.0	0.0	2.572865	1.0	1.0	4.0	2.971886	2.0	0.0	-4.0	2
9.861868	0.0	0.0	2.0	4.367237	1.0	1.0	-1.0	3.287289	0.0	0.0	6.0	3.287554	0.0	2.0	4.0	4.392874	1.0	1.0	0.0	2.506725	1.0	3.0	1.0	2
3.426598	1.0	1.0	-2.0	2.685043	2.0	4.0	0.0	2.785878	4.0	0.0	-2.0	2.665635	4.0	0.0	0.0	3.208095	0.0	0.0	2.0	3.417271	3.0	1.0	0.0	2
3.07929	5.0	1.0	-3.0	3.080221	1.0	1.0	3.0	11.725362	2.0	0.0	0.0	3.316895	3.0	1.0	-3.0	3.11565	8.0	0.0	-2.0	2.045661	11.0	1.0	-1.0	2
0.771895	12.0	6.0	9.0	0.78996	12.0	6.0	8.0	0.804399	6.0	12.0	-13.0	0.827523	6.0	12.0	-12.0	0.995747	6.0	12.0	-1.0	0.866037	12.0	6.0	3.0	2
5.782195	3.0	1.0	0.0	4.978808	3.0	1.0	-2.0	6.750511	2.0	0.0	-2.0	5.82134	3.0	1.0	-1.0	6.662343	1.0	1.0	1.0	5.239565	4.0	0.0	-2.0	2
9.707998	1.0	1.0	0.0	6.075214	0.0	0.0	4.0	7.756373	2.0	0.0	-2.0	7.439512	1.0	1.0	2.0	5.287962	3.0	1.0	1.0	6.099724	1.0	1.0	3.0	2
2.939005	2.0	2.0	3.0	2.861508	0.0	0.0	8.0	2.941049	4.0	0.0	-2.0	1.806921	6.0	2.0	1.0	11.446033	0.0	0.0	2.0	1.769661	2.0	2.0	11.0	2
6.327903	1.0	1.0	-1.0	2.902883	0.0	4.0	2.0	3.453769	1.0	3.0	1.0	2.87895	1.0	5.0	-1.0	3.439159	1.0	3.0	-2.0	3.471129	2.0	0.0	0.0	2
7.76125	2.0	0.0	0.0	6.132846	1.0	1.0	0.0	2.522318	2.0	2.0	-2.0	3.358201	3.0	1.0	1.0	3.419804	1.0	1.0	-2.0	3.94024	3.0	1.0	-1.0	2
2.993963	2.0	2.0	-1.0	2.530402	2.0	2.0	1.0	2.526768	0.0	0.0	2.0	2.971798	3.0	1.0	0.0	2.568731	1.0	3.0	-1.0	2.13787	3.0	3.0	-1.0	2
2.995596	2.0	2.0	-1.0	2.525413	2.0	2.0	1.0	2.524191	0.0	0.0	2.0	2.965976	3.0	1.0	0.0	2.569831	1.0	3.0	-1.0	2.138341	3.0	3.0	-1.0	2
3.003035	2.0	2.0	-1.0	2.574611	1.0	3.0	-1.0	2.515672	0.0	0.0	2.0	2.953065	3.0	1.0	0.0	2.512143	2.0	2.0	1.0	2.141987	3.0	3.0	-1.0	2
3.015709	2.0	2.0	-1.0	2.580953	1.0	3.0	-1.0	2.929794	3.0	1.0	0.0	2.503581	0.0	0.0	2.0	2.488255	2.0	2.0	1.0	2.147292	3.0	3.0	-1.0	2
12.09795	0.0	2.0	0.0	5.198963	1.0	1.0	1.0	2.66165	2.0	0.0	2.0	9.392331	1.0	1.0	0.0	2.914471	1.0	7.0	-1.0	3.162232	2.0	6.0	0.0	2
6.142705	1.0	1.0	-1.0	7.411039	1.0	1.0	0.0	3.853274	1.0	1.0	-2.0	3.173771	1.0	1.0	2.0	4.774586	2.0	0.0	0.0	3.697574	2.0	2.0	-1.0	2
3.454405	3.0	3.0	3.0	3.454409	3.0	3.0	-4.0	2.117968	0.0	6.0	7.0	2.111479	6.0	6.0	-1.0	2.116719	6.0	0.0	6.0	2.116722	6.0	0.0	-8.0	2
2.98087	2.0	2.0	-1.0	2.507814	2.0	2.0	1.0	2.514366	0.0	0.0	2.0	2.944832	3.0	1.0	0.0	2.554983	1.0	3.0	-1.0	6.447289	1.0	1.0	0.0	2
3.293402	1.0	1.0	-2.0	2.752373	2.0	4.0	0.0	2.80557	3.0	3.0	0.0	6.30195	0.0	2.0	0.0	2.648554	1.0	3.0	-2.0	3.611127	3.0	1.0	0.0	2
3.166918	3.0	1.0	-2.0	3.085435	1.0	1.0	2.0	5.066142	1.0	1.0	0.0	3.071104	4.0	0.0	-2.0	2.496716	2.0	0.0	-4.0	4.832083	1.0	1.0	-1.0	2
3.059869	2.0	2.0	-1.0	2.603782	2.0	2.0	1.0	2.623585	0.0	0.0	2.0	3.074122	3.0	1.0	0.0	0.770826	7.0	5.0	4.0	2.604573	1.0	3.0	-1.0	2
6.281315	1.0	1.0	0.0	3.480524	3.0	1.0	2.0	4.090862	1.0	1.0	-3.0	3.386864	1.0	1.0	-4.0	3.558068	2.0	0.0	-4.0	5.888632	1.0	1.0	-1.0	2
3.062601	2.0	2.0	-1.0	3.126284	1.0	1.0	2.0	2.779558	2.0	2.0	1.0	3.907511	0.0	0.0	2.0	3.029597	0.0	2.0	2.0	1.989552	4.0	0.0	-2.0	2
2.737759	2.0	4.0	0.0	6.2735	0.0	2.0	0.0	8.363089	1.0	1.0	0.0	2.804642	4.0	0.0	0.0	0.770948	16.0	2.0	-4.0	2.870381	2.0	2.0	-2.0	2
3.701359	1.0	1.0	-4.0	2.739211	5.0	1.0	-2.0	0.770621	19.0	3.0	-4.0	2.870404	3.0	1.0	4.0	2.877129	1.0	1.0	6.0	3.274062	3.0	1.0	-4.0	2
5.381231	0.0	0.0	2.0	2.762264	4.0	2.0	-1.0	3.687519	0.0	2.0	1.0	3.418635	4.0	0.0	-2.0	4.187747	2.0	0.0	2.0	3.02953	2.0	2.0	-2.0	2
0.771513	18.0	2.0	-8.0	0.770946	13.0	1.0	-12.0	0.77152	14.0	4.0	-10.0	0.774708	15.0	3.0	-10.0	0.783756	16.0	0.0	-10.0	0.782274	17.0	3.0	-8.0	2
4.450186	0.0	0.0	4.0	8.900372	0.0	0.0	2.0	0.788698	6.0	6.0	-2.0	2.304574	3.0	1.0	3.0	3.083327	1.0	1.0	4.0	2.482864	0.0	2.0	3.0	2
9.917611	0.0	0.0	2.0	2.583672	1.0	3.0	1.0	4.494897	1.0	1.0	-1.0	3.210189	1.0	1.0	4.0	2.990552	0.0	2.0	5.0	3.49278	1.0	1.0	-4.0	2
3.240275	1.0	1.0	1.0	2.877145	3.0	1.0	-1.0	2.917885	4.0	0.0	0.0	2.638863	2.0	0.0	-2.0	1.861811	4.0	2.0	0.0	1.782761	2.0	2.0	-2.0	2
3.240866	1.0	1.0	1.0	2.876205	3.0	1.0	-1.0	2.917447	4.0	0.0	0.0	2.638894	2.0	0.0	-2.0	1.861514	4.0	2.0	0.0	1.78261	2.0	2.0	-2.0	2
14.13928	0.0	0.0	2.0	4.713093	0.0	0.0	6.0	7.06964	0.0	0.0	4.0	2.429837	1.0	3.0	4.0	2.531846	1.0	3.0	-4.0	1.995961	1.0	3.0	-10.0	2
3.013556	2.0	2.0	-1.0	2.5923	1.0	3.0	-1.0	2.952044	3.0	1.0	0.0	2.511811	0.0	0.0	2.0	2.517159	2.0	2.0	1.0	2.151075	3.0	3.0	-1.0	2
3.103756	2.0	2.0	-1.0	2.640838	1.0	3.0	-1.0	2.941943	3.0	1.0	0.0	2.504838	0.0	0.0	2.0	2.203527	3.0	3.0	-1.0	3.269451	2.0	2.0	0.0	2
2.541167	1.0	3.0	-1.0	2.912716	2.0	2.0	-1.0	2.929488	3.0	1.0	0.0	2.519136	2.0	2.0	1.0	2.439724	0.0	0.0	2.0	2.096121	3.0	3.0	-1.0	2
3.034132	2.0	2.0	-1.0	2.606692	1.0	3.0	-1.0	2.924614	3.0	1.0	0.0	2.489818	0.0	0.0	2.0	2.162312	3.0	3.0	-1.0	0.770333	1.0	5.0	-6.0	2
3.072471	2.0	2.0	-1.0	3.234198	2.0	2.0	0.0	2.919547	3.0	1.0	0.0	2.60976	1.0	3.0	-1.0	2.501606	0.0	0.0	2.0	2.178944	3.0	3.0	-1.0	2
3.076939	2.0	2.0	-1.0	3.237881	2.0	2.0	0.0	2.92322	3.0	1.0	0.0	2.61228	1.0	3.0	-1.0	2.500947	0.0	0.0	2.0	2.182234	3.0	3.0	-1.0	2
3.076047	2.0	2.0	-1.0	2.927125	3.0	1.0	0.0	3.361467	0.0	2.0	1.0	3.241051	2.0	2.0	0.0	2.50759	0.0	0.0	2.0	1.396237	5.0	3.0	1.0	2
8.807674	1.0	1.0	0.0	3.082617	3.0	1.0	0.0	2.638722	2.0	8.0	-1.0	2.505541	0.0	0.0	2.0	13.62	0.0	2.0	0.0	4.036128	0.0	4.0	1.0	2
0.770387	4.0	10.0	2.0	3.001687	2.0	2.0	-1.0	2.528032	2.0	2.0	1.0	2.557751	0.0	0.0	2.0	2.961136	3.0	1.0	0.0	2.9093	3.0	1.0	-1.0	2
2.592754	1.0	3.0	-1.0	3.017705	3.0	1.0	0.0	2.97286	2.0	2.0	-1.0	2.611511	2.0	2.0	1.0	2.547502	0.0	0.0	2.0	0.770908	7.0	5.0	4.0	2
3.004117	3.0	1.0	0.0	2.576435	1.0	3.0	-1.0	2.602128	2.0	2.0	1.0	2.952612	2.0	2.0	-1.0	2.536355	0.0	0.0	2.0	3.290913	2.0	2.0	0.0	2
2.58768	2.0	2.0	1.0	2.548939	1.0	3.0	-1.0	2.979623	3.0	1.0	0.0	2.917621	2.0	2.0	-1.0	2.521075	0.0	0.0	2.0	2.794321	3.0	1.0	-1.0	2
2.576563	2.0	2.0	1.0	2.528452	1.0	3.0	-1.0	2.965472	3.0	1.0	0.0	2.894553	2.0	2.0	-1.0	2.509841	0.0	0.0	2.0	2.774124	3.0	1.0	-1.0	2
2.571749	2.0	2.0	1.0	2.96068	3.0	1.0	0.0	2.520192	1.0	3.0	-1.0	2.885389	2.0	2.0	-1.0	2.503371	0.0	0.0	2.0	2.76647	3.0	1.0	-1.0	2
2.387882	1.0	3.0	-1.0	2.86554	3.0	1.0	0.0	2.467071	2.0	2.0	1.0	2.387975	0.0	0.0	2.0	1.400056	1.0	3.0	-3.0	1.400052	5.0	3.0	1.0	2
7.094	0.0	2.0	0.0	3.103609	2.0	2.0	-4.0	3.103377	2.0	2.0	2.0	3.547	0.0	4.0	0.0	3.451129	2.0	0.0	2.0	3.451447	2.0	0.0	-4.0	2
3.396609	1.0	1.0	-2.0	3.056543	2.0	0.0	0.0	2.509557	0.0	2.0	2.0	4.817483	1.0	1.0	-1.0	4.759933	1.0	1.0	0.0	3.300009	0.0	2.0	1.0	2
4.742866	2.0	0.0	-2.0	4.648887	2.0	0.0	0.0	2.943113	4.0	0.0	-2.0	2.641656	1.0	1.0	-3.0	3.892431	0.0	0.0	2.0	3.555282	1.0	1.0	1.0	2
3.0923	0.0	4.0	0.0	3.103271	2.0	0.0	-2.0	3.095563	0.0	0.0	2.0	3.090334	2.0	2.0	-1.0	3.420122	1.0	1.0	1.0	3.426095	1.0	3.0	0.0	2
3.0923	0.0	4.0	0.0	3.103271	2.0	0.0	-2.0	3.095563	0.0	0.0	2.0	3.090334	2.0	2.0	-1.0	3.420122	1.0	1.0	1.0	3.426095	1.0	3.0	0.0	2
3.0765	0.0	4.0	0.0	3.085681	2.0	0.0	-2.0	3.064615	2.0	2.0	-1.0	3.077737	0.0	0.0	2.0	3.388914	1.0	1.0	1.0	3.402054	1.0	3.0	0.0	2
3.06975	0.0	4.0	0.0	3.078005	2.0	0.0	-2.0	3.053547	2.0	2.0	-1.0	3.070036	0.0	0.0	2.0	3.375557	1.0	1.0	1.0	3.391759	1.0	3.0	0.0	2
3.065	0.0	4.0	0.0	3.07252	2.0	0.0	-2.0	3.045968	2.0	2.0	-1.0	3.064579	0.0	0.0	2.0	3.366488	1.0	1.0	1.0	0.771123	4.0	2.0	5.0	2
3.0615	0.0	4.0	0.0	3.067703	2.0	0.0	-2.0	3.03945	2.0	2.0	-1.0	3.060085	0.0	0.0	2.0	3.358843	1.0	1.0	1.0	3.378994	1.0	3.0	0.0	2
3.05825	0.0	4.0	0.0	3.063674	2.0	0.0	-2.0	0.770317	1.0	5.0	-8.0	3.033842	2.0	2.0	-1.0	3.056023	0.0	0.0	2.0	3.352019	1.0	1.0	1.0	2
3.104537	2.0	0.0	-2.0	3.09275	0.0	4.0	0.0	3.096167	0.0	0.0	2.0	3.091881	2.0	2.0	-1.0	3.421444	1.0	1.0	1.0	3.427093	1.0	3.0	0.0	2
3.093075	0.0	4.0	0.0	3.103614	2.0	0.0	-2.0	3.09644	0.0	0.0	2.0	3.090856	2.0	2.0	-1.0	3.421175	1.0	1.0	1.0	3.426945	1.0	3.0	0.0	2
3.093075	0.0	4.0	0.0	3.103614	2.0	0.0	-2.0	3.09644	0.0	0.0	2.0	3.090856	2.0	2.0	-1.0	3.421175	1.0	1.0	1.0	3.426945	1.0	3.0	0.0	2
3.076225	0.0	4.0	0.0	3.085254	2.0	0.0	-2.0	3.063686	2.0	2.0	-1.0	3.07742	0.0	0.0	2.0	3.387832	1.0	1.0	1.0	3.401345	1.0	3.0	0.0	2
3.072675	0.0	4.0	0.0	3.080662	2.0	0.0	-2.0	3.057335	2.0	2.0	-1.0	3.072659	0.0	0.0	2.0	3.379931	1.0	1.0	1.0	3.395634	1.0	3.0	0.0	2
3.065375	0.0	4.0	0.0	3.072614	2.0	0.0	-2.0	3.045718	2.0	2.0	-1.0	3.064606	0.0	0.0	2.0	3.365992	1.0	1.0	1.0	0.771011	4.0	2.0	5.0	2
3.06155	0.0	4.0	0.0	3.067688	2.0	0.0	-2.0	3.039223	2.0	2.0	-1.0	3.059875	0.0	0.0	2.0	3.358331	1.0	1.0	1.0	3.378837	1.0	3.0	0.0	2
3.057775	0.0	4.0	0.0	3.062742	2.0	0.0	-2.0	3.032565	2.0	2.0	-1.0	3.055359	0.0	0.0	2.0	3.350672	1.0	1.0	1.0	3.372933	1.0	3.0	0.0	2
3.04965	0.0	4.0	0.0	3.05278	2.0	0.0	-2.0	3.019225	2.0	2.0	-1.0	3.046183	0.0	0.0	2.0	3.33539	1.0	1.0	1.0	0.770365	9.0	1.0	-5.0	2
3.047725	0.0	4.0	0.0	3.051012	2.0	0.0	-2.0	3.016411	2.0	2.0	-1.0	3.043943	0.0	0.0	2.0	3.331592	1.0	1.0	1.0	3.357909	1.0	3.0	0.0	2
3.04025	0.0	4.0	0.0	3.041064	2.0	0.0	-2.0	3.003816	2.0	2.0	-1.0	3.034916	0.0	0.0	2.0	3.317292	1.0	1.0	1.0	3.346645	1.0	3.0	0.0	2
3.034425	0.0	4.0	0.0	3.033828	2.0	0.0	-2.0	2.994393	2.0	2.0	-1.0	3.028078	0.0	0.0	2.0	3.306367	1.0	1.0	1.0	3.337992	1.0	3.0	0.0	2
3.082	0.0	4.0	0.0	3.106433	2.0	0.0	-2.0	3.106866	0.0	0.0	2.0	3.099947	2.0	2.0	-1.0	3.44417	1.0	1.0	1.0	3.427299	1.0	3.0	0.0	2
3.0925	0.0	4.0	0.0	3.080084	2.0	0.0	0.0	3.103509	2.0	0.0	-2.0	3.421018	1.0	1.0	1.0	3.445069	1.0	1.0	-2.0	2.706279	1.0	3.0	-2.0	2
6.411326	0.0	0.0	2.0	2.519422	1.0	3.0	2.0	2.923487	1.0	3.0	0.0	3.205663	0.0	0.0	4.0	2.519308	2.0	0.0	-4.0	1.707768	3.0	3.0	-2.0	2
3.7614	0.0	2.0	0.0	3.210531	2.0	0.0	0.0	3.352784	2.0	0.0	-2.0	3.084265	0.0	0.0	2.0	1.8807	0.0	4.0	0.0	1.853294	2.0	0.0	-4.0	2
3.458004	2.0	2.0	0.0	3.725	0.0	2.0	0.0	3.661331	2.0	0.0	-8.0	2.907376	4.0	2.0	0.0	9.301351	2.0	0.0	0.0	3.46713	5.0	1.0	-4.0	2
5.285873	2.0	0.0	0.0	3.178094	1.0	1.0	-3.0	3.942526	1.0	1.0	-2.0	4.624022	1.0	1.0	-1.0	3.128566	3.0	1.0	-1.0	3.985597	1.0	1.0	1.0	2
3.473778	4.0	0.0	0.0	7.316377	1.0	1.0	0.0	6.947557	2.0	0.0	0.0	3.9073	2.0	0.0	2.0	2.160781	1.0	3.0	-3.0	3.949852	0.0	2.0	1.0	2
2.381988	1.0	1.0	-2.0	2.099629	0.0	2.0	2.0	3.165544	1.0	1.0	0.0	2.007214	1.0	1.0	2.0	1.744472	1.0	3.0	0.0	3.01632	1.0	1.0	-1.0	2
2.381988	1.0	1.0	-2.0	2.099629	0.0	2.0	2.0	3.165544	1.0	1.0	0.0	2.007214	1.0	1.0	2.0	1.744472	1.0	3.0	0.0	3.01632	1.0	1.0	-1.0	2
3.548087	0.0	2.0	2.0	2.994088	2.0	2.0	0.0	3.276231	2.0	0.0	-2.0	3.260692	2.0	0.0	2.0	2.646814	2.0	2.0	2.0	2.851464	0.0	0.0	4.0	2
4.130258	2.0	0.0	-4.0	3.630962	2.0	2.0	-2.0	4.916992	4.0	0.0	0.0	4.049082	0.0	2.0	1.0	3.737735	4.0	0.0	2.0	3.707051	0.0	2.0	2.0	2
3.864365	1.0	1.0	-3.0	4.055318	5.0	1.0	1.0	2.866811	6.0	2.0	-2.0	4.126	0.0	2.0	0.0	3.986181	6.0	0.0	-2.0	6.586375	1.0	1.0	1.0	2
3.759684	1.0	1.0	-3.0	3.874352	5.0	1.0	1.0	6.300417	1.0	1.0	1.0	2.724572	6.0	2.0	-2.0	6.330034	4.0	0.0	0.0	6.083601	2.0	0.0	-2.0	2
3.099882	3.0	1.0	-2.0	3.261993	1.0	1.0	-2.0	4.639915	1.0	1.0	-1.0	0.771202	17.0	3.0	-2.0	2.747787	2.0	0.0	2.0	3.504196	3.0	1.0	0.0	2
2.793973	1.0	3.0	-1.0	2.759022	2.0	0.0	-2.0	4.682196	1.0	1.0	1.0	4.798692	1.0	1.0	-1.0	2.974016	2.0	2.0	1.0	2.341098	2.0	2.0	2.0	2
15.830173	2.0	0.0	0.0	7.495074	2.0	0.0	2.0	5.646209	4.0	0.0	2.0	7.057596	1.0	1.0	-2.0	4.347179	6.0	0.0	2.0	4.632102	4.0	2.0	0.0	2
2.914364	0.0	2.0	2.0	6.048328	1.0	1.0	-1.0	3.347399	3.0	1.0	0.0	4.100924	1.0	1.0	-2.0	3.451607	3.0	1.0	-2.0	2.75783	4.0	0.0	0.0	2
3.152869	2.0	0.0	-2.0	2.955853	0.0	2.0	2.0	2.929267	1.0	1.0	2.0	2.535094	2.0	2.0	0.0	2.496551	1.0	3.0	0.0	2.049438	1.0	3.0	2.0	2
3.770345	2.0	0.0	0.0	3.250169	0.0	2.0	2.0	3.256616	0.0	0.0	4.0	6.513232	0.0	0.0	2.0	4.912513	1.0	1.0	1.0	4.934568	1.0	1.0	-1.0	2
3.039321	2.0	2.0	-1.0	2.563688	2.0	2.0	1.0	2.619342	0.0	0.0	2.0	2.98888	3.0	1.0	0.0	2.599949	1.0	3.0	-1.0	1.676322	2.0	2.0	-3.0	2
10.761949	0.0	0.0	2.0	3.550611	2.0	2.0	3.0	2.897376	0.0	4.0	4.0	3.097883	2.0	2.0	-5.0	2.76542	2.0	4.0	2.0	3.724749	2.0	2.0	-3.0	2
9.652907	4.0	0.0	0.0	5.836921	4.0	0.0	2.0	3.122595	6.0	2.0	-1.0	8.101415	0.0	0.0	2.0	4.050707	0.0	0.0	4.0	4.826454	8.0	0.0	0.0	2
2.993072	2.0	2.0	-1.0	2.51807	2.0	2.0	1.0	2.531431	0.0	0.0	2.0	2.896564	3.0	1.0	-1.0	2.952181	3.0	1.0	0.0	2.565859	1.0	3.0	-1.0	2
2.994323	2.0	2.0	-1.0	2.519482	2.0	2.0	1.0	2.53476	0.0	0.0	2.0	2.898653	3.0	1.0	-1.0	2.566122	1.0	3.0	-1.0	2.953879	3.0	1.0	0.0	2
0.770343	4.0	10.0	2.0	2.996382	2.0	2.0	-1.0	2.522104	2.0	2.0	1.0	2.541016	0.0	0.0	2.0	2.901395	3.0	1.0	-1.0	2.955997	3.0	1.0	0.0	2
2.998954	2.0	2.0	-1.0	0.770445	4.0	10.0	2.0	2.525093	2.0	2.0	1.0	2.548301	0.0	0.0	2.0	2.95904	3.0	1.0	0.0	2.567792	1.0	3.0	-1.0	2
3.001278	2.0	2.0	-1.0	2.529355	2.0	2.0	1.0	2.559464	0.0	0.0	2.0	2.567415	1.0	3.0	-1.0	2.963299	3.0	1.0	0.0	2.910189	3.0	1.0	-1.0	2
2.983752	2.0	2.0	-1.0	2.517823	2.0	2.0	1.0	2.528413	0.0	0.0	2.0	2.888443	3.0	1.0	-1.0	2.951187	3.0	1.0	0.0	3.228703	2.0	2.0	0.0	2
3.004274	2.0	2.0	-1.0	2.532242	0.0	0.0	2.0	2.524214	2.0	2.0	1.0	2.903341	3.0	1.0	-1.0	2.95841	3.0	1.0	0.0	3.246441	2.0	2.0	0.0	2
3.015546	2.0	2.0	-1.0	0.770327	9.0	3.0	3.0	2.534847	0.0	0.0	2.0	2.530671	2.0	2.0	1.0	2.911377	3.0	1.0	-1.0	2.965605	3.0	1.0	0.0	2
3.020183	2.0	2.0	-1.0	2.537731	0.0	0.0	2.0	2.534105	2.0	2.0	1.0	2.914169	3.0	1.0	-1.0	2.968238	3.0	1.0	0.0	3.26412	2.0	2.0	0.0	2
3.026785	2.0	2.0	-1.0	2.540388	0.0	0.0	2.0	2.539504	2.0	2.0	1.0	2.918839	3.0	1.0	-1.0	3.272646	2.0	2.0	0.0	2.973918	3.0	1.0	0.0	2
3.016088	2.0	2.0	-1.0	2.967256	3.0	1.0	0.0	2.531784	2.0	2.0	1.0	2.535581	0.0	0.0	2.0	0.770785	9.0	3.0	3.0	2.590669	1.0	3.0	-1.0	2
3.001185	2.0	2.0	-1.0	2.527272	0.0	0.0	2.0	2.508841	2.0	2.0	1.0	2.904963	3.0	1.0	-1.0	2.569596	1.0	3.0	-1.0	2.945678	3.0	1.0	0.0	2
2.989507	2.0	2.0	-1.0	2.515309	2.0	2.0	1.0	2.525842	0.0	0.0	2.0	2.892317	3.0	1.0	-1.0	2.949131	3.0	1.0	0.0	3.231028	2.0	2.0	0.0	2
2.964527	2.0	2.0	-1.0	2.503093	2.0	2.0	1.0	2.512728	0.0	0.0	2.0	2.868937	3.0	1.0	-1.0	2.932776	3.0	1.0	0.0	2.543064	1.0	3.0	-1.0	2
2.954227	2.0	2.0	-1.0	2.497055	2.0	2.0	1.0	2.506813	0.0	0.0	2.0	2.860051	3.0	1.0	-1.0	2.925832	3.0	1.0	0.0	2.533806	1.0	3.0	-1.0	2
2.944472	2.0	2.0	-1.0	2.492403	2.0	2.0	1.0	2.501947	0.0	0.0	2.0	2.850747	3.0	1.0	-1.0	2.919299	3.0	1.0	0.0	2.52584	1.0	3.0	-1.0	2
2.937825	2.0	2.0	-1.0	2.488304	2.0	2.0	1.0	2.497627	0.0	0.0	2.0	2.844599	3.0	1.0	-1.0	0.774408	3.0	5.0	-6.0	2.914331	3.0	1.0	0.0	2
2.981004	2.0	2.0	-1.0	2.509039	2.0	2.0	1.0	2.515057	0.0	0.0	2.0	2.555406	1.0	3.0	-1.0	2.945943	3.0	1.0	0.0	6.44933	1.0	1.0	0.0	2
2.982305	2.0	2.0	-1.0	2.510171	2.0	2.0	1.0	2.516502	0.0	0.0	2.0	2.946541	3.0	1.0	0.0	2.556873	1.0	3.0	-1.0	2.127268	3.0	3.0	-1.0	2
