   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
  11    7    1   0.781131    62.691355     1.151729      62.7019  160.89231    3.25068    4
  12    4    0   0.781000    25.683677     3.903927      25.9787  161.00628    0.56151    4
  11    7   -4   0.780454   -17.582930     2.048665      17.7019  161.49189    0.26785    4
   3   19    3   0.780412    10.404636     1.026837      10.4552  161.52948    0.09363    4
   5    7    5   0.780280   -20.881613    -3.413495      21.1588  161.64910    0.38608    4
   6   14   -5   0.780263   -35.588591    -3.369710      35.7478  161.66501    1.10304    4
   7   19    0   0.779489   -30.473887    -2.893869       30.611  162.38416    0.84314    4
   9   15   -3   0.779175   -15.002968    -2.246511      15.1702  162.68412    0.21080    4
   4   10    5   0.779162   -23.086453    -1.847321      23.1602  162.69683    0.49169    4
  10   14   -2   0.778592     5.951113     2.519572      6.46251  163.25698    0.03961    4
   6   20   -2   0.778496   -81.176443    -6.877282      81.4672  163.35405    6.33254    4
   9   13   -4   0.778450   -10.181209    -2.891183      10.5838  163.40031    0.10719    4
   8    0    4   0.778130    23.490730     3.982859       23.826  163.72586    0.27722    2
   7   13   -5   0.778124    -0.386607     1.117874      1.18284  163.73218    0.00137    4
  10    6   -5   0.777994    71.820557     8.064988       72.272  163.86678    5.14734    4
   8   18   -1   0.777684   -54.567872    -5.118244      54.8074  164.19220    3.02305    4
   7   19   -2   0.777676     8.179104     0.018616      8.17913  164.20113    0.06736    4
   4   22   -1   0.777460     2.448419    -1.982844      3.15062  164.43231    0.01015    4
   2    6    6   0.776920   -13.787524    -1.951012      13.9249  165.02613    0.20633    4
   1   23   -1   0.776715    25.349561     3.347948      25.5697  165.25791    0.70696    4
   4   22    0   0.776692    53.555057     7.450084      54.0708  165.28414    3.16711    4
   3   11   -6   0.776045   148.788693    11.514076      149.234  166.04364   25.47208    4
   5   17    3   0.776000    45.279772     6.163323      45.6973  166.09860    2.39810    4
  10    8    2   0.775885    28.061012     2.108945      28.1401  166.23806    0.91880    4
   5   15   -5   0.775749    18.124792     0.032144      18.1248  166.40496    0.38595    4
   8    2    4   0.775263   -21.505779    -3.039628      21.7195  167.02204    0.58117    4
   3   21    2   0.775172    35.063906     4.293224      35.3258  167.14136    1.55196    4
   6    0    5   0.774759     1.801138    -1.856591       2.5867  167.69445    0.00435    2
   6   18    2   0.774583     6.020796     3.033554      6.74184  167.93866    0.06034    4
   3    1    6   0.774482   -32.327823    -0.161510      32.3282  168.08078    1.40422    4
   9    7    3   0.773954    45.544253     1.044403      45.5562  168.85556    2.98564    4
  12    6   -3   0.773547   115.071230    10.083036      115.512  169.49115   20.37382    4
   1   21   -3   0.772964   -31.908572    -3.390306      32.0882  170.47763    1.73722    4
   5   21   -2   0.772727    18.395647     2.138430      18.5195  170.90945    0.60645    4
   2   20    3   0.772697     5.740553     1.997340       6.0781  170.96419    0.06572    4
   6    2    5   0.771929    14.295384     3.176129       14.644  172.54611    0.46323    4
   1   23    1   0.771894     3.547803     2.821304      4.53284  172.62667    0.04487    4
   2   16   -5   0.771422    25.385781     5.235265        25.92  173.80894    1.74921    4
   0   10    6   0.770661    18.519783     2.434410      18.6791  176.47576    1.59843    4
   8   18   -2   0.770329    40.537937     4.696082       40.809  178.94527   25.51110    4
   1   19   -4   0.770043   -42.761769    -2.903137      42.8602   -1.#IND0   -1.#IND0    4
  10   12    1   0.769857    20.849370     3.035432      21.0692   -1.#IND0   -1.#IND0    4
   8   12   -5   0.769495    14.194747     1.873056      14.3178   -1.#IND0   -1.#IND0    4
  12    8   -2   0.769198   -10.842574    -1.117847         10.9   -1.#IND0   -1.#IND0    4
   3    3    6   0.768858    27.757848     2.035220      27.8324   -1.#IND0   -1.#IND0    4
   3   19   -4   0.768841    14.516035    -0.071874      14.5162   -1.#IND0   -1.#IND0    4
   7    9    4   0.768733   -30.384666    -4.110788      30.6615   -1.#IND0   -1.#IND0    4
   8    6   -6   0.767808    -5.453712    -1.295973      5.60558   -1.#IND0   -1.#IND0    4
   1   11   -6   0.767706    -0.473105     3.754105       3.7838   -1.#IND0   -1.#IND0    4
   8   18    0   0.767355    -0.465572     2.822717      2.86085   -1.#IND0   -1.#IND0    4
   1    9    6   0.767201   -24.977604    -5.089658      25.4909   -1.#IND0   -1.#IND0    4
   3   21   -3   0.767019    20.055579     0.118637      20.0559   -1.#IND0   -1.#IND0    4
   6   12    4   0.767003    61.982665     4.916963      62.1774   -1.#IND0   -1.#IND0    4
  12    8   -1   0.766974   -23.436016    -1.383418      23.4768   -1.#IND0   -1.#IND0    4
   8    4    4   0.766848    35.789937     4.252143      36.0416   -1.#IND0   -1.#IND0    4
  12    6    0   0.766820    -6.935878    -1.829643      7.17314   -1.#IND0   -1.#IND0    4
  10   14    0   0.766011    -3.863160     1.149293      4.03049   -1.#IND0   -1.#IND0    4
  12    0   -4   0.765996    47.940965     8.134023      48.6261   -1.#IND0   -1.#IND0    2
   2   14    5   0.765943    24.070063    -1.055909      24.0932   -1.#IND0   -1.#IND0    4
  11   11    0   0.765459    82.330633     9.635476      82.8926   -1.#IND0   -1.#IND0    4
   6   10   -6   0.765286    33.660143     3.156035      33.8078   -1.#IND0   -1.#IND0    4
   1   15    5   0.765120    10.053689    -0.781882       10.084   -1.#IND0   -1.#IND0    4
  11   11   -3   0.765077    12.803427    -1.831115      12.9337   -1.#IND0   -1.#IND0    4
   4   16   -5   0.764921    54.835594     6.901745      55.2682   -1.#IND0   -1.#IND0    4
   6   16    3   0.764200    58.358434     7.220023      58.8034   -1.#IND0   -1.#IND0    4
   5   11   -6   0.764151     6.775919     4.616549      8.19912   -1.#IND0   -1.#IND0    4
   9    1   -6   0.763687     2.005523     1.902139       2.7641   -1.#IND0   -1.#IND0    4
   9   15    1   0.763635    10.320299    -0.107306      10.3209   -1.#IND0   -1.#IND0    4
   6    4    5   0.763620   -11.939063    -2.268068      12.1526   -1.#IND0   -1.#IND0    4
   5   21    1   0.763444     0.711686    -1.747595      1.88695   -1.#IND0   -1.#IND0    4
  12    2   -4   0.763260    -9.314744    -2.596558      9.66988   -1.#IND0   -1.#IND0    4
   3   23    0   0.762923    51.831445     3.500350      51.9495   -1.#IND0   -1.#IND0    4
   2   22    2   0.762544    57.387124     7.308288      57.8506   -1.#IND0   -1.#IND0    4
   3   17    4   0.762346   -10.235557    -0.725086      10.2612   -1.#IND0   -1.#IND0    4
  11    1    2   0.762253    16.974694     1.585583      17.0486   -1.#IND0   -1.#IND0    4
   6   20    1   0.762018    42.387378     4.082821      42.5836   -1.#IND0   -1.#IND0    4
   9   17   -1   0.761664    18.429527     4.647032      19.0064   -1.#IND0   -1.#IND0    4
   7   17    2   0.761610     8.403718     0.392051      8.41286   -1.#IND0   -1.#IND0    4
  11    1   -5   0.761373    -8.401655    -0.153237      8.40305   -1.#IND0   -1.#IND0    4
   3   23   -1   0.761348    25.508172     3.200833      25.7082   -1.#IND0   -1.#IND0    4
   4   22   -2   0.760796    35.854797     5.241875      36.2359   -1.#IND0   -1.#IND0    4
   3   13    5   0.760489   -12.017737     1.610858      12.1252   -1.#IND0   -1.#IND0    4
   7    9   -6   0.760154   -22.712493    -4.367906      23.1287   -1.#IND0   -1.#IND0    4
   2   18    4   0.760069    25.087489     4.309332      25.4549   -1.#IND0   -1.#IND0    4
   1   21    3   0.758964    -8.959746    -1.347518      9.06051   -1.#IND0   -1.#IND0    4
  11    9    1   0.758793   -27.463019     0.538008      27.4683   -1.#IND0   -1.#IND0    4
  10   14   -3   0.758731    13.760884    -1.065532      13.8021   -1.#IND0   -1.#IND0    4
   4   22    1   0.758643   -50.666609    -3.972124      50.8221   -1.#IND0   -1.#IND0    4
  10    8   -5   0.758574   -14.418753    -1.484155      14.4949   -1.#IND0   -1.#IND0    4
   2   12   -6   0.758552    56.327006     2.676143      56.3905   -1.#IND0   -1.#IND0    4
   4   16    4   0.758415   -17.977612    -2.761954      18.1885   -1.#IND0   -1.#IND0    4
   9    3   -6   0.758293    10.565500     0.818101      10.5971   -1.#IND0   -1.#IND0    4
  11    9   -4   0.758172   -62.916975    -6.069444       63.209   -1.#IND0   -1.#IND0    4
   0   16    5   0.758078    52.997308     7.140410      53.4762   -1.#IND0   -1.#IND0    4
   5    9    5   0.758013    45.052943     5.027187      45.3326   -1.#IND0   -1.#IND0    4
   3    5    6   0.757968    18.972654    -1.056219       19.002   -1.#IND0   -1.#IND0    4
   8   12    3   0.757837    25.760424     3.170250      25.9548   -1.#IND0   -1.#IND0    4
  10   12   -4   0.757657   -46.856276    -1.451218      46.8787   -1.#IND0   -1.#IND0    4
   2    8    6   0.757578    12.283550     1.400549      12.3631   -1.#IND0   -1.#IND0    4
   9   17   -2   0.756993     1.379305    -0.230614      1.39845   -1.#IND0   -1.#IND0    4
  11    3    2   0.756889   -25.643803     0.117701      25.6441   -1.#IND0   -1.#IND0    4
   4   12   -6   0.756832   -11.952091    -0.648268      11.9697   -1.#IND0   -1.#IND0    4
   7   17   -4   0.756570    17.136813     0.244403      17.1386   -1.#IND0   -1.#IND0    4
  11    3   -5   0.756028   -32.734049    -3.578863      32.9291   -1.#IND0   -1.#IND0    4
   9   13    2   0.755542     2.708390    -0.543314      2.76235   -1.#IND0   -1.#IND0    4
   6   18   -4   0.755479    22.913745     4.041000      23.2673   -1.#IND0   -1.#IND0    4
  13    1   -2   0.755340    75.447361     4.875668      75.6047   -1.#IND0   -1.#IND0    4
  12    4   -4   0.755225    11.457313     2.040863      11.6377   -1.#IND0   -1.#IND0    4
  12    0    1   0.755198   -36.470070    -4.476003      36.7437   -1.#IND0   -1.#IND0    2
   9   11   -5   0.755002    -5.940992    -2.363242      6.39377   -1.#IND0   -1.#IND0    4
   7   19    1   0.754468     4.640932     0.829830      4.71454   -1.#IND0   -1.#IND0    4
  12    8   -3   0.754450     6.612162    -0.986866       6.6854   -1.#IND0   -1.#IND0    4
   3    1   -7   0.753857    18.113417     1.248165      18.1564   -1.#IND0   -1.#IND0    4
  10    0    3   0.753667   -27.572718    -4.325274      27.9099   -1.#IND0   -1.#IND0    2
   4    0   -7   0.753524   -14.024170    -2.992848        14.34   -1.#IND0   -1.#IND0    2
   8    6    4   0.753411    -6.395351    -1.420538      6.55122   -1.#IND0   -1.#IND0    4
   1   23   -2   0.753347   -14.944199    -0.679444      14.9596   -1.#IND0   -1.#IND0    4
   0   24    0   0.753250   114.424890     4.546386      114.515   -1.#IND0   -1.#IND0    2
  12    2    1   0.752576    -5.310427     2.066838      5.69846   -1.#IND0   -1.#IND0    4
   9    9    3   0.752209   -11.650846     0.782263      11.6771   -1.#IND0   -1.#IND0    4
   1   19    4   0.751747    12.973946     0.496669      12.9834   -1.#IND0   -1.#IND0    4
   8   16   -4   0.751605   -55.487874    -4.798070      55.6949   -1.#IND0   -1.#IND0    4
  10   10    2   0.751372     6.962709     1.942001      7.22846   -1.#IND0   -1.#IND0    4
   7   19   -3   0.751190   -41.605599    -1.289317      41.6256   -1.#IND0   -1.#IND0    4
  10    2    3   0.751061     5.929128     2.563695      6.45965   -1.#IND0   -1.#IND0    4
  13    1   -1   0.751024     9.438749     0.761828      9.46944   -1.#IND0   -1.#IND0    4
   4    2   -7   0.750919    39.331492     4.818281      39.6255   -1.#IND0   -1.#IND0    4
   2    0   -7   0.750788    -9.216787    -2.988309      9.68913   -1.#IND0   -1.#IND0    2
   6    6    5   0.750350     2.118440     4.066164      4.58492   -1.#IND0   -1.#IND0    4
  13    3   -2   0.750120   -15.360017    -0.335808      15.3637   -1.#IND0   -1.#IND0    4
  11   13   -1   0.750039     7.202023     2.455244      7.60903   -1.#IND0   -1.#IND0    4
  11   13   -2   0.749919   -23.953368    -3.732335      24.2424   -1.#IND0   -1.#IND0    4
   9   17    0   0.749754    24.847465     0.594110      24.8546   -1.#IND0   -1.#IND0    4
   6   20   -3   0.749731    33.483206     3.633537      33.6798   -1.#IND0   -1.#IND0    4
   4   12    5   0.749148    -7.984625     1.057999      8.05442   -1.#IND0   -1.#IND0    4
   8    8   -6   0.749122    54.250738     2.711789      54.3185   -1.#IND0   -1.#IND0    4
   3    3   -7   0.748667   -11.825598    -2.457735      12.0783   -1.#IND0   -1.#IND0    4
   5   15    4   0.748557    42.354332     2.957397      42.4575   -1.#IND0   -1.#IND0    4
   3   17   -5   0.748548    80.944573     7.270370      81.2704   -1.#IND0   -1.#IND0    4
   5   19   -4   0.748408   -12.996797    -1.537555      13.0874   -1.#IND0   -1.#IND0    4
   2    2   -7   0.748211   -35.001529     0.183108       35.002   -1.#IND0   -1.#IND0    4
  12    8    0   0.748205    44.091687     2.257200      44.1494   -1.#IND0   -1.#IND0    4
   3   23    1   0.747959    31.396683     3.652116      31.6084   -1.#IND0   -1.#IND0    4
   9    5   -6   0.747840     4.497199    -1.843959      4.86055   -1.#IND0   -1.#IND0    4
   5    1   -7   0.747236    -7.047410     0.177104      7.04963   -1.#IND0   -1.#IND0    4
   7   15    3   0.746974    15.607869     0.125860      15.6084   -1.#IND0   -1.#IND0    4
   8   18   -3   0.746715    77.849663     2.479110      77.8891   -1.#IND0   -1.#IND0    4
  11    5    2   0.746493    -5.254383    -1.300368       5.4129   -1.#IND0   -1.#IND0    4
   2   20   -4   0.745902    -1.931305    -2.399834      3.08044   -1.#IND0   -1.#IND0    4
  13    3   -1   0.745893   -45.183284    -4.459902      45.4029   -1.#IND0   -1.#IND0    4
  11    5   -5   0.745667    62.870999     8.092235      63.3896   -1.#IND0   -1.#IND0    4
   1   17   -5   0.745318    -9.760268     3.272895      10.2944   -1.#IND0   -1.#IND0    4
  12   10   -2   0.745294    14.359151     2.253503      14.5349   -1.#IND0   -1.#IND0    4
   0   24    1   0.745203     5.788518     1.792198      6.05961   -1.#IND0   -1.#IND0    4
  12    4    1   0.744870    19.926932    -0.658740      19.9378   -1.#IND0   -1.#IND0    4
   1   23    2   0.744621    31.532468     3.582149      31.7353   -1.#IND0   -1.#IND0    4
   4    0    6   0.744585   142.556277    11.999023       143.06   -1.#IND0   -1.#IND0    2
   2   24    0   0.743983   -52.262920    -3.980225      52.4143   -1.#IND0   -1.#IND0    4
   2   22   -3   0.743856   -28.640572    -3.208938      28.8198   -1.#IND0   -1.#IND0    4
   3   13   -6   0.743844    49.434276     0.718181      49.4395   -1.#IND0   -1.#IND0    4
   3   23   -2   0.743534    41.539988     1.432728      41.5647   -1.#IND0   -1.#IND0    4
  13    1   -3   0.743486    -9.607489     0.173141      9.60905   -1.#IND0   -1.#IND0    4
   8   16    2   0.743405   -22.695413    -3.832346      23.0167   -1.#IND0   -1.#IND0    4
  10    4    3   0.743402    14.892184    -0.771314      14.9121   -1.#IND0   -1.#IND0    4
  12   10   -1   0.743270    17.126915     0.799239      17.1456   -1.#IND0   -1.#IND0    4
   4    4   -7   0.743264    -3.426510    -1.762873       3.8534   -1.#IND0   -1.#IND0    4
   3    7    6   0.742468    22.865886     4.139194      23.2375   -1.#IND0   -1.#IND0    4
   5   21   -3   0.742440   -49.969469    -4.061394      50.1342   -1.#IND0   -1.#IND0    4
  12    6   -4   0.742380   -21.099598    -2.275088      21.2219   -1.#IND0   -1.#IND0    4
   7   11    4   0.742354    49.107443     8.164022      49.7814   -1.#IND0   -1.#IND0    4
   5    3   -7   0.742181   -29.857060    -3.316711      30.0407   -1.#IND0   -1.#IND0    4
   4    2    6   0.742072   -20.995918    -3.324533      21.2575   -1.#IND0   -1.#IND0    4
   1    1   -7   0.741928     0.669838     0.651857     0.934666   -1.#IND0   -1.#IND0    4
   0   12    6   0.741582    43.392846     2.988874      43.4957   -1.#IND0   -1.#IND0    4
   8   18    1   0.741324    36.909201     2.246970      36.9775   -1.#IND0   -1.#IND0    4
   1   11    6   0.740975    65.885979     9.767780      66.6061   -1.#IND0   -1.#IND0    4
   9   15   -4   0.740932    26.238966     2.946275      26.4039   -1.#IND0   -1.#IND0    4
  10   16   -1   0.740794    59.222407     7.211474      59.6599   -1.#IND0   -1.#IND0    4
   7   15   -5   0.740651   -19.525844    -3.169129      19.7814   -1.#IND0   -1.#IND0    4
   2    4   -7   0.740638     0.104615    -1.302769      1.30696   -1.#IND0   -1.#IND0    4
   2   24   -1   0.740406    14.195452     2.010578      14.3371   -1.#IND0   -1.#IND0    4
   0   22    3   0.740152     7.315593    -1.536044      7.47511   -1.#IND0   -1.#IND0    4
   6   16   -5   0.740002    44.451340     5.915899      44.8433   -1.#IND0   -1.#IND0    4
  13    5   -2   0.739997   -18.360768    -3.171492      18.6327   -1.#IND0   -1.#IND0    4
   3    5   -7   0.738602    31.748153     5.709427      32.2574   -1.#IND0   -1.#IND0    4
  10   16   -2   0.738577   -10.038855    -3.168689      10.5271   -1.#IND0   -1.#IND0    4
  13    3   -3   0.738506     5.313147    -1.106805       5.4272   -1.#IND0   -1.#IND0    4
   0   20    4   0.737958   -25.731485    -4.806058      26.1765   -1.#IND0   -1.#IND0    4
   6    0   -7   0.737874   -14.581442    -2.916791      14.8703   -1.#IND0   -1.#IND0    2
   1    3   -7   0.736979    -0.814454    -1.283475      1.52008   -1.#IND0   -1.#IND0    4
   6   12   -6   0.736789    61.985271     5.080747      62.1931   -1.#IND0   -1.#IND0    4
   9   17   -3   0.736616    83.729896     7.042531      84.0255   -1.#IND0   -1.#IND0    4
   1   13   -6   0.736491   -42.832483    -4.066166      43.0251   -1.#IND0   -1.#IND0    4
  10   14    1   0.735938   -14.431059    -2.385015      14.6268   -1.#IND0   -1.#IND0    4
  13    5   -1   0.735937    83.158413     8.564726      83.5983   -1.#IND0   -1.#IND0    4
   4   20   -4   0.735848   -70.081859    -6.955918      70.4262   -1.#IND0   -1.#IND0    4
   8    8    4   0.735733    50.252308     2.552128      50.3171   -1.#IND0   -1.#IND0    4
   8   14   -5   0.735622   -22.961617    -3.146009      23.1761   -1.#IND0   -1.#IND0    4
  10   10   -5   0.735618   -15.721198    -1.482647       15.791   -1.#IND0   -1.#IND0    4
   6    2   -7   0.735428     1.295887     1.142788       1.7278   -1.#IND0   -1.#IND0    4
   2   10    6   0.734710    13.720186     2.221936      13.8989   -1.#IND0   -1.#IND0    4
   4    4    6   0.734681   -30.829072     0.252579      30.8301   -1.#IND0   -1.#IND0    4
   7   11   -6   0.734620    30.580332     7.731885      31.5426   -1.#IND0   -1.#IND0    4
  11   13    0   0.734507    21.383559     0.037600      21.3836   -1.#IND0   -1.#IND0    4
   6   22   -1   0.734314    -0.049551    -2.921355      2.92177   -1.#IND0   -1.#IND0    4
  11   13   -3   0.734169    10.520786     2.797525      10.8864   -1.#IND0   -1.#IND0    4
   7   21   -1   0.733992   -25.189093    -2.445642      25.3075   -1.#IND0   -1.#IND0    4
   5   17   -5   0.733720    16.210506     1.809092      16.3111   -1.#IND0   -1.#IND0    4
   6   14    4   0.733444    -1.169263     1.142336      1.63466   -1.#IND0   -1.#IND0    4
  10    0   -6   0.733411   147.786905    12.248333      148.294   -1.#IND0   -1.#IND0    2
  11   11    1   0.733391    -9.242816    -2.628154      9.60921   -1.#IND0   -1.#IND0    4
   5   13   -6   0.733351   -26.695287    -3.290266      26.8973   -1.#IND0   -1.#IND0    4
   9    7   -6   0.732940     2.828916     2.982262      4.11055   -1.#IND0   -1.#IND0    4
   6    8    5   0.732882    -7.886979    -1.391245      8.00875   -1.#IND0   -1.#IND0    4
  11   11   -4   0.732831    85.850435    10.160566      86.4496   -1.#IND0   -1.#IND0    4
   5   11    5   0.732688   -11.310199    -2.833463      11.6597   -1.#IND0   -1.#IND0    4
  12    6    1   0.732538    69.622568     6.707452      69.9449   -1.#IND0   -1.#IND0    4
   5    5   -7   0.732372    40.820583     7.099528      41.4334   -1.#IND0   -1.#IND0    4
   7    1    5   0.732342    -5.015774     0.007912      5.01578   -1.#IND0   -1.#IND0    4
   2   24    1   0.732116     9.202279     1.938193      9.40418   -1.#IND0   -1.#IND0    4
  12   10   -3   0.731855   -43.064578    -2.555742      43.1403   -1.#IND0   -1.#IND0    4
  11    7    2   0.731672    46.543203     4.422732      46.7529   -1.#IND0   -1.#IND0    4
  13    1    0   0.731336   -34.294041     0.291756      34.2953   -1.#IND0   -1.#IND0    4
   4   20    3   0.731326    27.553278     3.648550      27.7938   -1.#IND0   -1.#IND0    4
  10    6    3   0.731141    24.059725     5.314263      24.6396   -1.#IND0   -1.#IND0    4
   4    6   -7   0.731010   -57.829632     0.645073      57.8332   -1.#IND0   -1.#IND0    4
  10    2   -6   0.731009   -25.855333    -3.149380      26.0464   -1.#IND0   -1.#IND0    4
  11    7   -5   0.730894    13.859325     0.256699      13.8617   -1.#IND0   -1.#IND0    4
   0    0    7   0.730244    -2.274337    -2.329860       3.2559   -1.#IND0   -1.#IND0    2
   4   22   -3   0.729812    -6.604954    -2.299121      6.99367   -1.#IND0   -1.#IND0    4
   6   22    0   0.729599    31.607820     5.718855       32.121   -1.#IND0   -1.#IND0    4
   5   19    3   0.729140    -6.964553     0.871791       7.0189   -1.#IND0   -1.#IND0    4
   5   23   -1   0.729107    12.557038     3.247057      12.9701   -1.#IND0   -1.#IND0    4
   5   21    2   0.728848    -9.426212     1.119561      9.49246   -1.#IND0   -1.#IND0    4
  13    5   -3   0.728840    15.522269     4.880374      16.2714   -1.#IND0   -1.#IND0    4
   9    1    4   0.728563    20.858159     2.045965      20.9583   -1.#IND0   -1.#IND0    4
   2    6   -7   0.728511   112.159398     9.987889      112.603   -1.#IND0   -1.#IND0    4
   6    4   -7   0.728232    -7.003792    -1.485772      7.15965   -1.#IND0   -1.#IND0    4
   8   20   -1   0.728163    29.219918     3.830388      29.4699   -1.#IND0   -1.#IND0    4
   3   21    3   0.728028    -2.764638    -1.470925      3.13159   -1.#IND0   -1.#IND0    4
   0    2    7   0.727873    48.153068     4.614507      48.3737   -1.#IND0   -1.#IND0    4
  10   16    0   0.727811   -48.207778    -4.068194      48.3791   -1.#IND0   -1.#IND0    4
   2   16    5   0.727753    25.431627     4.965020      25.9118   -1.#IND0   -1.#IND0    4
   2   18   -5   0.727685   -71.836952    -5.085126      72.0167   -1.#IND0   -1.#IND0    4
   7    3    5   0.727582   -38.894727    -4.323216      39.1343   -1.#IND0   -1.#IND0    4
   9   11    3   0.727442    -3.289169    -2.672295       4.2379   -1.#IND0   -1.#IND0    4
   1    5   -7   0.727372    43.979238     5.138478      44.2784   -1.#IND0   -1.#IND0    4
   7   21    0   0.727278    -9.209470     1.055496      9.26976   -1.#IND0   -1.#IND0    4
   8   10   -6   0.726989     0.477843     1.645524       1.7135   -1.#IND0   -1.#IND0    4
   4   22    2   0.726652    45.484864     6.158960         45.9   -1.#IND0   -1.#IND0    4
  13    3    0   0.726595    18.485456     1.163019       18.522   -1.#IND0   -1.#IND0    4
   5   23    0   0.726474   -62.852827    -2.949727       62.922   -1.#IND0   -1.#IND0    4
  12   10    0   0.726150    23.605274     2.322862      23.7193   -1.#IND0   -1.#IND0    4
   2   14   -6   0.726044     9.845103     2.186523       10.085   -1.#IND0   -1.#IND0    4
   7   21   -2   0.725805    43.450442     4.233191      43.6562   -1.#IND0   -1.#IND0    4
   6   20    2   0.725615   -10.430692    -3.034396      10.8631   -1.#IND0   -1.#IND0    4
  13    7   -2   0.725552    -8.803760     1.662809      8.95942   -1.#IND0   -1.#IND0    4
  12    8   -4   0.725451     3.535112    -0.354996      3.55289   -1.#IND0   -1.#IND0    4
   8   14    3   0.725417    -0.118470    -2.426663      2.42955   -1.#IND0   -1.#IND0    4
   3   15    5   0.725395   -45.514921    -3.301503      45.6345   -1.#IND0   -1.#IND0    4
  10   14   -4   0.725259    26.216303     2.403986      26.3263   -1.#IND0   -1.#IND0    4
   9   13   -5   0.725252    21.480468     3.573966      21.7758   -1.#IND0   -1.#IND0    4
   1   17    5   0.724706    15.861305     3.753510      16.2994   -1.#IND0   -1.#IND0    4
   4   14   -6   0.724535     8.822055     2.254271      9.10551   -1.#IND0   -1.#IND0    4
  10   12    2   0.724348   -43.675979    -2.351956      43.7393   -1.#IND0   -1.#IND0    4
   3    7   -7   0.724237    -6.320457    -1.628784      6.52695   -1.#IND0   -1.#IND0    4
   6   22   -2   0.724136    66.296564     7.643195      66.7357   -1.#IND0   -1.#IND0    4
  10    4   -6   0.723941   -31.847036     0.109086      31.8472   -1.#IND0   -1.#IND0    4
   9    3    4   0.723876    -1.477308     0.206243      1.49163   -1.#IND0   -1.#IND0    4
   7    1   -7   0.723455     9.285671     1.340603      9.38195   -1.#IND0   -1.#IND0    4
   9   17    1   0.723444    -3.288236     2.236201      3.97657   -1.#IND0   -1.#IND0    4
   3    9    6   0.723206   -21.050783    -3.222058      21.2959   -1.#IND0   -1.#IND0    4
   4    6    6   0.722840     8.758127    -0.742529      8.78955   -1.#IND0   -1.#IND0    4
   0   24    2   0.722525   -72.998938    -4.051509      73.1113   -1.#IND0   -1.#IND0    4
   4   18   -5   0.722221    58.187763     1.991603      58.2218   -1.#IND0   -1.#IND0    4
   8   20   -2   0.722114     6.539298    -2.795930      7.11194   -1.#IND0   -1.#IND0    4
   2   24   -2   0.722028    69.331511     3.763145      69.4336   -1.#IND0   -1.#IND0    4
  13    7   -1   0.721725    23.600293     0.411918      23.6039   -1.#IND0   -1.#IND0    4
   6   18    3   0.721614    84.808592     2.860208      84.8568   -1.#IND0   -1.#IND0    4
  10   16   -3   0.721558    30.989542     5.161982      31.4165   -1.#IND0   -1.#IND0    4
   9   15    2   0.721098    -6.138860     0.690011      6.17752   -1.#IND0   -1.#IND0    4
   1   25    0   0.721041    11.520227     2.812788      11.8586   -1.#IND0   -1.#IND0    4
  12    0   -5   0.720916   -29.985720    -3.443629      30.1828   -1.#IND0   -1.#IND0    2
   0    4    7   0.720895   -11.373851    -2.015277       11.551   -1.#IND0   -1.#IND0    4
   8   20    0   0.719662   -14.185098    -3.446684      14.5978   -1.#IND0   -1.#IND0    4
   1   21   -4   0.719587    -7.068731     1.171310      7.16512   -1.#IND0   -1.#IND0    4
   2   22    3   0.719462   -19.641330    -3.404307      19.9342   -1.#IND0   -1.#IND0    4
   3   23    2   0.719171   -35.770054    -2.665716      35.8692   -1.#IND0   -1.#IND0    4
  12   12   -2   0.718898    47.405621     3.363965      47.5248   -1.#IND0   -1.#IND0    4
   7    3   -7   0.718864     9.459048    -0.662764      9.48224   -1.#IND0   -1.#IND0    4
   4   24   -1   0.718715    10.288444     1.847268       10.453   -1.#IND0   -1.#IND0    4
  12    2   -5   0.718634    41.942641     4.583321      42.1923   -1.#IND0   -1.#IND0    4
   3   21   -4   0.718607    37.250882     3.748523       37.439   -1.#IND0   -1.#IND0    4
   5    7   -7   0.718361     2.398909    -0.402826      2.43249   -1.#IND0   -1.#IND0    4
   7    5    5   0.718333    71.684037     8.808071      72.2231   -1.#IND0   -1.#IND0    4
   4   24    0   0.718108     1.856736     1.568923      2.43084   -1.#IND0   -1.#IND0    4
   4   14    5   0.717785   -30.275429    -4.807902      30.6548   -1.#IND0   -1.#IND0    4
   3   19    4   0.717778   -23.054292    -2.754952      23.2183   -1.#IND0   -1.#IND0    4
  13    1   -4   0.717598   -26.329842    -0.874514      26.3444   -1.#IND0   -1.#IND0    4
   1   23   -3   0.717407    21.005890     2.988393      21.2174   -1.#IND0   -1.#IND0    4
  13    5    0   0.717383    16.466392    -0.787966      16.4852   -1.#IND0   -1.#IND0    4
   5   23   -2   0.717217    57.134059     3.183573      57.2227   -1.#IND0   -1.#IND0    4
   9   19   -1   0.717209    -7.462111     0.336288      7.46968   -1.#IND0   -1.#IND0    4
   7   19    2   0.717164    26.185401     0.721301      26.1953   -1.#IND0   -1.#IND0    4
  12   12   -1   0.717081    19.095052     2.834321      19.3043   -1.#IND0   -1.#IND0    4
   4   18    4   0.716737     4.958597     2.931259      5.76021   -1.#IND0   -1.#IND0    4
   6    6   -7   0.716695    77.888270     8.688433      78.3714   -1.#IND0   -1.#IND0    4
