peak_1	peak_2	peak_3	peak_4	peak_5	peak_6	codes
5.102453000000001	2.312334	3.6557440000000003	2.388878	3.3991770000000003	5.236396	8
7.6591059999999995	4.601194	5.9951360000000005	4.366944	3.0672829999999998	3.418748	5
2.510322	2.907255	2.762333	3.8659499999999998	3.222759	1.7595100000000001	9
4.439831	3.5972929999999996	4.81865	3.434753	1.797905	2.632872	8
5.608316	3.2993550000000003	2.2949520000000003	4.579737	3.927658	2.29654	2
2.801104	2.529048	6.949802999999999	6.970234	1.830893	2.013935	0
3.989283	2.702336	1.767263	3.1801649999999997	3.177648	1.899604	2
7.013400000000001	8.706399	4.7973099999999995	3.936556	2.7114789999999998	3.5214909999999997	1
6.583586	4.135262	5.474906000000001	8.069134	3.7844379999999997	5.351023	5
2.471147	2.698373	2.923986	3.743476	2.806236	1.9721190000000002	9
5.683175	3.691119	5.124435	3.366082	2.150643	3.7638309999999997	5
6.11966	6.364447	4.531211	5.1466709999999996	4.752639	3.272734	7
4.44461	2.583564	4.458952	4.8203499999999995	1.802368	2.635199	8
8.359766	8.709124000000001	8.185041	2.624122	6.5007079999999995	8.012783	6
3.882332	4.086807	3.059933	3.830616	3.5565369999999996	2.2142470000000003	6
4.820914999999999	1.556002	4.66005	4.02486	2.816004	2.314118	2
4.763742000000001	3.401818	3.815236	3.282867	1.8516460000000001	2.938219	1
5.317437	3.1777759999999997	5.405286	5.393922	3.297734	2.11143	7
4.2849710000000005	3.9867860000000004	2.047949	3.280043	2.4383749999999997	2.887137	0
6.039396999999999	3.3842369999999997	4.354101	7.28538	4.062625	4.245241	0
4.672140000000001	3.3458360000000003	3.716197	3.201627	2.695499	2.057221	1
7.191158	4.940662	3.768184	3.362022	2.9101	3.662203	4
3.817197	3.784661	2.599415	2.052142	1.8511350000000002	2.23047	2
5.265357	6.935039	3.083955	3.398338	4.69672	3.144814	4
4.096935	2.778129	3.87629	2.57929	2.585743	1.8768350000000003	2
5.679438	4.1705309999999995	4.7393	4.705064	4.669891	2.3583309999999997	9
4.639009	2.759313	2.850566	2.422644	2.840802	1.716977	3
4.105999000000001	3.5559000000000003	1.590247	1.631558	2.144288	2.5144010000000003	3
4.699392	2.385862	3.8061170000000004	4.195818	2.7176590000000003	5.483967	1
5.747277	3.739387	5.19941	4.202604	3.019298	2.348013	5
4.180761	2.698667	2.974323	3.46746	1.9913859999999999	2.135806	2
10.493482	1.552703	5.986167	2.8398320000000004	3.40796	3.835394	0
6.306751	4.5794060000000005	4.09781	7.669353	3.8119319999999997	4.410476	4
5.089892	3.8247219999999995	6.417167	3.2544630000000003	3.0940190000000003	1.5577200000000002	5
5.188034	3.9621380000000004	5.614433	3.840803	7.0299	3.26175	5
4.599683	3.702019	5.170467	2.816831	1.9127589999999999	3.672836	8
4.122223	3.56995	1.59653	1.8979249999999999	1.892842	2.524336	3
5.344913	4.260895	4.2889990000000004	7.917591000000001	4.178794	5.63003	4
5.68003	2.877247	4.911607	4.7862100000000005	2.825029	2.3802269999999996	6
4.4371030000000005	3.595663	4.8156	3.4322630000000003	1.7971240000000002	2.63118	8
4.83204	4.8300089999999996	3.745275	2.367072	1.8405240000000003	3.079697	2
5.460011	3.4871559999999997	5.056089999999999	3.22973	3.2235310000000004	4.334208	5
4.744327	3.521926	3.240936	4.125253	3.067546	2.176813	5
4.761476999999999	4.2678519999999995	4.180716	2.0241059999999997	2.8717610000000002	1.623904	0
4.913132	3.5537099999999997	3.7979010000000004	3.9200239999999997	2.838405	5.607644	5
3.65206	5.418843000000001	3.7975000000000003	3.170048	2.722785	2.479292	6
4.964057	4.299	2.314042	2.596308	1.92668	2.0577680000000003	3
6.317044	5.708523	4.352202	2.432041	4.025862	3.14158	6
4.721909	2.3945819999999998	4.767250000000001	3.2631319999999997	2.729418	5.497755	1
5.192023	4.051175000000001	2.9596470000000004	2.85759	2.194755	2.6903810000000004	0
4.077813	3.9404000000000003	3.08895	2.0364	2.200754	2.580397	2
6.85351	5.8151530000000005	4.456101	8.190045	4.558568	4.612398	6
1.542011	4.023992	3.284315	4.367284	3.5300779999999996	1.971249	9
4.405252	2.9894879999999997	5.141167	1.58509	2.471003	2.022307	0
4.712362000000001	2.393613	3.8206170000000004	4.207657	1.823178	2.906809	1
4.994942	3.459729	5.485962000000001	4.755782	3.028284	3.001201	9
5.1671320000000005	4.233102	5.81465	4.377751	2.385726	3.156543	8
5.456006	3.260587	6.1	4.980629	5.134911	3.3836709999999997	7
3.831832	4.584789	4.974003	3.354369	2.825352	2.872525	6
6.302426	4.576188	4.0945920000000005	7.655921	3.8061220000000002	4.404666	4
4.039246	2.944046	3.0942510000000003	2.963791	2.180613	2.55678	2
8.775973	6.212705	5.506857	4.39292	3.631929	4.435026	9
7.626229	5.1932	3.704393	3.30774	2.807858	3.672147	1
7.2967699999999995	4.370818	4.885231	4.280367	2.753736	3.3633239999999995	8
4.978136	2.348959	4.96875	3.619026	3.068829	1.6314959999999998	1
4.891539	3.855152	4.060685	3.476558	2.655692	3.113866	2
5.722515	3.04289	4.094336	1.592393	2.960009	2.44069	0
7.0338270000000005	5.055203000000001	4.241735	4.023467	3.3837889999999997	3.7716079999999996	4
5.685796	3.047547	4.06082	3.576128	2.155055	3.340347	2
4.9932859999999994	2.519046	1.5705930000000001	4.034330000000001	4.0197709999999995	3.129689	0
5.81801	3.771699	5.2751850000000005	4.241965	2.142974	3.0946559999999996	5
3.9875510000000003	2.515167	2.984793	3.359437	2.399181	1.6667070000000002	6
4.117458	3.171372	5.372636	2.5765700000000002	2.438602	1.738794	6
12.126570000000001	8.18595	11.481666	7.322782	6.505724000000001	8.799343	6
5.360302	3.203393	3.2040089999999997	5.993	4.113438	2.482718	7
4.510284	5.693084	3.9875990000000003	1.934997	4.861968	5.369703	4
5.362583	3.204757	5.4471229999999995	5.4437739999999994	3.325733	1.631783	7
3.47175	3.554123	3.240136	5.08825	2.969647	2.476674	8
11.50807	9.029852	10.957916	7.938840000000001	5.278698	6.7166809999999995	5
4.469839	1.556896	3.481326	1.619141	2.15035	2.236694	3
4.443398	2.583488	5.010061	4.2664930000000005	2.7038960000000003	1.730102	8
6.172192	4.93014	2.6467419999999997	3.3482439999999998	1.596816	2.310928	3
3.108382	2.719073	2.798902	3.2889939999999998	3.627983	1.627958	2
4.891306999999999	3.647507	3.7015	2.753293	2.8314510000000004	2.266463	2
4.8221799999999995	3.435502	3.883947	3.338594	5.440149	2.9744960000000003	1
5.3693360000000006	3.208792	4.901511	6.0031	2.4297269999999997	2.485524	7
4.76302	5.093	5.38841	2.87261	2.654882	3.111	9
5.912059	5.320084	5.11235	3.3307979999999997	2.147774	3.252	6
5.277791000000001	3.154083	3.6583699999999997	4.615392	4.817942	2.457611	7
5.708131	2.838524	4.340781	3.097531	3.462632	4.602603	2
5.400462	3.227393	5.484738	5.483087	1.546148	3.349224	7
5.778494	5.0715	5.287217999999999	3.396477	2.618347	3.494663	6
2.534583	2.707443	1.7913290000000002	4.077339	4.003146	1.835827	9
4.497458	4.379	3.5791899999999996	2.717575	2.674026	2.725357	2
4.568289	1.5452810000000001	3.562839	3.854682	3.5678910000000004	3.701178	9
5.296514	2.653038	1.549269	2.839601	4.171213	4.082859	6
4.943376000000001	5.048818	2.682447	2.552615	2.653709	2.894405	2
6.6385000000000005	4.167688	4.997135999999999	9.406601	4.629571	7.265620999999999	5
5.077658	3.658907	3.11243	4.384004	3.037139	1.644021	4
5.25331	4.5495	2.2934650000000003	3.002257	2.2450609999999998	1.6828059999999998	3
5.083548	3.7992869999999996	2.032359	3.0721540000000003	5.131988	2.9733359999999998	4
5.955863000000001	6.879734	4.432209	2.984498	4.8326709999999995	5.325026	0
4.825577	4.734500000000001	3.948983	2.487466	2.8875260000000003	3.4113689999999997	2
5.133642	3.90885	3.027322	2.57431	2.425832	2.65466	0
4.836284	3.016477	3.9645	3.507411	2.814002	2.227151	9
5.454664	3.259785	4.979405	6.0985	1.542942	3.3828389999999997	7
8.327733	5.28695	4.944159000000001	3.2610609999999998	3.285178	3.6071109999999997	5
4.78017	3.4780990000000003	3.67007	3.053725	3.518542	2.12117	5
4.117489	3.56585	1.594696	1.8962240000000001	1.8901890000000001	2.5214369999999997	3
4.95382	5.319746	5.4453949999999995	2.390993	4.809921	6.850373	5
4.6966	3.65224	1.594888	2.2567500000000003	1.654303	2.784581	3
5.275466	3.1526940000000003	5.898149999999999	4.0589010000000005	2.454827	3.179071	7
4.323425	5.527539	4.632904	3.779338	2.272889	2.164147	2
6.094868	3.9884820000000003	4.452331	4.740019	3.26616	2.187531	4
5.281028	4.0458110000000005	3.818968	3.931644	1.803757	1.767128	2
4.715577	3.372182	3.219765	3.7844759999999997	2.722296	2.0708830000000003	1
4.47025	3.8713499999999996	1.602487	2.334512	2.289606	2.119568	3
6.029292	2.389665	6.5732	4.323297	2.776132	5.438293	8
5.588751	3.868754	3.616119	2.9861769999999996	1.8302610000000001	2.0451319999999997	3
4.531149	2.557945	2.543548	1.9256790000000001	1.891988	2.262194	3
5.383781	3.217424	5.46585	5.468097	2.4382960000000002	2.983672	7
5.379711	3.214992	5.461538	4.678689	2.0813379999999997	3.404311	7
5.402563000000001	3.22865	3.798056	4.931844	3.7889429999999997	2.4504669999999997	7
2.506114	3.415689	4.760541	3.3979999999999997	2.4960630000000004	2.2975470000000002	9
4.340573	2.314908	3.86157	3.615896	2.598977	3.390149	8
5.989758	4.156218	3.48886	1.555377	2.336374	5.374439000000001	0
3.962584	1.6497009999999999	2.945039	3.1598699999999997	3.231395	2.964023	9
5.842232	3.804856	5.235963	2.370582	2.645726	3.7888210000000004	5
5.647502	5.034014	3.814525	3.6509359999999997	3.4412130000000003	3.7415599999999998	6
4.955368	4.861000000000001	4.083249	3.06472	2.9710789999999996	3.000442	2
10.081186	9.28579	15.879334	9.004464	1.547632	7.411032	4
3.781437	1.556342	2.7278640000000003	2.819647	2.868482	2.273269	2
5.43703	4.016412	3.665993	3.091971	1.621508	4.10443	1
4.720173	2.8423420000000004	2.8188389999999997	2.4650299999999996	2.890504	1.668833	3
4.751131	2.873863	3.106613	3.7353110000000003	2.608197	2.366879	6
4.75685	3.259534	2.284955	2.549338	2.8623000000000003	2.9571560000000003	2
4.381404	2.339309	3.3701239999999997	4.944566	3.438352	1.834219	8
4.437905000000001	3.091288	3.3278	3.0619110000000003	3.71631	2.780866	0
6.225297	4.6740260000000005	4.294906	5.163413	2.458417	2.1262749999999997	1
3.785327	2.774483	3.56965	1.779199	2.094771	2.210954	2
5.147723	4.221503	5.792949999999999	4.360033	3.2765709999999997	2.7895060000000003	8
7.568367	4.546967	5.893686000000001	4.284110999999999	3.912472	2.53825	5
6.278187000000001	4.5638499999999995	3.398577	7.952422	4.184599	7.85484	4
5.273543	3.151545	5.349389	5.360675	3.270512	1.604688	7
6.477581	5.60975	3.382807	3.966692	1.6558350000000002	1.622297	3
7.010311	5.997885	4.561601	8.121859	6.182622	3.778341	6
4.130537	3.5771499999999996	1.59975	1.901588	1.896823	2.529427	3
7.058852	4.927462	3.7834820000000002	3.044875	3.155622	3.197994	4
5.331456	3.1861550000000003	5.395055	4.679177	1.5539800000000001	4.0598790000000005	7
4.040875	1.565024	2.557867	2.547314	2.110277	2.47452	3
4.281892	2.48756	4.835404	3.3399419999999997	3.353103	1.7239170000000001	8
4.684618	3.3567020000000003	3.720866	2.442811	3.4656540000000002	2.064931	1
4.358128	4.936344	2.85	2.621202	2.38525	1.799232	9
4.841789	3.211669	4.128038	3.570581	2.39314	2.367864	6
5.404719	5.841717	5.904562	3.562408	3.5389999999999997	4.0620259999999995	9
7.830214	6.138088	6.015047	3.5031	4.174077	4.286291	6
8.667035	5.55755	5.146567	4.2557220000000004	3.096276	3.820467	5
4.915094	2.319435	4.90604	2.819224	2.21592	3.179148	1
3.792314	1.560569	2.73732	2.823833	2.874311	2.280005	2
4.195723	4.5965609999999995	4.583349999999999	2.87274	2.634398	2.433507	9
5.229671	3.125327	5.303009	4.563262	2.428827	3.1605090000000002	7
5.141534	4.20281	2.599049	2.382694	3.117368	2.22191	2
4.428768	1.735792	3.5914159999999997	4.25315	4.0363109999999995	1.726259	8
5.013568	5.355452	4.970851	3.741704	5.661593	5.299111	5
5.301703	3.454396	3.794523	3.623358	2.493994	2.326558	1
5.162821	4.566172	3.5468720000000005	3.026814	1.985594	2.227995	6
4.372158	1.5662790000000002	3.7864	2.031311	2.495502	2.068046	3
5.396362	2.568524	4.348866	2.675532	3.084622	5.029574	2
4.778385	4.75541	4.510688	7.893549999999999	4.1437550000000005	3.846067	4
5.656476	3.3368330000000004	4.738175999999999	5.957013	3.5557030000000003	2.075666	5
4.7302029999999995	2.400146	4.223024	3.8264169999999997	1.832918	2.91772	1
5.151229000000001	3.078449	5.75925	3.1946570000000003	1.567469	4.702408	7
4.760395	2.4129680000000002	4.80475	3.286955	1.847419	2.9362500000000002	1
4.925663999999999	4.26575	1.583479	2.31417	1.916499	3.016341	3
5.649083	4.89225	2.6704600000000003	3.013688	1.888881	2.097032	3
7.64942	3.763949	5.755511	4.967369	3.237041	3.886398	6
6.680377	3.360798	5.365850999999999	3.834333	2.262659	4.572049	6
4.730019	2.40125	4.7785	3.275	1.831503	2.917651	1
6.114291	4.2612000000000005	4.389161	3.495904	2.70273	2.212391	4
5.923456	3.8924199999999995	4.46312	3.2494080000000003	1.554997	3.535714	1
8.912345	8.038048	4.756785	4.712441	5.2637599999999996	3.653889	6
3.9610469999999998	2.9125199999999998	2.77612	3.260706	2.195607	2.3111490000000003	6
4.639313	3.4790200000000002	3.5010640000000004	3.573106	1.874982	1.751628	2
3.345002	4.605035	8.377233	6.946631	2.449033	2.108016	6
5.332575	3.186823	4.867953	5.962	2.406539	2.474705	7
4.720346	4.0785610000000005	3.9183749999999997	2.681098	1.816245	2.2832879999999998	6
5.522221	4.170525	2.736494	2.432147	5.793	3.657584	9
5.697629	2.878486	3.7505759999999997	4.184688	4.347389	1.567857	5
5.383692	3.217371	5.470723	5.463043	3.338824	1.5894400000000002	7
6.986967	3.774102	4.727711	2.70653	2.800138	3.538869	0
5.207131	3.111856	5.281103	4.54129	2.416897	3.149704	7
4.271872	3.69955	1.5793840000000001	1.975398	2.431534	2.115033	3
7.451502	3.772538	5.603868	4.703111	3.121709	3.800769	6
4.782838	3.430432	3.5334390000000004	4.269519	2.469798	1.653756	1
5.137269	2.938836	4.003468	2.576136	2.426094	2.656639	0
5.151229000000001	3.078449	5.75925	3.1946570000000003	1.567469	4.702408	7
5.371259	3.2099409999999997	5.458639	5.449877	2.42732	2.489513	7
4.144877	3.828687	2.05235	1.59168	3.2296709999999997	2.326582	0
5.362381	3.204636	5.447095	5.443393	3.325608	5.557486	7
6.082112	4.3919060000000005	3.399654	7.296309	4.083572	4.270403	0
4.780377	3.416284	1.579135	4.102766	3.289362	2.948403	1
6.122428	7.206706	3.6940419999999996	4.963374	5.702066	5.617786	7
5.133493	2.377888	4.731826	3.26519	2.7595590000000003	1.816977	1
11.470761	2.8753029999999997	6.370974	3.759751	3.6861099999999998	3.3939259999999996	4
5.144443	3.9382	3.003366	2.838632	2.181335	2.8062829999999996	0
6.181432	3.2839	3.883848	4.049775	2.717768	1.572395	0
4.76689	1.564733	2.715694	1.961236	3.987636	3.751996	2
5.971256	4.197	4.248097	3.433685	1.586316	2.6575949999999997	4
6.9990440000000005	3.782496	3.781834	3.646939	2.7961270000000003	3.555237	0
4.450512	1.555536	2.811759	3.712503	3.754008	2.1783580000000002	2
3.97084	2.9131609999999997	2.752131	3.226196	2.183006	2.328125	6
5.939272	5.287852	5.245786	2.9600799999999996	2.18375	1.5844330000000002	0
4.807489	3.511426	3.8647989999999997	4.130918	2.493976	2.177379	5
4.421348	3.829	1.5835789999999998	2.054909	2.5241160000000002	2.089771	3
4.318027	2.509155	4.338708	4.665699999999999	2.619838	1.734912	8
6.697688	4.20306	5.6030999999999995	8.920843999999999	4.666279	10.718627	5
4.968199	3.211161	4.306867	2.512955	2.85872	2.377255	6
5.079212	4.9545	3.9821540000000004	3.363392	3.227293	2.567435	2
4.959123	3.573904	3.8063409999999998	3.638883	3.05778	2.190962	1
10.750402000000001	2.7423029999999997	5.041733	3.226267	3.747387	3.480216	0
8.158401	6.799847	10.208706	6.036083	5.079051	5.922658	4
5.213226000000001	7.270359	4.832385	2.692562	4.7192929999999995	4.293055	6
5.039098	3.519407	3.094648	3.785929	2.971574	2.030078	0
7.889005000000001	5.5199169999999995	4.502714	3.690487	3.1616299999999997	2.544634	0
7.649868	4.596055	3.7471669999999997	4.915367	4.750202	3.41573	5
3.56198	4.905107	3.971958	3.738505	4.013446	2.963674	9
4.0830210000000005	2.5689	2.548447	1.6224280000000002	2.132288	2.500329	3
5.273766	3.151678	5.89625	4.059967	1.5562390000000001	4.024952	7
4.143758	3.5886	1.60487	1.906482	1.904089	2.5375240000000003	3
5.334565	2.335975	4.013322	3.698381	4.660877	3.276566	7
5.426201000000001	4.547337000000001	5.5665960000000005	4.625255	3.459285	2.967315	8
5.032463	2.386155	5.034000000000001	3.675611	2.494185	2.255621	1
5.195281	3.104774	5.8085	3.985702	2.4050979999999997	3.154671	7
4.416685	1.736553	4.758333	4.856815	2.515452	2.539385	9
5.433832	4.767855	4.75275	3.319658	2.344361	3.972728	8
5.34529	3.419153	3.652775	3.6453800000000003	2.339505	3.548871	5
4.471156000000001	4.549347	3.335004	3.274654	6.3374880000000005	5.84219	6
5.117857	2.355661	5.041409	5.759557	3.018526	2.288494	8
4.788117	2.434756	4.842	3.325059	5.422359999999999	2.9536369999999996	1
5.309051	3.172765	5.9357	4.082819	3.154731	2.4683800000000002	7
4.926316	4.8870000000000005	4.586447	2.822348	2.661768	3.038941	6
5.680341	5.0019849999999995	4.96225	3.305738	4.487416	2.5059139999999998	8
7.7442139999999995	4.650311	6.067718	4.426646	6.1102739999999995	4.030278	5
4.062352000000001	2.545472	2.54597	1.614215	2.121494	2.487672	3
6.715662	4.213558	5.624188	8.933668	4.676355	3.771368	5
5.369246	3.2087380000000003	6.003	4.1159740000000005	2.975042	2.5494399999999997	7
5.335454	2.884342	4.159097	2.943639	2.764881	1.622232	0
3.547715	3.885935	1.571536	3.785453	2.603362	2.426885	0
11.507176000000001	9.029318	10.40269	8.49225	5.278442	6.716126	5
5.102296	3.9017	2.987043	2.561785	2.4194240000000002	2.7804729999999998	0
5.2069659999999995	4.339856	5.860591	3.638407	2.505292	3.932809	8
4.750728	3.393188	3.803006	3.2726230000000003	2.744096	2.5749649999999997	1
4.849026	2.554887	2.818838	2.343947	2.2687429999999997	1.851728	3
4.94385	4.281499999999999	2.3021640000000003	2.581823	1.868726	2.1098470000000002	3
4.959268	3.604519	3.671281	2.8417890000000003	2.244555	3.191889	1
4.3407	2.314956	3.861638	3.616069	2.599027	3.390194	8
5.805245	3.020061	3.763883	4.230481	4.380415	2.187236	5
4.979357	3.586926	3.8263160000000003	3.656001	2.168078	2.557793	1
7.645723	4.030398	4.462689	4.594287	2.776722	2.854129	9
5.677601	3.351051	1.543115	4.753251000000001	5.983305	2.669715	5
5.148993	3.0771119999999996	5.75675	3.19327	1.566789	4.700367	7
8.796475000000001	6.32863	4.3565570000000005	4.537272	3.328126	3.52745	9
6.685096	5.2517499999999995	4.112329	3.9606399999999997	2.1731100000000003	2.240816	0
6.76477	4.243149	5.112405	9.547775999999999	3.768567	8.175028	5
7.580106000000001	4.551702000000001	5.877364	3.514048	2.535682	4.688560000000001	5
5.581958	4.872582	4.90275	4.20343	2.3482849999999997	3.305004	8
5.386407999999999	2.356863	5.267059	6.082758	2.431293	2.328447	8
5.145852	1.550745	2.506749	3.612333	4.170958000000001	2.499406	2
3.792441	1.560617	2.737388	2.824006	2.8743610000000004	2.28005	2
4.212719	1.742139	4.616732	4.598707	2.404077	2.44341	9
5.832665	4.015147	2.971435	3.799822	2.909885	2.729762	4
3.354043	3.483779	3.6627620000000003	3.670335	4.554812999999999	1.587532	8
8.100666	5.252588	5.137234	3.679338	3.692075	3.16365	4
5.350533	3.42173	4.93369	2.374639	3.910787	4.300894	5
8.384295999999999	3.8427379999999998	5.097207	5.596856000000001	3.128044	3.38063	9
3.135225	2.9490350000000003	3.9625000000000004	2.667758	2.594806	1.685803	0
6.718966	4.134547	5.101395	6.644419	3.098042	2.243167	5
5.522100999999999	2.9123150000000004	3.68485	3.17528	3.21279	2.577514	6
5.381321	3.215955	3.774306	4.912452	4.679487	2.082204	7
4.147799	3.5921	1.892112	1.6268669999999998	2.3569560000000003	2.084786	3
10.868077000000001	9.200926	8.735389	6.291473000000001	5.582034	6.303686	0
7.018426999999999	4.269951000000001	4.3984760000000005	7.1629380000000005	3.331466	1.7048770000000002	4
12.813257	10.010276000000001	10.532015999999999	11.937026	7.5029140000000005	11.505818999999999	4
4.934139	4.057687	3.662	2.548945	2.648885	2.888748	2
4.2915600000000005	2.567892	2.735183	1.9851969999999999	2.443243	2.1235280000000003	3
4.503586	2.337528	3.175343	3.7180169999999997	3.699552	2.913167	8
5.596256	4.846500000000001	2.646861	2.9876940000000003	1.8681969999999999	2.073545	3
4.989034999999999	3.629113	4.2711500000000004	4.311549	2.7551050000000004	2.9106829999999997	9
5.862488	4.29016	4.045897	2.906113	3.024024	2.790907	6
5.288947	4.04235	3.838759	3.970338	1.8255919999999999	1.7781799999999999	2
4.647042000000001	4.175995	3.0425570000000004	7.9665870000000005	3.705617	3.383454	0
8.499464	4.614408	5.362557	4.402641	4.110577	2.684495	8
5.267282	3.147803	5.888999999999999	4.052673	4.022304	2.0960039999999998	7
5.322501	2.318671	5.7395499999999995	4.723167	1.574358	3.8836150000000003	8
5.442251000000001	4.741575	4.791413	3.5824629999999997	2.773842	2.9387499999999998	6
4.851554	4.846909	3.752833	2.374826	1.8507160000000002	3.091647	2
6.690663	4.118698	4.527613	7.16775	3.082678	1.652876	5
10.539865	8.379232	9.917698999999999	7.26525	5.528596	5.995566	6
4.495732	3.9177	2.284474	2.649229	1.972511	2.744894	4
5.246668	4.0687	3.674422	2.914459	2.204859	2.289514	4
4.62736	4.229375	3.8791130000000003	3.541023	2.605372	2.591659	9
5.023137999999999	2.380583	4.475345	4.2153290000000005	2.488402	2.743554	1
5.155925	3.0812549999999996	5.7645	3.197569	1.568898	4.706695	7
5.577781	3.8645060000000004	3.6066190000000002	2.9818179999999996	1.824532	2.038414	3
4.594907	2.321599	4.62875	2.400038	1.8379590000000001	3.5881999999999996	1
4.692033	3.757209	4.727106	4.200540999999999	2.78246	2.135713	8
8.78196	6.136488	5.729425	4.527495	3.3533619999999997	3.77596	9
5.760942	5.745615	3.382029	3.4997860000000003	2.410322	2.408966	2
4.618009	4.1588519999999995	4.181254	2.2521820000000004	2.5887770000000003	2.147297	4
5.245881	4.163075	3.5789540000000004	2.9139239999999997	2.204433	2.289244	4
4.119228	1.554281	2.524859	3.286873	3.3687840000000002	2.584832	2
5.686449	3.7107010000000002	5.140442999999999	3.389027	2.644055	2.528566	5
4.097796000000001	2.708872	2.558368	1.9427499999999998	2.4682649999999997	2.115509	0
4.472149	1.55779	3.483326	1.620059	2.1515560000000002	2.238108	3
4.543459	4.4399999999999995	3.8078840000000005	3.032664	2.965786	2.402182	6
5.060473	3.665001	3.236004	4.235399	3.119748	1.657461	1
4.599603	2.324405	4.634	2.40295	3.410599	2.021275	1
4.476713	5.837871	3.823195	1.571478	6.187882999999999	5.571636	4
9.326225	8.655142999999999	5.389343	5.2933900000000005	4.434995	6.73844	8
5.457795	3.2616560000000003	5.54837	5.5358920000000005	5.1354239999999995	3.38478	7
7.552951	4.536811999999999	5.863435	3.5048120000000003	3.0929469999999997	4.100231	5
4.046647999999999	1.56726	3.5045	1.607975	2.113293	2.4780559999999996	3
4.138446	3.584	1.6028129999999998	1.907168	1.898517	2.534271	3
5.610715000000001	4.135318	4.536529	4.246066	1.625202	2.470303	1
4.312886000000001	2.505343	4.864448	3.3927300000000002	1.80856	3.308321	8
4.761685	3.399736	3.261856	3.8360260000000004	1.850308	2.936967	1
4.933108	4.853	4.056569	2.551443	2.6774009999999997	3.139322	2
4.344922	3.544225	4.74275	2.962073	1.940899	3.410914	8
4.375172	2.542361	4.393824	4.7442	2.6608039999999997	1.760037	8
4.44543	4.1268519999999995	4.185535	1.915506	2.820247	1.653043	4
6.671549000000001	5.372356	5.63068	7.953951999999999	4.580824	3.798746	6
5.759358	4.98775	2.297838	3.2692379999999996	1.686167	2.544788	3
5.348955999999999	3.848229	5.883468000000001	4.531915	2.9807170000000003	3.365241	9
7.618079	4.576134	5.39847	4.868004	3.389392	3.108539	5
4.9749680000000005	4.027884	2.653359	4.2187730000000006	3.886654	2.974542	9
4.920172	3.556498	3.792587	3.919969	2.838768	2.1815610000000003	5
5.088172	3.561907	3.113654	4.0681449999999995	2.734486	2.06013	0
5.319606	3.1790719999999997	5.9475	4.092454	4.06274	1.5699390000000002	7
4.7556639999999994	3.528701	3.801841	2.801917	2.719754	2.605123	5
5.5848770000000005	4.771858	6.06795	4.074498	2.660443	4.222309	8
6.856643	3.8686499999999997	4.236465	4.463255	2.674843	1.605648	0
6.102775	4.515906	3.410505	7.8872729999999995	4.13979	3.873386	4
3.172133	4.019731	1.574704	3.322287	3.6670220000000002	1.650497	2
5.033764	2.318289	4.620326	2.418475	3.453385	1.786631	1
7.0049030000000005	4.70035	4.729657	8.187671	4.331017	7.260641	4
4.730663	3.372163	3.80517	3.2716589999999997	1.833486	2.917991	1
4.243847000000001	3.7551059999999996	2.586198	2.086579	1.859898	1.9791830000000001	2
5.661703	3.697209	4.566446	4.701395	2.985451	1.606328	5
5.643034	6.045084	4.920108	1.565809	5.887634	5.935153000000001	4
5.339999000000001	3.1912599999999998	4.87473	5.9703	2.4097999999999997	2.4782349999999997	7
5.362762	3.204863	4.895509	5.995749999999999	2.424888	2.484243	7
7.124822	4.753800999999999	4.8485689999999995	8.251476	4.372713	4.420642	4
4.977105	5.707393	3.0748300000000004	3.629817	4.519252	4.190243	0
5.043433	2.389811	5.0435	3.68134	3.1093780000000004	1.651024	1
4.432516	2.576835	4.998198	4.256237	1.796445	2.628211	8
6.126369	7.2073529999999995	5.386852	5.707020999999999	2.513296	4.176581	7
4.7832170000000005	2.432435	4.271555	3.8877699999999997	1.828691	2.950621	1
5.370789	3.209661	4.902838	6.004725	2.430143	2.486425	7
3.009664	3.8866069999999997	1.605552	3.531612	3.364223	2.163836	6
11.505789	9.028489	10.955366	7.936758	5.2780450000000005	6.715266	5
7.067003	3.88068	5.143234	4.2775099999999995	3.479805	2.595357	6
6.776229	4.4744850000000005	3.368463	8.508227999999999	4.551549	4.19433	4
5.33892	4.456868	5.465776	4.575972	3.732665	2.567902	8
5.143803999999999	5.204115	3.360904	2.911695	2.36784	3.020137	6
4.600959	2.569741	1.57836	1.615398	3.6989330000000002	4.154889	2
4.7356110000000005	3.389532	3.2275240000000003	4.052716	2.472479	2.083151	1
5.3904119999999995	3.712148	4.206786	4.080233	3.290299	2.180289	8
4.459224	4.878787	4.90857	2.9842180000000003	3.250272	2.8152179999999998	9
5.745603	3.56187	4.581319	8.261526	4.023481	7.4221319999999995	6
4.740779	3.661784	4.25905	4.565574	2.7384180000000002	2.8410849999999996	5
5.284947000000001	3.15836	5.9087499999999995	4.068799	3.1307359999999997	2.462049	7
5.561377	4.029368	4.6578	4.7993380000000005	3.0662570000000002	3.213173	9
5.30288	3.1690769999999997	4.840845	5.9288	3.288706	1.613615	7
8.442709	6.664321	4.78617	4.2240400000000005	3.305225	4.037815	8
4.758176000000001	2.569747	3.5811659999999996	3.888315	2.575824	2.8556359999999996	2
4.804542	3.468662	3.670149	2.761665	2.147669	3.2161679999999997	1
8.2806	4.178681	4.529188	3.259748	4.768184	4.889219	7
