peak_1	peak_2	peak_3	peak_4	peak_5	peak_6	codes
4.767499	3.4032109999999998	3.821756	3.2879329999999998	1.851973	2.9405729999999997	1
3.804358	2.542186	1.770747	2.828755	2.880452	2.287305	2
5.155969000000001	3.316492	3.463229	2.955325	2.225904	1.66629	3
4.5181000000000004	2.69739	2.5326940000000002	1.952769	2.503815	1.8723800000000002	0
5.336443	3.1891350000000003	4.871484	5.966324999999999	3.309521	2.114598	7
6.00495	7.134791	5.805328	4.286804	4.095073	3.286309	7
4.680194	3.3504940000000003	3.1885269999999997	3.7463729999999997	2.700551	2.059494	1
2.529894	3.931394	2.662465	3.417796	3.342446	1.8484450000000001	9
7.372082000000001	5.210314	6.371281	2.689509	3.161375	3.108327	4
4.450749	1.735787	3.604551	2.564731	4.060886	3.434738	8
5.545168	7.311354	4.517419	9.035302	6.094690999999999	5.075842	4
7.391883	5.084013000000001	3.784326	3.163044	3.795192	2.5970560000000003	0
5.3984939999999995	3.226217	5.48207	5.481757999999999	1.545585	3.3480030000000003	7
5.280697999999999	3.155821	5.904	4.0659019999999995	1.5582479999999999	4.029644	7
3.76174	1.749886	3.737698	2.59952	2.082386	2.196409	2
3.7906079999999998	1.7614420000000002	3.763469	2.612073	2.097475	2.213988	2
6.989853	3.77522	4.730211	2.707677	2.801646	3.540637	0
3.672211	4.603885	3.988445	4.08439	2.1910119999999997	1.967544	2
5.752927	3.620797	1.546084	4.341283000000001	4.525518	3.096903	4
5.257591	3.743729	5.782143	4.474362	3.199284	3.647188	9
4.627816	3.316093	3.675501	2.413115	1.8551449999999998	3.608353	1
4.906426	4.046954	3.638	2.5379329999999998	2.634412	2.871778	2
6.062091	4.376301	3.388057	1.5910440000000001	1.8488220000000002	4.251567	0
8.141002	4.947293	5.78692	4.086497	2.515036	4.761785	7
4.927121	4.929217	3.834001	2.416868	2.955968	3.798388	2
6.783683	4.174288000000001	4.612529	7.27175	2.201053	2.552165	5
4.923643	3.302152	2.320396	3.524737	1.902527	2.028525	3
4.571291	3.431161	3.44832	3.497021	1.782586	1.7789009999999998	2
5.458914	4.8032129999999995	4.76625	3.331975	2.360994	3.984915	8
4.441063	5.700584	3.3610130000000003	1.9270899999999997	5.432447	5.367564000000001	4
4.7466349999999995	1.551477	3.646084	4.860558	1.8375169999999998	2.753474	2
4.575316	3.563295	1.5935540000000001	1.943229	1.915054	2.289241	3
6.057779999999999	8.394461	5.903419	4.728751	3.461889	4.08418	8
5.323938	5.929392999999999	4.60885	3.076409	2.16093	3.265192	9
5.279694	3.045652	3.1588770000000004	2.51506	2.9127	2.670031	0
5.342874999999999	4.1046	3.036852	3.239908	2.541416	2.777608	4
4.384975	2.549164	4.950654	4.189719	2.6613569999999998	2.248382	8
4.2721610000000005	2.5510919999999997	2.72767	1.9774889999999998	2.433112	2.111649	3
5.404129	3.229585	5.4886	5.486673	1.5471970000000002	3.351498	7
4.951326	4.8575	4.081683	3.0631139999999997	2.968968	2.997967	2
4.756724	2.561855	1.57187	3.614702	4.15169	2.761627	2
5.277075	3.153656	5.8999500000000005	4.062988	1.5571869999999999	4.027004	7
4.867485	2.513034	1.556848	3.083447	5.045305	4.014475	6
4.990049000000001	2.875034	2.919092	3.453713	1.840721	2.556977	0
5.303953	2.330822	4.527633	4.841825	4.630949	1.565461	7
5.248009	3.0620719999999997	3.19667	1.586938	1.8402820000000002	3.100993	3
4.867555	3.827667	2.936656	5.535807999999999	2.7097059999999997	2.5186100000000002	9
4.856064	2.6915050000000003	2.693449	3.451188	2.6928270000000003	2.0700600000000002	4
7.1207720000000005	4.751106	4.845874	8.243822999999999	4.369237	4.417166	4
3.965444	3.418	1.62111	1.807175	2.316865	2.077547	0
5.501634	4.596684	3.950183	5.19029	4.296125	3.358876	8
4.845067	4.349495	3.0430360000000003	8.630381	3.8099109999999996	3.504011	4
7.306475	4.799489	4.464176	4.96036	2.208227	2.710427	4
5.981077	3.8873699999999998	5.39101	3.249453	3.54446	2.215697	5
4.387802000000001	3.323534	3.4914250000000004	3.1738049999999998	2.3751930000000003	2.784098	2
6.477581	5.60975	3.382807	3.966692	1.6558350000000002	1.622297	3
5.4774069999999995	4.577938	6.164493	4.131352	3.491042	3.476282	8
4.55375	2.834677	2.994876	1.597157	3.259251	2.0764519999999997	0
5.212274000000001	3.11493	5.286853000000001	4.54448	2.418462	3.1543989999999997	7
5.494795	7.391249	3.7259689999999996	2.563185	2.981007	3.955567	1
4.516316	2.5631399999999998	2.533332	1.6376089999999999	2.1746220000000003	2.265155	3
5.186411	3.385496	3.665623	2.7646610000000003	1.6093579999999998	3.85806	1
5.3815	3.216061	6.0167	4.912615	2.436001	2.490425	7
4.32051	2.509273	4.874113	3.40029	1.813618	3.310934	8
4.119735	2.7173689999999997	2.577368	1.9514679999999998	2.479723	2.128944	0
4.691304000000001	3.371856	3.983642	2.4163930000000002	2.079772	3.191145	1
7.579517	5.603589	3.951035	6.364838000000001	2.231574	1.664553	0
3.7687749999999998	1.753278	3.745221	2.604117	2.08603	2.2005559999999997	2
5.541687	3.760697	2.823965	2.823559	3.111816	4.714827	4
5.030495	3.5119569999999998	3.091316	3.78251	2.9670810000000003	2.02481	0
4.719286	2.394836	4.7665	3.265202	1.82843	2.9109949999999998	1
5.3185459999999996	4.406537	5.985341	4.493715	3.387626	2.4001770000000002	8
5.530516	4.020607	2.5797749999999997	3.187611	3.21482	2.5786879999999996	6
5.273319	3.151411	5.349138999999999	4.596811	4.034034	1.6046200000000002	7
5.35858	3.202364	5.442845	5.439922	3.32325	2.61472	7
4.424812	2.573813	2.844447	2.053185	2.523687	2.098318	3
6.055154999999999	4.3690880000000005	3.387671	7.273884	4.065943	4.250733	0
6.97399	3.767271	4.724797	2.703843	3.3440649999999996	2.9808079999999997	0
6.405718	4.7313410000000005	5.482141	4.96907	2.8433650000000004	1.6238510000000002	4
4.082275	3.007661	2.742953	2.982836	2.455047	1.780527	2
11.379943	8.953282	10.814665999999999	7.068427000000001	5.288327000000001	7.39067	5
4.777862	3.412426	3.8251160000000004	3.29159	1.857596	2.946912	1
10.848909	9.184326	8.727966	6.283856	5.572023000000001	6.291948	0
4.810705	4.535182000000001	2.8964060000000003	5.93	2.4801200000000003	2.160987	0
7.741987	6.257287	10.405691000000001	7.522482	1.5472229999999998	5.3808489999999995	5
5.294338	3.1639720000000002	5.91925	4.075736	1.562314	4.0407210000000005	7
6.713481999999999	4.213164	5.618301	8.945118	3.7776319999999997	4.679095	5
5.411687000000001	3.234102	6.05045	4.9401720000000005	1.549362	3.356186	7
5.329845000000001	5.760009	5.823662000000001	3.520642	2.434109	3.35571	9
8.491861	4.609865	5.354057	4.397926	2.537052	4.248766	8
6.784604	4.480398	3.374376	8.529313	4.560835	4.203616	4
4.639363	3.326093	3.679973	2.417703	1.861176	3.615424	1
4.7020420000000005	5.893453	4.252148	3.692317	4.496975	3.9137589999999998	6
4.082444000000001	2.562872	2.553751	1.622199	2.131986	2.499976	3
6.777274	4.479350999999999	4.63809	7.253154	4.558941	4.202479	4
4.701649	4.611000000000001	3.9862859999999998	2.669689	3.0687860000000002	2.9846969999999997	6
5.755148	6.410338	4.92025	3.3377559999999997	3.459366	4.171127	9
4.684937	3.64214	1.590371	1.991836	1.908492	2.7774400000000004	3
7.294459	4.792989	4.453436999999999	4.963155	3.292799	2.281107	4
4.381329	2.545747	4.401185	4.7496	2.664078	1.763537	8
8.503713	4.616947	5.367307	4.405276000000001	2.540659	4.2595849999999995	8
4.740872	2.543536	2.402868	3.272972	4.081336	2.024515	1
5.566022	4.867222	4.886	4.184444	3.2418959999999997	2.941557	8
4.914056	3.8638719999999998	5.021818	2.543872	2.667451	3.1276539999999997	2
5.379532	2.375989	4.612133	4.910819	4.677821	2.081557	7
5.580629	4.769319	6.0632	4.07062	2.659226	4.2196739999999995	8
5.348197000000001	3.42089	3.656025	3.647183	2.34039	3.551525	5
7.209231	5.331702	5.532985999999999	2.704049	2.992943	3.633196	6
5.227342999999999	3.9368740000000004	5.07575	2.8297369999999997	2.7161939999999998	3.982235	2
4.152471	2.674167	2.9633659999999997	3.1935029999999998	2.239328	2.118481	2
3.795719	3.7660609999999997	2.591097	1.783328	2.100198	2.217318	2
4.418635	2.572523	2.838406	2.049779	2.519774	2.096507	3
6.1333850000000005	7.213254	5.948486	4.973376	3.463009	6.524641	7
5.473276	2.392375	4.91035	4.511015	3.235202	1.9738520000000002	5
5.866668	4.8169070000000005	5.561149	4.705996	3.504928	2.655281	6
4.775995	3.409141	3.828936	3.294053	1.8551549999999999	2.945818	1
5.018328	4.346	2.620737	2.596572	2.14586	1.63579	3
5.338855000000001	3.41864	4.917489	2.369776	2.337884	3.548551	5
4.10727	2.584372	2.5633660000000003	1.632064	2.144951	2.5151779999999997	3
4.715296	3.4563300000000003	4.309954	2.743376	3.1919519999999997	1.658555	5
3.1025880000000003	4.951922	5.211413	4.610876	2.774732	2.985744	9
6.057154	3.313562	3.8516450000000004	4.9973730000000005	2.4894670000000003	2.171947	0
6.224793999999999	4.461689	2.879044	5.641583	2.59209	2.177727	4
3.826197	3.898561	2.605749	2.378192	2.161542	1.8263120000000002	6
4.0870619999999995	2.556922	2.56549	1.624034	2.134399	2.5028040000000003	3
5.347486	3.423798	4.927139	2.3751290000000003	3.912892	1.984048	5
4.947372	4.28455	2.30758	2.589678	1.917966	2.047551	3
10.910452	6.076971	5.460671	4.7109380000000005	3.502135	4.225528000000001	6
5.276897	3.153549	5.34612	4.616061999999999	1.55716	4.027286	7
6.710819000000001	4.211298	5.06293	9.492957	3.774553	4.676479	5
5.249236	3.137019	5.320595	4.585805000000001	2.441385	3.656416	7
5.935975	7.368506	3.7148760000000003	3.809724	2.576889	3.5263590000000002	1
5.668604	3.702503	5.123622	4.167132	2.45804	2.6384499999999997	5
4.4189229999999995	2.565023	2.8454829999999998	2.05171	2.521237	2.092918	3
5.368648	5.928523	4.621413	3.472563	4.654177000000001	2.796316	9
5.1336949999999995	4.05935	2.998251	2.888547	2.76401	2.403696	4
4.412687999999999	3.8215000000000003	1.5804740000000002	2.050891	2.519176	2.085663	3
5.590483	4.8415	2.645544	2.986865	1.8311650000000002	2.046192	3
5.048339	2.3956429999999997	4.49835	4.243504	1.603448	3.1125059999999998	1
6.536142	4.533	4.715926	1.54831	3.724868	2.877888	4
11.794121	1.541327	7.781667	3.8878880000000002	4.353661	6.356861	6
5.055713	2.399165	4.504924	4.249753	2.215127	2.50771	1
5.235773	3.9966	3.3554450000000005	3.0731149999999996	2.191195	2.2590019999999997	0
5.611511	7.27011	4.1974	2.443979	4.926616	2.610915	9
6.706493999999999	4.208080000000001	5.059712	9.479524999999999	3.7687429999999997	4.670669	5
7.7491520000000005	5.4248520000000005	8.740732	7.063628	6.788024	6.009826	6
4.737812	2.540886	2.401683	3.2717560000000003	4.079738	2.022641	1
5.4034580000000005	3.229184	6.04125	4.93266	1.547005	3.351082	7
3.895175	2.620836	2.093544	3.323158	2.640256	1.884603	2
4.7636970000000005	3.4017910000000002	3.2620240000000003	3.835988	1.851634	2.9381909999999998	1
4.0777090000000005	3.5314	1.5792899999999999	1.620317	2.1295140000000004	2.497077	3
5.522637	3.9877990000000003	4.6338	4.77325	3.045837	3.1923880000000002	9
5.978953	6.706446	4.579559	4.88038	5.408495	2.5267809999999997	4
3.443578	2.3679490000000003	8.603556	9.151983	2.428222	1.583825	5
5.2905370000000005	3.161701	5.915	4.072266	1.561226	4.038364	7
4.3605	3.2787539999999997	4.394913	2.618049	2.465688	2.7653869999999996	2
5.707603000000001	3.540011	4.544254	8.203826	3.994165	7.403337	6
5.693231000000001	3.716051	2.9061130000000004	4.183566	4.347137999999999	1.567421	5
5.365204	1.544494	5.5546	6.12713	2.983782	3.169224	9
6.114917999999999	4.422051	3.694193	1.5907339999999999	2.067248	3.828705	0
6.740247	3.3661190000000003	5.440488	9.577833	3.782387	4.51703	6
4.964564	2.743855	1.5761500000000002	4.282396	4.26111	2.888195	6
4.6176379999999995	3.256232	3.851793	3.461811	2.018793	2.49805	5
5.402184	2.376385	4.626018	3.223012	4.702812	3.790363	7
4.3271239999999995	3.7474	1.599049	2.00377	2.4650220000000003	2.137302	3
5.056456000000001	5.381082	5.560145	3.239511	5.688191	5.312161000000001	5
4.787065999999999	3.8140020000000003	5.379967000000001	3.740683	5.492996	3.03625	8
5.3372790000000006	7.2341549999999994	3.747529	3.493137	3.931852	5.66523	5
2.842607	2.695448	6.964924	7.301011	2.180755	1.643345	4
3.434631	3.53194	3.206251	5.046749999999999	3.848553	1.612054	8
5.915451	3.8876359999999996	4.4541699999999995	3.2421	1.552705	3.5307500000000003	1
5.051063	2.900369	3.912807	2.538677	2.405614	2.053204	0
7.0244480000000005	3.7923340000000003	4.744114	2.716753	2.809393	3.570793	0
4.20005	3.6373499999999996	1.9123480000000002	1.907729	2.124143	2.116783	3
4.370419	3.891	1.618665	2.603727	2.5330589999999997	1.754145	0
4.583360000000001	2.317127	3.67847	3.33573	1.8319290000000001	3.581129	1
4.505623	3.189803	4.6889330000000005	3.690664	3.822446	2.397957	6
4.972189999999999	3.77285	3.021953	2.741553	2.597458	2.350018	4
4.976788	3.584461	3.826091	3.6550089999999997	2.166212	2.557007	1
4.199213	3.250572	3.1745	2.113327	2.2476130000000003	2.136699	2
