names	peak_1	peak_2	peak_3	peak_4	peak_5	peak_6	peak_7	peak_8	a
Aluminium	4.176774668323787	4.822923745515532	6.820642930108541	7.9979162638656645	8.353549336647575	9.645847491031061	10.511322768288444	10.784380772337471	3.9545799999999995
Aluminium	4.352101654992852	5.025373902486836	7.106950635705094	8.33364195402788	8.704203309985704	10.050747804973668	10.952552830529157	11.237072893424418	4.1205799999999995
Aluminium	4.339427414992678	5.0107389513804765	7.086253693131849	8.309372627028203	8.678854829985356	10.02147790276095	10.920656681451517	11.204348161779578	4.10858
Aluminium	4.297179948325434	4.961955781025946	7.0172638845543664	8.228474870362609	8.594359896650868	9.923911562051888	10.814336184526043	11.095265722963447	4.06858
Aluminium	4.214797388324308	4.86682859883461	6.882733757828276	8.0707242448647	8.429594776648615	9.733657197669217	10.60701121552137	10.88255496727199	3.9905799999999996
Aluminium	4.123965334989732	4.761944782572368	6.734405669386687	7.896794068033671	8.247930669979464	9.523889565144733	10.378422147131603	10.648027723817306	3.9045799999999997
Aluminium	4.380618694993242	5.058302542476144	7.153518756494895	8.388247939777157	8.761237389986483	10.116605084952285	11.024319165953852	11.310703539625306	4.14758
Aluminium	4.19895458832409	4.848534909951661	6.856862579611719	8.040387586115102	8.39790917664818	9.69706981990332	10.567141029174318	10.84164905271594	3.97558
Aluminium	4.266550534991682	4.92658798251891	6.967246273335691	8.169823996780053	8.533101069983363	9.853175965037817	10.737253824255076	11.01618095482175	4.03958
Aluminium	4.185224161657236	4.832680379586439	6.834440891824038	8.014095815198784	8.370448323314472	9.665360759172874	10.532586867673539	10.806197260100697	3.9625799999999995
Aluminium	4.152482374990122	4.794873422561677	6.780973790176488	7.9514000537829475	8.304964749980243	9.58974684512335	10.450188482556298	10.721658370018195	3.93158
Aluminium	4.1968422149907285	4.846095751433935	6.853413089182845	8.036342698281821	8.393684429981457	9.692191502867866	10.561825004328044	10.836194930775132	3.9735799999999997
Aluminium	4.186280348323917	4.8338999588453015	6.836165637038475	8.016118259115423	8.372560696647835	9.6677999176906	10.535244880096675	10.8089243210711	3.96358
Aluminium	4.333090294992592	5.003421475827297	7.075905221845227	8.297237963528364	8.666180589985183	10.00684295165459	10.904708606912696	11.18798579595716	4.10258
Aluminium	4.3183036816590565	4.986347366203211	7.051758788843108	8.268923748695405	8.636607363318113	9.972694732406419	10.86749643298878	11.149806942371512	4.088579999999999
Aluminium	4.136639574989905	4.7765797336787275	6.7551026119599324	7.921063395033349	8.27327914997981	9.553159467357451	10.410318296209244	10.680752455462144	3.9165799999999997
Aluminium	4.250707734991465	4.9082942936359615	6.9413750951191355	8.139487338030454	8.50141546998293	9.81658858727192	10.697383637908022	10.975275040265702	4.024579999999999
Aluminium	4.130302454989819	4.769262258125548	6.74475414067331	7.908928731533511	8.260604909979637	9.538524516251092	10.394370221670425	10.664390089639726	3.9105799999999995
Aluminium	4.393292934993415	5.072937493582503	7.17421569906814	8.412517266776836	8.78658586998683	10.145874987165003	11.056215315031494	11.343428271270147	4.15958
Aluminium	4.301404694992159	4.9668340980613985	7.024162865412115	8.236564646029167	8.602809389984317	9.933668196122794	10.82496823421859	11.10617396684506	4.072579999999999
Aluminium	4.25493248165819	4.913172610671414	6.948274075976884	8.147577113697015	8.50986496331638	9.826345221342825	10.70801568760057	10.986183284147314	4.02858
Aluminium	4.269719094991725	4.9302467202955	6.972420508979003	8.175891328529973	8.53943818998345	9.860493440590997	10.745227861524485	11.024362137732961	4.04258
Aluminium	4.4270909083272105	5.111964029866129	7.229407545930126	8.477235472109312	8.854181816654421	10.223928059732254	11.141271712571873	11.430694222323051	4.19158
Aluminium	4.1472014416567164	4.788775526267361	6.772350064104303	7.941287834199748	8.294402883313433	9.577551052534718	10.436898420440613	10.708023065166177	3.9265799999999995
Aluminium	4.1746622949904255	4.8204845869978055	6.8171934396796665	7.993871376032385	8.349324589980851	9.640969173995607	10.506006743442171	10.778926650396663	3.9525799999999998
Aluminium	4.205291708324177	4.855852385504841	6.867211050898342	8.05252224961494	8.410583416648354	9.711704771009678	10.583089103713139	10.858011418538359	3.9815799999999997
Aluminium	4.417585228327081	5.100987816536359	7.213884839000192	8.459033476859553	8.835170456654161	10.201975633072715	11.117349600763642	11.406150673589423	4.18258
Aluminium	4.361607334992982	5.036350115816606	7.122473342635028	8.35184394927764	8.723214669985964	10.072700231633208	10.97647494233739	11.261616442158047	4.12958
Aluminium	4.1968422149907285	4.846095751433935	6.853413089182845	8.036342698281821	8.393684429981457	9.692191502867866	10.561825004328044	10.836194930775132	3.9735799999999997
Aluminium	4.364775894993025	5.0400088535931955	7.127647578278339	8.35791128102756	8.72955178998605	10.080017707186387	10.9844489796068	11.269797625069257	4.13258
Aluminium	4.381674881659923	5.059522121735007	7.155243501709332	8.390270383693798	8.763349763319846	10.119044243470011	11.02697717837699	11.31343060059571	4.14858
Aluminium	4.432371841660617	5.118061926160445	7.238031272002312	8.487347691692511	8.864743683321233	10.236123852320887	11.154561774687558	11.444329527175068	4.19658
Aluminium	4.417585228327081	5.100987816536359	7.213884839000192	8.459033476859553	8.835170456654161	10.201975633072715	11.117349600763642	11.406150673589423	4.18258
Aluminium	4.185224161657236	4.832680379586439	6.834440891824038	8.014095815198784	8.370448323314472	9.665360759172874	10.532586867673539	10.806197260100697	3.9625799999999995
Aluminium	4.157763308323528	4.800971318855993	6.789597516248674	7.9615122733661465	8.315526616647055	9.601942637711984	10.46347854467198	10.735293674870212	3.9365799999999997
Aluminium	4.280280961658536	4.942442512884133	6.989667961123374	8.196115767696371	8.560561923317072	9.884885025768263	10.771807985755853	11.051632747436994	4.05258
Aluminium	4.302460881658839	4.968053677320262	7.025887610626552	8.238587089945808	8.604921763317678	9.936107354640521	10.827626246641728	11.108901027815463	4.07358
Aluminium	4.33097792165923	5.00098231730957	7.072455731416353	8.293193075695084	8.66195584331846	10.001964634619137	10.899392582066422	11.182531674016351	4.10058
Aluminium	4.315135121659013	4.982688628426621	7.046584553199796	8.262856416945487	8.630270243318027	9.96537725685324	10.859522395719369	11.141625759460302	4.085579999999999
Aluminium	4.407023361660269	5.088792023947726	7.196637386855822	8.438809037693154	8.814046723320539	10.177584047895449	11.090769476532273	11.37888006388539	4.17258
Aluminium	4.333090294992592	5.003421475827297	7.075905221845227	8.297237963528364	8.666180589985183	10.00684295165459	10.904708606912696	11.18798579595716	4.10258
Aluminium	4.252820108324827	4.910733452153688	6.94482458554801	8.143532225863735	8.505640216649654	9.821466904307373	10.702699662754297	10.980729162206508	4.02658
Aluminium	4.224303068324438	4.8778048121643796	6.898256464758209	8.088926240114459	8.448606136648875	9.755609624328756	10.630933327329602	10.907098516005618	3.99958
Aluminium	4.201066961657453	4.850974068469387	6.860312070040593	8.044432473948381	8.402133923314906	9.701948136938771	10.57245705402059	10.847103174656747	3.9775799999999997
Aluminium	4.384843441659966	5.063180859511598	7.160417737352644	8.396337715443718	8.769686883319933	10.126361719023192	11.0349512156464	11.32161178350692	4.15158
Aluminium	4.382216808395872	5.060147575730472	7.156131084164498	8.391305608392939	8.764433616791743	10.120290143213833	11.02833854987851	11.314830108762191	4.13245
Aluminium	4.442661909505036	5.129943559182573	7.2548375347682255	8.50704915512149	8.885323819010072	10.25988204103793	11.180455404853907	11.47089861925825	4.18945
Aluminium	4.239057358400483	4.89484129913339	6.922352648524089	8.117176155614793	8.478114716800967	9.789677753630446	10.668061788094679	10.945194162850468	3.99745
Aluminium	4.313288184324018	4.980555664776321	7.04357109663393	8.25931735335161	8.626576368648037	9.961106400081091	10.854871960871481	11.136857245915806	4.06745
Aluminium	4.280414532843596	4.942596445705879	6.989888641042429	8.19636910863959	8.560829065687193	9.88518799951009	10.772141741498897	11.051977880558299	4.03645
Aluminium	4.193458422476026	4.842188188809874	6.847889887542329	8.029860848433607	8.386916844952053	9.684371585096478	10.553306967674644	10.827458268967476	3.95445
Aluminium	4.335557432101079	5.0062699744692	7.079936631066882	8.301959712672655	8.671114864202158	10.012534994016285	10.910915012704521	11.194356170835407	4.08845
Aluminium	4.252843083214854	4.91075968132422	6.944864646030202	8.14357380662306	8.505686166429708	9.821514502256994	10.702755105896085	10.980788735419745	4.0104500000000005
Aluminium	4.195579303216699	4.844637170685386	6.851353271774038	8.033922025511801	8.391158606433399	9.68926954642364	10.558644401182551	10.832934357055057	3.9564500000000002
Aluminium	4.317529945805363	4.985453628527345	7.050497865097349	8.267439707507998	8.635059891610727	9.970902322735414	10.865546827887298	11.147809422090967	4.0714500000000005
Aluminium	4.355705799137467	5.029535302286567	7.112838781268126	8.340540894915504	8.711411598274934	10.059065626624317	10.961620631029653	11.246379007667427	4.10745
Aluminium	4.342980514693433	5.014841411033494	7.092058475877867	8.316173832446337	8.685961029386865	10.02967785866135	10.929596029982202	11.213522479141941	4.0954500000000005
Aluminium	4.151040807662579	4.793208551299627	6.778622202908133	7.948637306869712	8.302081615325157	9.586412358553252	10.44655829751647	10.717936507215855	3.9144500000000004
Aluminium	4.405546496543269	5.087086376361108	7.194228310713305	8.435978556253081	8.811092993086538	10.174167717812606	11.087050318465506	11.375067077725582	4.154450000000001
Aluminium	4.3344969917307425	5.005045483531444	7.0782049389510275	8.299929124133557	8.668993983461485	10.010086013352703	10.908246295950567	11.191618126791617	4.0874500000000005
Aluminium	4.423573982838985	5.1079027223029625	7.223667076682838	8.470498561417736	8.84714796567797	10.215800389093477	11.132418503282729	11.421613826470022	4.17145
Aluminium	4.187095780254009	4.834841243183337	6.837499734847199	8.017677317199022	8.374191560508018	9.669677701114994	10.537294667150917	10.811030004704733	3.9484500000000002
Aluminium	4.3737332854331825	5.050351648228422	7.142277547237659	8.37506090008016	8.747466570866365	10.100698297905188	11.006988815846876	11.292925756411867	4.12445
Aluminium	4.259205725436872	4.918106626950756	6.955254798725331	8.155757337857644	8.518411450873744	9.836208386238479	10.718767406419811	10.997216999682488	4.01645
Aluminium	4.159524330625268	4.803004478801677	6.792475739834972	7.964882015182491	8.319048661250536	9.606004203861897	10.467908031548104	10.73984085956618	3.92245
Aluminium	4.265568367658889	4.925453572577293	6.965644951420461	8.167940869092227	8.531136735317778	9.850902270219962	10.734779706943536	11.013645263945232	4.02245
Aluminium	4.172249615069302	4.81769837005475	6.8132560452252315	7.989249077651659	8.344499230138604	9.635391971824864	10.499932632595558	10.772697388091665	3.93445
Aluminium	4.192397982105691	4.840963697872118	6.846158195426474	8.02783025989451	8.384795964211381	9.681922604432897	10.550638250920688	10.824720224923684	3.95345
Aluminium	4.34085963395276	5.012392429157981	7.088595091646157	8.312112655368141	8.68171926790552	10.024779897334188	10.924258596474292	11.20804639105436	4.09345
Aluminium	4.38857945061789	5.067494521357009	7.1665212368596265	8.403489139627522	8.77715890123578	10.134984027195316	11.044350850402237	11.331258373024934	4.138450000000001
Aluminium	4.438420148023691	5.125045595431549	7.247910766304806	8.4989268009651	8.876840296047382	10.250086118383607	11.16978053783809	11.459946443083089	4.18545
Aluminium	4.383277248766208	5.061372066668228	7.157862776280353	8.393336196932037	8.766554497532416	10.122739123877412	11.031007266632466	11.31756815280598	4.13345
Aluminium	4.368431083581501	5.044229193539642	7.133619086658384	8.364907957384673	8.736862167163002	10.088453394587285	10.993645232077105	11.279235536192914	4.1194500000000005
Aluminium	4.421453102098312	5.10545374042745	7.220203692451128	8.466437384339542	8.842906204196623	10.210902427766316	11.127081069774821	11.41613773838244	4.16945
Aluminium	4.432057505801674	5.117698649805011	7.237520613609677	8.486743269730516	8.864115011603348	10.235392234402124	11.153768237314363	11.443518178820346	4.17945
Aluminium	4.37161240469251	5.04790266635291	7.138814163005948	8.370999723001965	8.74322480938502	10.095800336578026	11.001651382338968	11.287449668324285	4.122450000000001
Aluminium	4.37161240469251	5.04790266635291	7.138814163005948	8.370999723001965	8.74322480938502	10.095800336578026	11.001651382338968	11.287449668324285	4.122450000000001
Aluminium	4.17861225729132	4.825045315681288	6.82364619792036	8.001432608886244	8.35722451458264	9.65008585580635	10.515944933119282	10.789125652354407	3.9404500000000002
Aluminium	4.405546496543269	5.087086376361108	7.194228310713305	8.435978556253081	8.811092993086538	10.174167717812606	11.087050318465506	11.375067077725582	4.154450000000001
Aluminium	4.137255082848207	4.777290169108797	6.75611020540202	7.922239655861446	8.274510165696414	9.554575609926705	10.411864979715064	10.682341934646578	3.90145
Aluminium	4.313288184324018	4.980555664776321	7.04357109663393	8.25931735335161	8.626576368648037	9.961106400081091	10.854871960871481	11.136857245915806	4.06745
Aluminium	4.228452954697121	4.882596389755827	6.90503572736554	8.09687027022382	8.456905909394242	9.765187946994638	10.641374620555135	10.917813722412562	3.9874500000000004
Aluminium	4.374793725803519	5.051576139166179	7.1440092393535135	8.377091488619257	8.749587451607038	10.103147278568768	11.009657532600832	11.295663800455657	4.12545
Aluminium	4.274051890621578	4.935249500079343	6.9794984883473	8.184185577405007	8.548103781243157	9.870494115528606	10.75612944097517	11.035549616295556	4.03045
Aluminium	4.398123413950915	5.078514939796814	7.18210646590232	8.4217644364794	8.79624682790183	10.157024853167542	11.068369301187825	11.355900769419048	4.14745
Aluminium	4.418271780987303	5.101780267614181	7.215008616103563	8.46034561872225	8.836543561974606	10.203555485775574	11.119074919512958	11.40792360625107	4.16645
Aluminium	4.201941945438716	4.8519841163119235	6.861743424469168	8.046105556746385	8.403883890877433	9.703963430405123	10.574656701706278	10.8493626213178	3.96245
Aluminium	4.359947560618812	5.034433266037592	7.119765549731545	8.348663249071894	8.719895121237624	10.068861549278639	10.97229549804547	11.25733118384259	4.1114500000000005
Aluminium	4.381156368025536	5.058923084792715	7.154399392048642	8.38927501985384	8.762312736051072	10.117841162550253	11.025669833124557	11.3120920647184	4.13145
Aluminium	4.399183854321252	5.079739430734571	7.183838158018175	8.423795025018498	8.798367708642504	10.159473833831123	11.07103801794178	11.35863881346284	4.14845
Aluminium	4.194518862846363	4.8434126797476305	6.849621579658184	8.031891436972703	8.389037725692726	9.686820565760058	10.555975684428597	10.830196313011266	3.9554500000000004
Aluminium	4.141496844329552	4.7821881328598215	6.7630369738654394	7.930362010017835	8.282993688659104	9.564371532581026	10.422539846730881	10.69329411082174	3.90545
Aluminium	4.337678312841751	5.008718956344713	7.083400015298593	8.30602088975085	8.675356625683502	10.017432955343445	10.91625244621243	11.199832258922989	4.090450000000001
Aluminium	4.129832000255854	4.768718732544504	6.743988360591036	7.908025536087765	8.259664000511709	9.53743274528164	10.393183962437384	10.663175626340044	3.8944500000000004
Aluminium	4.394942092839907	5.074841466983545	7.176911389554756	8.415672670862108	8.789884185679814	10.1496779111768	11.060363150925962	11.347686637287676	4.14445
Aluminium	4.198760624327708	4.848310643498655	6.856548348121604	8.040013791129093	8.397521248655416	9.696616488414382	10.566650551444415	10.841148489186429	3.9594500000000004
Aluminium	4.329194789879062	4.998923028842664	7.069546478371754	8.28977618143807	8.658389579758124	9.9978411100348	10.894902712180796	11.177927906572664	4.082450000000001
Aluminium	4.141496844329552	4.7821881328598215	6.7630369738654394	7.930362010017835	8.282993688659104	9.564371532581026	10.422539846730881	10.69329411082174	3.90545
Aluminium	4.390700331358562	5.069943503232521	7.169984621091336	8.407550316705718	8.781400662717123	10.139881988522477	11.049688283910145	11.336734461112515	4.14045
Aluminium	4.166947413217621	4.81157591536597	6.804597584645957	7.979096134956173	8.333894826435243	9.623147068506961	10.486589048825785	10.759007167872712	3.92945
Aluminium	4.229513395067458	4.883820880693584	6.906767419481395	8.098900858762917	8.459026790134915	9.76763692765822	10.644043337309089	10.920551766456354	3.9884500000000003
Aluminium	4.382216808395872	5.060147575730472	7.156131084164498	8.391305608392939	8.764433616791743	10.120290143213833	11.02833854987851	11.314830108762191	4.13245
Aluminium	4.403425615802596	5.084637394485595	7.190764926481595	8.431917379174886	8.806851231605192	10.169269756485445	11.081712884957597	11.369590989638	4.15245
Aluminium	4.199821064698044	4.849535134436411	6.858280040237458	8.04204437966819	8.399642129396089	9.699065469077961	10.569319268198369	10.843886533230219	3.9604500000000002
Aluminium	4.23163427580813	4.886269862569096	6.910230803713104	8.102962035841111	8.46326855161626	9.772534888985382	10.649380770816999	10.926027854543936	3.99045
Aluminium	4.376914606544191	5.054025121041691	7.147472623585223	8.381152665697453	8.753829213088382	10.10804523989593	11.01499496610874	11.301139888543238	4.1274500000000005
Aluminium	4.264507927288553	4.924229081639537	6.963913259304606	8.165910280553131	8.529015854577105	9.848453289556382	10.732110990189582	11.01090721990144	4.021450000000001
Aluminium	4.392821212099234	5.0723924851080335	7.1734480053230465	8.411611493783912	8.785642424198468	10.144779949849639	11.055025717418054	11.342210549200097	4.14245
Aluminium	4.199821064698044	4.849535134436411	6.858280040237458	8.04204437966819	8.399642129396089	9.699065469077961	10.569319268198369	10.843886533230219	3.9604500000000002
Aluminium	4.128771559885518	4.767494241606748	6.742256668475181	7.905994947548667	8.257543119771036	9.534983764618058	10.39051524568343	10.660437582296254	3.89345
Aluminium	4.198760624327708	4.848310643498655	6.856548348121604	8.040013791129093	8.397521248655416	9.696616488414382	10.566650551444415	10.841148489186429	3.9594500000000004
Aluminium	4.312227743953682	4.979331173838565	7.041839404518075	8.257286764812513	8.624455487907364	9.95865741941751	10.852203244117526	11.134119201872016	4.066450000000001
Aluminium	4.2517826428445185	4.909535190386463	6.943132953914347	8.141543218083962	8.503565285689037	9.819065521593414	10.70008638914213	10.978050691375955	4.00945
Aluminium	4.397062973580579	5.077290448859058	7.180374773786466	8.419733847940302	8.794125947161158	10.154575872503962	11.065700584433872	11.353162725375258	4.146450000000001
Aluminium	4.355705799137467	5.029535302286567	7.112838781268126	8.340540894915504	8.711411598274934	10.059065626624317	10.961620631029653	11.246379007667427	4.10745
Aluminium	4.258145285066536	4.916882136013	6.9535231066094765	8.153726749318546	8.516290570133071	9.833759405574897	10.716098689665856	10.994478955638698	4.01545
Aluminium	4.254963963955527	4.913208663199732	6.948328030261912	8.147634983701254	8.509927927911054	9.826412463584155	10.708092539403994	10.986264823507327	4.01245
Aluminium	4.127711119515181	4.766269750668991	6.7405249763593265	7.90396435900957	8.255422239030363	9.532534783954478	10.387846528929476	10.657699538252462	3.89245
Aluminium	4.337678312841751	5.008718956344713	7.083400015298593	8.30602088975085	8.675356625683502	10.017432955343445	10.91625244621243	11.199832258922989	4.090450000000001
Aluminium	4.281474973213932	4.943820936643636	6.991620333158284	8.198399697178688	8.562949946427864	9.88763698017367	10.774810458252851	11.054715924602089	4.037450000000001
Aluminium	4.245420000622501	4.902188244759926	6.932742801219218	8.129359686849378	8.490840001245003	9.80437163761193	10.684074088618404	10.961622427113213	4.00345
Aluminium	4.315409065064691	4.983004646651834	7.04703448086564	8.263378530429804	8.630818130129382	9.966004361408253	10.860209394379389	11.142333334003387	4.06945
Aluminium	4.43311794617201	5.118923140742767	7.239252305725532	8.488773858269614	8.86623589234402	10.237841215065703	11.156436954068319	11.446256222864136	4.18045
Aluminium	4.2146672298827506	4.866678007564998	6.882523729859426	8.070472619215554	8.429334459765501	9.73335119836809	10.60668130275373	10.882219149843285	3.97445
Aluminium	4.396002533210242	5.076065957921302	7.178643081670611	8.417703259401204	8.792005066420485	10.15212689184038	11.063031867679918	11.350424681331468	4.14545
Aluminium	4.289958496176622	4.953616864145685	7.0054738700851225	8.214644405491468	8.579916992353244	9.907228825482317	10.796160192284486	11.076620276952415	4.04545
Aluminium	4.358887120248475	5.033208775099836	7.11803385761569	8.346632660532796	8.71777424049695	10.066412568615059	10.969626781291517	11.254593139798798	4.11045
Aluminium	4.361008000989147	5.035657756975349	7.1214972418474	8.350693837610992	8.722016001978295	10.07131052994222	10.974964214799424	11.26006922788638	4.11245
Aluminium	4.205123266549725	4.855657589125192	6.866938500816732	8.052197322363678	8.41024653309945	9.711310372395864	10.58266285196814	10.857576753449171	3.96545
